graph_id,n,h,beta,K,variant,log_Z
n40_graph0,40,0.0,0.1,4,asym,28.026905
n40_graph0,40,0.0,0.1,4,exact,28.028456
n40_graph0,40,0.0,0.1,5,asym,28.026937
n40_graph0,40,0.0,0.1,5,exact,28.028466
n40_graph0,40,0.0,0.1,6,asym,28.026942
n40_graph0,40,0.0,0.1,6,exact,28.028471
n40_graph0,40,0.0,0.1,7,asym,28.026943
n40_graph0,40,0.0,0.1,7,exact,28.028472
n40_graph0,40,0.0,0.2,3,asym,28.928185
n40_graph0,40,0.0,0.2,3,exact,28.940951
n40_graph0,40,0.0,0.2,4,asym,28.931218
n40_graph0,40,0.0,0.2,4,exact,28.942467
n40_graph0,40,0.0,0.2,5,asym,28.932176
n40_graph0,40,0.0,0.2,5,exact,28.942767
n40_graph0,40,0.0,0.2,6,asym,28.932491
n40_graph0,40,0.0,0.2,6,exact,28.943082
n40_graph0,40,0.0,0.2,7,asym,28.932598
n40_graph0,40,0.0,0.2,7,exact,28.943189
n40_graph0,40,0.0,0.3,3,asym,30.418895
n40_graph0,40,0.0,0.3,3,exact,30.459597
n40_graph0,40,0.0,0.3,4,asym,30.433247
n40_graph0,40,0.0,0.3,4,exact,30.466772
n40_graph0,40,0.0,0.3,5,asym,30.439953
n40_graph0,40,0.0,0.3,5,exact,30.468868
n40_graph0,40,0.0,0.3,6,asym,30.443212
n40_graph0,40,0.0,0.3,6,exact,30.472127
n40_graph0,40,0.0,0.3,7,asym,30.444839
n40_graph0,40,0.0,0.3,7,exact,30.473754
n40_graph0,40,0.0,0.5,3,asym,35.058244
n40_graph0,40,0.0,0.5,3,exact,35.215103
n40_graph0,40,0.0,0.5,4,asym,35.147435
n40_graph0,40,0.0,0.5,4,exact,35.259698
n40_graph0,40,0.0,0.5,5,asym,35.214173
n40_graph0,40,0.0,0.5,5,exact,35.280554
n40_graph0,40,0.0,0.5,6,asym,35.265863
n40_graph0,40,0.0,0.5,6,exact,35.332244
n40_graph0,40,0.0,0.5,7,asym,35.306918
n40_graph0,40,0.0,0.5,7,exact,35.373299
n40_graph0,40,0.0,0.8,3,asym,45.513518
n40_graph0,40,0.0,0.8,3,exact,45.941540
n40_graph0,40,0.0,0.8,4,asym,45.868861
n40_graph0,40,0.0,0.8,4,exact,46.119211
n40_graph0,40,0.0,0.8,5,asym,46.257436
n40_graph0,40,0.0,0.8,5,exact,46.240641
n40_graph0,40,0.0,0.8,6,asym,46.696136
n40_graph0,40,0.0,0.8,6,exact,46.679341
n40_graph0,40,0.0,0.8,7,asym,47.202366
n40_graph0,40,0.0,0.8,7,exact,47.185571
n40_graph0,40,0.0,1,3,asym,54.240542
n40_graph0,40,0.0,1,3,exact,54.850298
n40_graph0,40,0.0,1,4,asym,54.820545
n40_graph0,40,0.0,1,4,exact,55.140300
n40_graph0,40,0.0,1,5,asym,55.550496
n40_graph0,40,0.0,1,5,exact,55.368409
n40_graph0,40,0.0,1,6,asym,56.501224
n40_graph0,40,0.0,1,6,exact,56.319137
n40_graph0,40,0.0,1,7,asym,57.768037
n40_graph0,40,0.0,1,7,exact,57.585950
n40_graph0,40,0.0,1.3,3,asym,69.095241
n40_graph0,40,0.0,1.3,3,exact,69.919620
n40_graph0,40,0.0,1.3,4,asym,69.973564
n40_graph0,40,0.0,1.3,4,exact,70.358781
n40_graph0,40,0.0,1.3,5,asym,71.217614
n40_graph0,40,0.0,1.3,5,exact,70.747547
n40_graph0,40,0.0,1.3,6,asym,73.048032
n40_graph0,40,0.0,1.3,6,exact,72.577965
n40_graph0,40,0.0,1.3,7,asym,75.811040
n40_graph0,40,0.0,1.3,7,exact,75.340973
n40_graph0,40,0.0,1.8,3,asym,96.573833
n40_graph0,40,0.0,1.8,3,exact,97.598021
n40_graph0,40,0.0,1.8,4,asym,97.753411
n40_graph0,40,0.0,1.8,4,exact,98.187810
n40_graph0,40,0.0,1.8,5,asym,99.563979
n40_graph0,40,0.0,1.8,5,exact,98.753613
n40_graph0,40,0.0,1.8,6,asym,102.457576
n40_graph0,40,0.0,1.8,6,exact,101.647210
n40_graph0,40,0.0,1.8,7,asym,107.212076
n40_graph0,40,0.0,1.8,7,exact,106.401710
n40_graph0,40,0.0,2.5,3,asym,137.437494
n40_graph0,40,0.0,2.5,3,exact,138.559389
n40_graph0,40,0.0,2.5,4,asym,138.770610
n40_graph0,40,0.0,2.5,4,exact,139.225947
n40_graph0,40,0.0,2.5,5,asym,140.882688
n40_graph0,40,0.0,2.5,5,exact,139.885972
n40_graph0,40,0.0,2.5,6,asym,144.368213
n40_graph0,40,0.0,2.5,6,exact,143.371497
n40_graph0,40,0.0,2.5,7,asym,150.284489
n40_graph0,40,0.0,2.5,7,exact,149.287773
n40_graph0,40,0.0,5,3,asym,287.063795
n40_graph0,40,0.0,5,3,exact,288.218813
n40_graph0,40,0.0,5,4,asym,288.449726
n40_graph0,40,0.0,5,4,exact,288.911779
n40_graph0,40,0.0,5,5,asym,290.667071
n40_graph0,40,0.0,5,5,exact,289.604699
n40_graph0,40,0.0,5,6,asym,294.362403
n40_graph0,40,0.0,5,6,exact,293.300031
n40_graph0,40,0.0,5,7,asym,300.696844
n40_graph0,40,0.0,5,7,exact,299.634472
n40_graph1,40,0.0,0.1,3,asym,28.026708
n40_graph1,40,0.0,0.1,3,exact,28.025389
n40_graph1,40,0.0,0.1,4,asym,28.026905
n40_graph1,40,0.0,0.1,4,exact,28.025783
n40_graph1,40,0.0,0.1,5,asym,28.026937
n40_graph1,40,0.0,0.1,5,exact,28.025803
n40_graph1,40,0.0,0.1,6,asym,28.026942
n40_graph1,40,0.0,0.1,6,exact,28.025808
n40_graph1,40,0.0,0.1,7,asym,28.026943
n40_graph1,40,0.0,0.1,7,exact,28.025809
n40_graph1,40,0.0,0.2,3,asym,28.928185
n40_graph1,40,0.0,0.2,3,exact,28.917972
n40_graph1,40,0.0,0.2,4,asym,28.931218
n40_graph1,40,0.0,0.2,4,exact,28.924038
n40_graph1,40,0.0,0.2,5,asym,28.932176
n40_graph1,40,0.0,0.2,5,exact,28.924637
n40_graph1,40,0.0,0.2,6,asym,28.932491
n40_graph1,40,0.0,0.2,6,exact,28.924952
n40_graph1,40,0.0,0.2,7,asym,28.932598
n40_graph1,40,0.0,0.2,7,exact,28.925059
n40_graph1,40,0.0,0.3,3,asym,30.418895
n40_graph1,40,0.0,0.3,3,exact,30.386333
n40_graph1,40,0.0,0.3,4,asym,30.433247
n40_graph1,40,0.0,0.3,4,exact,30.415037
n40_graph1,40,0.0,0.3,5,asym,30.439953
n40_graph1,40,0.0,0.3,5,exact,30.419229
n40_graph1,40,0.0,0.3,6,asym,30.443212
n40_graph1,40,0.0,0.3,6,exact,30.422487
n40_graph1,40,0.0,0.3,7,asym,30.444839
n40_graph1,40,0.0,0.3,7,exact,30.424115
n40_graph1,40,0.0,0.5,3,asym,35.058244
n40_graph1,40,0.0,0.5,3,exact,34.932758
n40_graph1,40,0.0,0.5,4,asym,35.147435
n40_graph1,40,0.0,0.5,4,exact,35.111139
n40_graph1,40,0.0,0.5,5,asym,35.214173
n40_graph1,40,0.0,0.5,5,exact,35.152850
n40_graph1,40,0.0,0.5,6,asym,35.265863
n40_graph1,40,0.0,0.5,6,exact,35.204540
n40_graph1,40,0.0,0.5,7,asym,35.306918
n40_graph1,40,0.0,0.5,7,exact,35.245595
n40_graph1,40,0.0,0.8,3,asym,45.513518
n40_graph1,40,0.0,0.8,3,exact,45.171101
n40_graph1,40,0.0,0.8,4,asym,45.868861
n40_graph1,40,0.0,0.8,4,exact,45.881785
n40_graph1,40,0.0,0.8,5,asym,46.257436
n40_graph1,40,0.0,0.8,5,exact,46.124645
n40_graph1,40,0.0,0.8,6,asym,46.696136
n40_graph1,40,0.0,0.8,6,exact,46.563345
n40_graph1,40,0.0,0.8,7,asym,47.202366
n40_graph1,40,0.0,0.8,7,exact,47.069575
n40_graph1,40,0.0,1,3,asym,54.240542
n40_graph1,40,0.0,1,3,exact,53.752737
n40_graph1,40,0.0,1,4,asym,54.820545
n40_graph1,40,0.0,1,4,exact,54.912744
n40_graph1,40,0.0,1,5,asym,55.550496
n40_graph1,40,0.0,1,5,exact,55.368963
n40_graph1,40,0.0,1,6,asym,56.501224
n40_graph1,40,0.0,1,6,exact,56.319691
n40_graph1,40,0.0,1,7,asym,57.768037
n40_graph1,40,0.0,1,7,exact,57.586504
n40_graph1,40,0.0,1.3,3,asym,69.095241
n40_graph1,40,0.0,1.3,3,exact,68.435738
n40_graph1,40,0.0,1.3,4,asym,69.973564
n40_graph1,40,0.0,1.3,4,exact,70.192383
n40_graph1,40,0.0,1.3,5,asym,71.217614
n40_graph1,40,0.0,1.3,5,exact,70.969914
n40_graph1,40,0.0,1.3,6,asym,73.048032
n40_graph1,40,0.0,1.3,6,exact,72.800332
n40_graph1,40,0.0,1.3,7,asym,75.811040
n40_graph1,40,0.0,1.3,7,exact,75.563340
n40_graph1,40,0.0,1.8,3,asym,96.573833
n40_graph1,40,0.0,1.8,3,exact,95.754482
n40_graph1,40,0.0,1.8,4,asym,97.753411
n40_graph1,40,0.0,1.8,4,exact,98.113637
n40_graph1,40,0.0,1.8,5,asym,99.563979
n40_graph1,40,0.0,1.8,5,exact,99.245243
n40_graph1,40,0.0,1.8,6,asym,102.457576
n40_graph1,40,0.0,1.8,6,exact,102.138840
n40_graph1,40,0.0,1.8,7,asym,107.212076
n40_graph1,40,0.0,1.8,7,exact,106.893339
n40_graph1,40,0.0,2.5,3,asym,137.437494
n40_graph1,40,0.0,2.5,3,exact,136.539977
n40_graph1,40,0.0,2.5,4,asym,138.770610
n40_graph1,40,0.0,2.5,4,exact,139.206210
n40_graph1,40,0.0,2.5,5,asym,140.882688
n40_graph1,40,0.0,2.5,5,exact,140.526259
n40_graph1,40,0.0,2.5,6,asym,144.368213
n40_graph1,40,0.0,2.5,6,exact,144.011783
n40_graph1,40,0.0,2.5,7,asym,150.284489
n40_graph1,40,0.0,2.5,7,exact,149.928060
n40_graph1,40,0.0,5,3,asym,287.063795
n40_graph1,40,0.0,5,3,exact,286.139780
n40_graph1,40,0.0,5,4,asym,288.449726
n40_graph1,40,0.0,5,4,exact,288.911643
n40_graph1,40,0.0,5,5,asym,290.667071
n40_graph1,40,0.0,5,5,exact,290.297483
n40_graph1,40,0.0,5,6,asym,294.362403
n40_graph1,40,0.0,5,6,exact,293.992815
n40_graph1,40,0.0,5,7,asym,300.696844
n40_graph1,40,0.0,5,7,exact,300.327256
n50_graph0,50,0.0,0.1,3,asym,35.033055
n50_graph0,50,0.0,0.1,3,exact,35.032725
n50_graph0,50,0.0,0.1,4,asym,35.033252
n50_graph0,50,0.0,0.1,4,exact,35.032923
n50_graph0,50,0.0,0.1,5,asym,35.033284
n50_graph0,50,0.0,0.1,5,exact,35.032952
n50_graph0,50,0.0,0.1,6,asym,35.033289
n50_graph0,50,0.0,0.1,6,exact,35.032957
n50_graph0,50,0.0,0.1,7,asym,35.033290
n50_graph0,50,0.0,0.1,7,exact,35.032958
n50_graph0,50,0.0,0.1,8,asym,35.033290
n50_graph0,50,0.0,0.1,8,exact,35.032958
n50_graph0,50,0.0,0.2,3,asym,36.157677
n50_graph0,50,0.0,0.2,3,exact,36.155124
n50_graph0,50,0.0,0.2,4,asym,36.160710
n50_graph0,50,0.0,0.2,4,exact,36.158157
n50_graph0,50,0.0,0.2,5,asym,36.161669
n50_graph0,50,0.0,0.2,5,exact,36.159056
n50_graph0,50,0.0,0.2,6,asym,36.161984
n50_graph0,50,0.0,0.2,6,exact,36.159371
n50_graph0,50,0.0,0.2,7,asym,36.162091
n50_graph0,50,0.0,0.2,7,exact,36.159478
n50_graph0,50,0.0,0.2,8,asym,36.162128
n50_graph0,50,0.0,0.2,8,exact,36.159515
n50_graph0,50,0.0,0.3,3,asym,38.015478
n50_graph0,50,0.0,0.3,3,exact,38.007338
n50_graph0,50,0.0,0.3,4,asym,38.029830
n50_graph0,50,0.0,0.3,4,exact,38.021690
n50_graph0,50,0.0,0.3,5,asym,38.036536
n50_graph0,50,0.0,0.3,5,exact,38.027977
n50_graph0,50,0.0,0.3,6,asym,38.039795
n50_graph0,50,0.0,0.3,6,exact,38.031235
n50_graph0,50,0.0,0.3,7,asym,38.041423
n50_graph0,50,0.0,0.3,7,exact,38.032863
n50_graph0,50,0.0,0.3,8,asym,38.042252
n50_graph0,50,0.0,0.3,8,exact,38.033693
n50_graph0,50,0.0,0.5,3,asym,43.791434
n50_graph0,50,0.0,0.5,3,exact,43.760062
n50_graph0,50,0.0,0.5,4,asym,43.880624
n50_graph0,50,0.0,0.5,4,exact,43.849253
n50_graph0,50,0.0,0.5,5,asym,43.947362
n50_graph0,50,0.0,0.5,5,exact,43.911820
n50_graph0,50,0.0,0.5,6,asym,43.999052
n50_graph0,50,0.0,0.5,6,exact,43.963509
n50_graph0,50,0.0,0.5,7,asym,44.040108
n50_graph0,50,0.0,0.5,7,exact,44.004565
n50_graph0,50,0.0,0.5,8,asym,44.073350
n50_graph0,50,0.0,0.5,8,exact,44.037807
n50_graph0,50,0.0,0.8,3,asym,56.806294
n50_graph0,50,0.0,0.8,3,exact,56.720689
n50_graph0,50,0.0,0.8,4,asym,57.161636
n50_graph0,50,0.0,0.8,4,exact,57.076031
n50_graph0,50,0.0,0.8,5,asym,57.550211
n50_graph0,50,0.0,0.8,5,exact,57.440321
n50_graph0,50,0.0,0.8,6,asym,57.988911
n50_graph0,50,0.0,0.8,6,exact,57.879021
n50_graph0,50,0.0,0.8,7,asym,58.495141
n50_graph0,50,0.0,0.8,7,exact,58.385251
n50_graph0,50,0.0,0.8,8,asym,59.088852
n50_graph0,50,0.0,0.8,8,exact,58.978961
n50_graph0,50,0.0,1,3,asym,67.678726
n50_graph0,50,0.0,1,3,exact,67.556775
n50_graph0,50,0.0,1,4,asym,68.258730
n50_graph0,50,0.0,1,4,exact,68.136778
n50_graph0,50,0.0,1,5,asym,68.988680
n50_graph0,50,0.0,1,5,exact,68.821107
n50_graph0,50,0.0,1,6,asym,69.939408
n50_graph0,50,0.0,1,6,exact,69.771835
n50_graph0,50,0.0,1,7,asym,71.206221
n50_graph0,50,0.0,1,7,exact,71.038648
n50_graph0,50,0.0,1,8,asym,72.921825
n50_graph0,50,0.0,1,8,exact,72.754252
n50_graph0,50,0.0,1.3,3,asym,86.204176
n50_graph0,50,0.0,1.3,3,exact,86.039300
n50_graph0,50,0.0,1.3,4,asym,87.082498
n50_graph0,50,0.0,1.3,4,exact,86.917622
n50_graph0,50,0.0,1.3,5,asym,88.326548
n50_graph0,50,0.0,1.3,5,exact,88.083919
n50_graph0,50,0.0,1.3,6,asym,90.156966
n50_graph0,50,0.0,1.3,6,exact,89.914337
n50_graph0,50,0.0,1.3,7,asym,92.919974
n50_graph0,50,0.0,1.3,7,exact,92.677345
n50_graph0,50,0.0,1.3,8,asym,97.167546
n50_graph0,50,0.0,1.3,8,exact,96.924918
n50_graph0,50,0.0,1.8,3,asym,120.512453
n50_graph0,50,0.0,1.8,3,exact,120.307616
n50_graph0,50,0.0,1.8,4,asym,121.692031
n50_graph0,50,0.0,1.8,4,exact,121.487193
n50_graph0,50,0.0,1.8,5,asym,123.502599
n50_graph0,50,0.0,1.8,5,exact,123.184601
n50_graph0,50,0.0,1.8,6,asym,126.396196
n50_graph0,50,0.0,1.8,6,exact,126.078198
n50_graph0,50,0.0,1.8,7,asym,131.150696
n50_graph0,50,0.0,1.8,7,exact,130.832698
n50_graph0,50,0.0,1.8,8,asym,139.122177
n50_graph0,50,0.0,1.8,8,exact,138.804179
n50_graph0,50,0.0,2.5,3,asym,171.572488
n50_graph0,50,0.0,2.5,3,exact,171.348109
n50_graph0,50,0.0,2.5,4,asym,172.905604
n50_graph0,50,0.0,2.5,4,exact,172.681225
n50_graph0,50,0.0,2.5,5,asym,175.017682
n50_graph0,50,0.0,2.5,5,exact,174.661298
n50_graph0,50,0.0,2.5,6,asym,178.503207
n50_graph0,50,0.0,2.5,6,exact,178.146823
n50_graph0,50,0.0,2.5,7,asym,184.419484
n50_graph0,50,0.0,2.5,7,exact,184.063100
n50_graph0,50,0.0,2.5,8,asym,194.670602
n50_graph0,50,0.0,2.5,8,exact,194.314218
n50_graph0,50,0.0,5,3,asym,358.598740
n50_graph0,50,0.0,5,3,exact,358.367736
n50_graph0,50,0.0,5,4,asym,359.984671
n50_graph0,50,0.0,5,4,exact,359.753668
n50_graph0,50,0.0,5,5,asym,362.202016
n50_graph0,50,0.0,5,5,exact,361.832428
n50_graph0,50,0.0,5,6,asym,365.897348
n50_graph0,50,0.0,5,6,exact,365.527761
n50_graph0,50,0.0,5,7,asym,372.231789
n50_graph0,50,0.0,5,7,exact,371.862201
n50_graph0,50,0.0,5,8,asym,383.316334
n50_graph0,50,0.0,5,8,exact,382.946746
n50_graph1,50,0.0,0.1,3,asym,35.033055
n50_graph1,50,0.0,0.1,3,exact,35.034704
n50_graph1,50,0.0,0.1,4,asym,35.033252
n50_graph1,50,0.0,0.1,4,exact,35.034803
n50_graph1,50,0.0,0.1,5,asym,35.033284
n50_graph1,50,0.0,0.1,5,exact,35.034852
n50_graph1,50,0.0,0.1,6,asym,35.033289
n50_graph1,50,0.0,0.1,6,exact,35.034858
n50_graph1,50,0.0,0.1,7,asym,35.033290
n50_graph1,50,0.0,0.1,7,exact,35.034858
n50_graph1,50,0.0,0.1,8,asym,35.033290
n50_graph1,50,0.0,0.1,8,exact,35.034859
n50_graph1,50,0.0,0.2,3,asym,36.157677
n50_graph1,50,0.0,0.2,3,exact,36.170444
n50_graph1,50,0.0,0.2,4,asym,36.160710
n50_graph1,50,0.0,0.2,4,exact,36.171960
n50_graph1,50,0.0,0.2,5,asym,36.161669
n50_graph1,50,0.0,0.2,5,exact,36.173458
n50_graph1,50,0.0,0.2,6,asym,36.161984
n50_graph1,50,0.0,0.2,6,exact,36.173773
n50_graph1,50,0.0,0.2,7,asym,36.162091
n50_graph1,50,0.0,0.2,7,exact,36.173880
n50_graph1,50,0.0,0.2,8,asym,36.162128
n50_graph1,50,0.0,0.2,8,exact,36.173917
n50_graph1,50,0.0,0.3,3,asym,38.015478
n50_graph1,50,0.0,0.3,3,exact,38.056180
n50_graph1,50,0.0,0.3,4,asym,38.029830
n50_graph1,50,0.0,0.3,4,exact,38.063356
n50_graph1,50,0.0,0.3,5,asym,38.036536
n50_graph1,50,0.0,0.3,5,exact,38.073835
n50_graph1,50,0.0,0.3,6,asym,38.039795
n50_graph1,50,0.0,0.3,6,exact,38.077093
n50_graph1,50,0.0,0.3,7,asym,38.041423
n50_graph1,50,0.0,0.3,7,exact,38.078721
n50_graph1,50,0.0,0.3,8,asym,38.042252
n50_graph1,50,0.0,0.3,8,exact,38.079551
n50_graph1,50,0.0,0.5,3,asym,43.791434
n50_graph1,50,0.0,0.5,3,exact,43.948292
n50_graph1,50,0.0,0.5,4,asym,43.880624
n50_graph1,50,0.0,0.5,4,exact,43.992888
n50_graph1,50,0.0,0.5,5,asym,43.947362
n50_graph1,50,0.0,0.5,5,exact,44.097166
n50_graph1,50,0.0,0.5,6,asym,43.999052
n50_graph1,50,0.0,0.5,6,exact,44.148856
n50_graph1,50,0.0,0.5,7,asym,44.040108
n50_graph1,50,0.0,0.5,7,exact,44.189911
n50_graph1,50,0.0,0.5,8,asym,44.073350
n50_graph1,50,0.0,0.5,8,exact,44.223153
n50_graph1,50,0.0,0.8,3,asym,56.806294
n50_graph1,50,0.0,0.8,3,exact,57.234316
n50_graph1,50,0.0,0.8,4,asym,57.161636
n50_graph1,50,0.0,0.8,4,exact,57.411987
n50_graph1,50,0.0,0.8,5,asym,57.550211
n50_graph1,50,0.0,0.8,5,exact,58.019136
n50_graph1,50,0.0,0.8,6,asym,57.988911
n50_graph1,50,0.0,0.8,6,exact,58.457836
n50_graph1,50,0.0,0.8,7,asym,58.495141
n50_graph1,50,0.0,0.8,7,exact,58.964066
n50_graph1,50,0.0,0.8,8,asym,59.088852
n50_graph1,50,0.0,0.8,8,exact,59.557776
n50_graph1,50,0.0,1,3,asym,67.678726
n50_graph1,50,0.0,1,3,exact,68.288482
n50_graph1,50,0.0,1,4,asym,68.258730
n50_graph1,50,0.0,1,4,exact,68.578484
n50_graph1,50,0.0,1,5,asym,68.988680
n50_graph1,50,0.0,1,5,exact,69.719032
n50_graph1,50,0.0,1,6,asym,69.939408
n50_graph1,50,0.0,1,6,exact,70.669760
n50_graph1,50,0.0,1,7,asym,71.206221
n50_graph1,50,0.0,1,7,exact,71.936573
n50_graph1,50,0.0,1,8,asym,72.921825
n50_graph1,50,0.0,1,8,exact,73.652177
n50_graph1,50,0.0,1.3,3,asym,86.204176
n50_graph1,50,0.0,1.3,3,exact,87.028554
n50_graph1,50,0.0,1.3,4,asym,87.082498
n50_graph1,50,0.0,1.3,4,exact,87.467716
n50_graph1,50,0.0,1.3,5,asym,88.326548
n50_graph1,50,0.0,1.3,5,exact,89.411544
n50_graph1,50,0.0,1.3,6,asym,90.156966
n50_graph1,50,0.0,1.3,6,exact,91.241962
n50_graph1,50,0.0,1.3,7,asym,92.919974
n50_graph1,50,0.0,1.3,7,exact,94.004970
n50_graph1,50,0.0,1.3,8,asym,97.167546
n50_graph1,50,0.0,1.3,8,exact,98.252542
n50_graph1,50,0.0,1.8,3,asym,120.512453
n50_graph1,50,0.0,1.8,3,exact,121.536642
n50_graph1,50,0.0,1.8,4,asym,121.692031
n50_graph1,50,0.0,1.8,4,exact,122.126431
n50_graph1,50,0.0,1.8,5,asym,123.502599
n50_graph1,50,0.0,1.8,5,exact,124.955444
n50_graph1,50,0.0,1.8,6,asym,126.396196
n50_graph1,50,0.0,1.8,6,exact,127.849041
n50_graph1,50,0.0,1.8,7,asym,131.150696
n50_graph1,50,0.0,1.8,7,exact,132.603541
n50_graph1,50,0.0,1.8,8,asym,139.122177
n50_graph1,50,0.0,1.8,8,exact,140.575022
n50_graph1,50,0.0,2.5,3,asym,171.572488
n50_graph1,50,0.0,2.5,3,exact,172.694384
n50_graph1,50,0.0,2.5,4,asym,172.905604
n50_graph1,50,0.0,2.5,4,exact,173.360942
n50_graph1,50,0.0,2.5,5,asym,175.017682
n50_graph1,50,0.0,2.5,5,exact,176.661063
n50_graph1,50,0.0,2.5,6,asym,178.503207
n50_graph1,50,0.0,2.5,6,exact,180.146588
n50_graph1,50,0.0,2.5,7,asym,184.419484
n50_graph1,50,0.0,2.5,7,exact,186.062865
n50_graph1,50,0.0,2.5,8,asym,194.670602
n50_graph1,50,0.0,2.5,8,exact,196.313984
n50_graph1,50,0.0,5,3,asym,358.598740
n50_graph1,50,0.0,5,3,exact,359.753758
n50_graph1,50,0.0,5,4,asym,359.984671
n50_graph1,50,0.0,5,4,exact,360.446724
n50_graph1,50,0.0,5,5,asym,362.202016
n50_graph1,50,0.0,5,5,exact,363.911325
n50_graph1,50,0.0,5,6,asym,365.897348
n50_graph1,50,0.0,5,6,exact,367.606657
n50_graph1,50,0.0,5,7,asym,372.231789
n50_graph1,50,0.0,5,7,exact,373.941098
n50_graph1,50,0.0,5,8,asym,383.316334
n50_graph1,50,0.0,5,8,exact,385.025643
n60_graph0,60,0.0,0.1,3,asym,42.039402
n60_graph0,60,0.0,0.1,3,exact,42.039072
n60_graph0,60,0.0,0.1,4,asym,42.039600
n60_graph0,60,0.0,0.1,4,exact,42.039368
n60_graph0,60,0.0,0.1,5,asym,42.039631
n60_graph0,60,0.0,0.1,5,exact,42.039378
n60_graph0,60,0.0,0.1,6,asym,42.039636
n60_graph0,60,0.0,0.1,6,exact,42.039383
n60_graph0,60,0.0,0.1,7,asym,42.039637
n60_graph0,60,0.0,0.1,7,exact,42.039384
n60_graph0,60,0.0,0.1,8,asym,42.039637
n60_graph0,60,0.0,0.1,8,exact,42.039385
n60_graph0,60,0.0,0.2,3,asym,43.387170
n60_graph0,60,0.0,0.2,3,exact,43.384617
n60_graph0,60,0.0,0.2,4,asym,43.390203
n60_graph0,60,0.0,0.2,4,exact,43.389167
n60_graph0,60,0.0,0.2,5,asym,43.391162
n60_graph0,60,0.0,0.2,5,exact,43.389466
n60_graph0,60,0.0,0.2,6,asym,43.391477
n60_graph0,60,0.0,0.2,6,exact,43.389781
n60_graph0,60,0.0,0.2,7,asym,43.391584
n60_graph0,60,0.0,0.2,7,exact,43.389888
n60_graph0,60,0.0,0.2,8,asym,43.391621
n60_graph0,60,0.0,0.2,8,exact,43.389925
n60_graph0,60,0.0,0.3,3,asym,45.612062
n60_graph0,60,0.0,0.3,3,exact,45.603921
n60_graph0,60,0.0,0.3,4,asym,45.626413
n60_graph0,60,0.0,0.3,4,exact,45.625449
n60_graph0,60,0.0,0.3,5,asym,45.633120
n60_graph0,60,0.0,0.3,5,exact,45.627545
n60_graph0,60,0.0,0.3,6,asym,45.636378
n60_graph0,60,0.0,0.3,6,exact,45.630803
n60_graph0,60,0.0,0.3,7,asym,45.638006
n60_graph0,60,0.0,0.3,7,exact,45.632431
n60_graph0,60,0.0,0.3,8,asym,45.638836
n60_graph0,60,0.0,0.3,8,exact,45.633261
n60_graph0,60,0.0,0.5,3,asym,52.524623
n60_graph0,60,0.0,0.5,3,exact,52.493252
n60_graph0,60,0.0,0.5,4,asym,52.613814
n60_graph0,60,0.0,0.5,4,exact,52.627037
n60_graph0,60,0.0,0.5,5,asym,52.680552
n60_graph0,60,0.0,0.5,5,exact,52.647893
n60_graph0,60,0.0,0.5,6,asym,52.732242
n60_graph0,60,0.0,0.5,6,exact,52.699583
n60_graph0,60,0.0,0.5,7,asym,52.773297
n60_graph0,60,0.0,0.5,7,exact,52.740638
n60_graph0,60,0.0,0.5,8,asym,52.806539
n60_graph0,60,0.0,0.5,8,exact,52.773880
n60_graph0,60,0.0,0.8,3,asym,68.099069
n60_graph0,60,0.0,0.8,3,exact,68.013464
n60_graph0,60,0.0,0.8,4,asym,68.454411
n60_graph0,60,0.0,0.8,4,exact,68.546478
n60_graph0,60,0.0,0.8,5,asym,68.842987
n60_graph0,60,0.0,0.8,5,exact,68.667907
n60_graph0,60,0.0,0.8,6,asym,69.281686
n60_graph0,60,0.0,0.8,6,exact,69.106607
n60_graph0,60,0.0,0.8,7,asym,69.787917
n60_graph0,60,0.0,0.8,7,exact,69.612838
n60_graph0,60,0.0,0.8,8,asym,70.381627
n60_graph0,60,0.0,0.8,8,exact,70.206548
n60_graph0,60,0.0,1,3,asym,81.116910
n60_graph0,60,0.0,1,3,exact,80.994959
n60_graph0,60,0.0,1,4,asym,81.696914
n60_graph0,60,0.0,1,4,exact,81.864964
n60_graph0,60,0.0,1,5,asym,82.426864
n60_graph0,60,0.0,1,5,exact,82.093074
n60_graph0,60,0.0,1,6,asym,83.377593
n60_graph0,60,0.0,1,6,exact,83.043802
n60_graph0,60,0.0,1,7,asym,84.644405
n60_graph0,60,0.0,1,7,exact,84.310615
n60_graph0,60,0.0,1,8,asym,86.360010
n60_graph0,60,0.0,1,8,exact,86.026219
n60_graph0,60,0.0,1.3,3,asym,103.313110
n60_graph0,60,0.0,1.3,3,exact,103.148234
n60_graph0,60,0.0,1.3,4,asym,104.191433
n60_graph0,60,0.0,1.3,4,exact,104.465718
n60_graph0,60,0.0,1.3,5,asym,105.435483
n60_graph0,60,0.0,1.3,5,exact,104.854484
n60_graph0,60,0.0,1.3,6,asym,107.265901
n60_graph0,60,0.0,1.3,6,exact,106.684902
n60_graph0,60,0.0,1.3,7,asym,110.028909
n60_graph0,60,0.0,1.3,7,exact,109.447910
n60_graph0,60,0.0,1.3,8,asym,114.276481
n60_graph0,60,0.0,1.3,8,exact,113.695482
n60_graph0,60,0.0,1.8,3,asym,144.451074
n60_graph0,60,0.0,1.8,3,exact,144.246236
n60_graph0,60,0.0,1.8,4,asym,145.630652
