graph_id,n,h,beta,method,log_Z,runtime_s
n50_graph0,50,0.0,5.0,js_fpras,376.018612,0.6578
n50_graph0,50,0.1,0.1,js_fpras,35.064434,0.6095
n50_graph0,50,0.1,0.2,js_fpras,36.184410,0.6159
n50_graph0,50,0.1,0.3,js_fpras,38.402218,0.6102
n50_graph0,50,0.1,0.5,js_fpras,44.443333,0.6146
n50_graph0,50,0.1,0.8,js_fpras,64.426565,0.6311
n50_graph0,50,0.1,1.0,js_fpras,80.151753,0.6024
n50_graph0,50,0.1,1.3,js_fpras,104.086957,0.5990
n50_graph0,50,0.1,1.8,js_fpras,144.003609,0.5393
n50_graph0,50,0.1,2.5,js_fpras,199.998257,0.5045
n50_graph0,50,0.1,5.0,js_fpras,399.981911,0.3563
n50_graph0,50,0.2,0.1,js_fpras,35.037118,0.6473
n50_graph0,50,0.2,0.2,js_fpras,36.203423,0.6208
n50_graph0,50,0.2,0.3,js_fpras,38.543573,0.6200
n50_graph0,50,0.2,0.5,js_fpras,46.574352,0.6098
n50_graph0,50,0.2,0.8,js_fpras,68.396640,0.5652
n50_graph0,50,0.2,1.0,js_fpras,84.920101,0.5415
n50_graph0,50,0.2,1.3,js_fpras,110.440372,0.5020
n50_graph0,50,0.2,1.8,js_fpras,153.040439,0.4406
n50_graph0,50,0.2,2.5,js_fpras,212.500841,0.3643
n50_graph0,50,0.2,5.0,js_fpras,424.955985,0.1808
n50_graph0,50,0.5,0.1,js_fpras,35.241035,0.6114
n50_graph0,50,0.5,0.2,js_fpras,36.552272,0.5853
n50_graph0,50,0.5,0.3,js_fpras,39.436549,0.5611
n50_graph0,50,0.5,0.5,js_fpras,52.180616,0.5351
n50_graph0,50,0.5,0.8,js_fpras,80.156141,0.4296
n50_graph0,50,0.5,1.0,js_fpras,100.070607,0.3835
n50_graph0,50,0.5,1.3,js_fpras,130.028838,0.3132
n50_graph0,50,0.5,1.8,js_fpras,180.026608,0.2003
n50_graph0,50,0.5,2.5,js_fpras,249.999855,0.1093
n50_graph0,50,0.5,5.0,js_fpras,500.004227,0.0141
n50_graph0,50,1.0,0.1,js_fpras,35.204427,0.5874
n50_graph0,50,1.0,0.2,js_fpras,37.877710,0.5257
n50_graph0,50,1.0,0.3,js_fpras,44.032042,0.4798
n50_graph0,50,1.0,0.5,js_fpras,63.587051,0.3569
n50_graph0,50,1.0,0.8,js_fpras,100.144558,0.2567
n50_graph0,50,1.0,1.0,js_fpras,125.034605,0.1834
n50_graph0,50,1.0,1.3,js_fpras,162.502447,0.1062
n50_graph0,50,1.0,1.8,js_fpras,225.004662,0.0423
n50_graph0,50,1.0,2.5,js_fpras,312.502568,0.0131
n50_graph0,50,1.0,5.0,js_fpras,625.000012,0.0147
n50_graph1,50,0.0,0.1,js_fpras,35.000654,0.6332
n50_graph1,50,0.0,0.2,js_fpras,36.428506,0.6396
n50_graph1,50,0.0,0.3,js_fpras,37.906092,0.6433
n50_graph1,50,0.0,0.5,js_fpras,44.787585,0.6473
n50_graph1,50,0.0,0.8,js_fpras,61.409875,0.6602
n50_graph1,50,0.0,1.0,js_fpras,75.306305,0.6717
n50_graph1,50,0.0,1.3,js_fpras,98.185728,0.6774
n50_graph1,50,0.0,1.8,js_fpras,136.564306,0.6780
n50_graph1,50,0.0,2.5,js_fpras,188.102995,0.6679
n50_graph1,50,0.0,5.0,js_fpras,375.559313,0.6578
n50_graph1,50,0.1,0.1,js_fpras,34.910474,0.6531
n50_graph1,50,0.1,0.2,js_fpras,36.583095,0.6611
n50_graph1,50,0.1,0.3,js_fpras,38.405545,0.7004
n50_graph1,50,0.1,0.5,js_fpras,44.489298,0.6740
n50_graph1,50,0.1,0.8,js_fpras,64.651865,0.6557
n50_graph1,50,0.1,1.0,js_fpras,80.022935,0.6391
n50_graph1,50,0.1,1.3,js_fpras,104.048095,0.6248
n50_graph1,50,0.1,1.8,js_fpras,144.207055,0.5905
n50_graph1,50,0.1,2.5,js_fpras,200.010625,0.5775
n50_graph1,50,0.1,5.0,js_fpras,399.984295,0.4114
n50_graph1,50,0.2,0.1,js_fpras,35.016099,0.6991
n50_graph1,50,0.2,0.2,js_fpras,36.243575,0.7627
n50_graph1,50,0.2,0.3,js_fpras,38.365957,0.6958
n50_graph1,50,0.2,0.5,js_fpras,47.229855,0.6603
n50_graph1,50,0.2,0.8,js_fpras,68.353914,0.6344
n50_graph1,50,0.2,1.0,js_fpras,84.955837,0.6220
n50_graph1,50,0.2,1.3,js_fpras,110.616120,0.5771
n50_graph1,50,0.2,1.8,js_fpras,153.062523,0.4876
n50_graph1,50,0.2,2.5,js_fpras,212.414303,0.3939
n50_graph1,50,0.2,5.0,js_fpras,424.994274,0.1831
n50_graph1,50,0.5,0.1,js_fpras,35.033915,0.6714
n50_graph1,50,0.5,0.2,js_fpras,36.649794,0.6497
n50_graph1,50,0.5,0.3,js_fpras,39.940810,0.6432
n50_graph1,50,0.5,0.5,js_fpras,52.318439,0.6887
n50_graph1,50,0.5,0.8,js_fpras,80.218096,0.5989
n50_graph1,50,0.5,1.0,js_fpras,99.981261,0.5559
n50_graph1,50,0.5,1.3,js_fpras,130.046718,0.3939
n50_graph1,50,0.5,1.8,js_fpras,180.015048,0.2549
n50_graph1,50,0.5,2.5,js_fpras,249.982810,0.1470
n50_graph1,50,0.5,5.0,js_fpras,500.001134,0.0153
n50_graph1,50,1.0,0.1,js_fpras,35.155277,0.6844
n50_graph1,50,1.0,0.2,js_fpras,38.125211,0.6287
n50_graph1,50,1.0,0.3,js_fpras,43.525186,0.5476
n50_graph1,50,1.0,0.5,js_fpras,63.644213,0.4375
n50_graph1,50,1.0,0.8,js_fpras,100.099744,0.2729
n50_graph1,50,1.0,1.0,js_fpras,125.045835,0.2076
n50_graph1,50,1.0,1.3,js_fpras,162.509854,0.1201
n50_graph1,50,1.0,1.8,js_fpras,224.994194,0.0509
n50_graph1,50,1.0,2.5,js_fpras,312.498459,0.0170
n50_graph1,50,1.0,5.0,js_fpras,625.000002,0.0167
