graph_id,n,h,init,dynamics,beta,step,log_Z
n16_graph1,16,0.5,ground,glauber,4.9,2000000,156.791726
n16_graph1,16,0.5,ground,glauber,5.0,1,160.490355
n16_graph1,16,0.5,ground,glauber,5.0,2,160.354062
n16_graph1,16,0.5,ground,glauber,5.0,4,160.194139
n16_graph1,16,0.5,ground,glauber,5.0,7,160.137085
n16_graph1,16,0.5,ground,glauber,5.0,12,160.366484
n16_graph1,16,0.5,ground,glauber,5.0,20,160.235881
n16_graph1,16,0.5,ground,glauber,5.0,33,159.821601
n16_graph1,16,0.5,ground,glauber,5.0,54,159.721342
n16_graph1,16,0.5,ground,glauber,5.0,90,159.480097
n16_graph1,16,0.5,ground,glauber,5.0,148,159.489922
n16_graph1,16,0.5,ground,glauber,5.0,245,159.229135
n16_graph1,16,0.5,ground,glauber,5.0,404,159.475455
n16_graph1,16,0.5,ground,glauber,5.0,667,159.051173
n16_graph1,16,0.5,ground,glauber,5.0,1101,159.995991
n16_graph1,16,0.5,ground,glauber,5.0,1816,160.289641
n16_graph1,16,0.5,ground,glauber,5.0,2995,160.380466
n16_graph1,16,0.5,ground,glauber,5.0,4939,160.114043
n16_graph1,16,0.5,ground,glauber,5.0,8146,159.993093
n16_graph1,16,0.5,ground,glauber,5.0,13435,160.120743
n16_graph1,16,0.5,ground,glauber,5.0,22158,159.970032
n16_graph1,16,0.5,ground,glauber,5.0,36543,159.968465
n16_graph1,16,0.5,ground,glauber,5.0,60268,159.983523
n16_graph1,16,0.5,ground,glauber,5.0,99395,159.952558
n16_graph1,16,0.5,ground,glauber,5.0,163925,159.945836
n16_graph1,16,0.5,ground,glauber,5.0,270347,159.937858
n16_graph1,16,0.5,ground,glauber,5.0,445860,159.960029
n16_graph1,16,0.5,ground,glauber,5.0,735319,159.974126
n16_graph1,16,0.5,ground,glauber,5.0,1212699,159.984874
n16_graph1,16,0.5,ground,glauber,5.0,2000000,159.991726
n16_graph1,16,1.0,ground,glauber,0.1,1,10.290355
n16_graph1,16,1.0,ground,glauber,0.1,2,10.290355
n16_graph1,16,1.0,ground,glauber,0.1,4,10.290355
n16_graph1,16,1.0,ground,glauber,0.1,7,10.290355
n16_graph1,16,1.0,ground,glauber,0.1,12,10.330523
n16_graph1,16,1.0,ground,glauber,0.1,20,10.361534
n16_graph1,16,1.0,ground,glauber,0.1,33,10.857169
n16_graph1,16,1.0,ground,glauber,0.1,54,11.496998
n16_graph1,16,1.0,ground,glauber,0.1,90,11.824483
n16_graph1,16,1.0,ground,glauber,0.1,148,11.550425
n16_graph1,16,1.0,ground,glauber,0.1,245,11.529666
n16_graph1,16,1.0,ground,glauber,0.1,404,11.434457
n16_graph1,16,1.0,ground,glauber,0.1,667,11.398019
n16_graph1,16,1.0,ground,glauber,0.1,1101,11.369000
n16_graph1,16,1.0,ground,glauber,0.1,1816,11.366366
n16_graph1,16,1.0,ground,glauber,0.1,2995,11.278029
n16_graph1,16,1.0,ground,glauber,0.1,4939,11.301072
n16_graph1,16,1.0,ground,glauber,0.1,8146,11.313199
n16_graph1,16,1.0,ground,glauber,0.1,13435,11.263223
n16_graph1,16,1.0,ground,glauber,0.1,22158,11.251186
n16_graph1,16,1.0,ground,glauber,0.1,36543,11.297973
n16_graph1,16,1.0,ground,glauber,0.1,60268,11.308739
n16_graph1,16,1.0,ground,glauber,0.1,99395,11.314331
n16_graph1,16,1.0,ground,glauber,0.1,163925,11.315629
n16_graph1,16,1.0,ground,glauber,0.1,270347,11.317517
n16_graph1,16,1.0,ground,glauber,0.1,445860,11.315811
n16_graph1,16,1.0,ground,glauber,0.1,735319,11.321070
n16_graph1,16,1.0,ground,glauber,0.1,1212699,11.323617
n16_graph1,16,1.0,ground,glauber,0.1,2000000,11.325737
n16_graph1,16,1.0,ground,glauber,0.2,1,10.690355
n16_graph1,16,1.0,ground,glauber,0.2,2,10.690355
n16_graph1,16,1.0,ground,glauber,0.2,4,10.690355
n16_graph1,16,1.0,ground,glauber,0.2,7,10.690355
n16_graph1,16,1.0,ground,glauber,0.2,12,10.614109
n16_graph1,16,1.0,ground,glauber,0.2,20,10.679270
n16_graph1,16,1.0,ground,glauber,0.2,33,11.357779
n16_graph1,16,1.0,ground,glauber,0.2,54,11.872816
n16_graph1,16,1.0,ground,glauber,0.2,90,12.032867
n16_graph1,16,1.0,ground,glauber,0.2,148,12.595092
n16_graph1,16,1.0,ground,glauber,0.2,245,12.370158
n16_graph1,16,1.0,ground,glauber,0.2,404,12.132708
n16_graph1,16,1.0,ground,glauber,0.2,667,12.033532
n16_graph1,16,1.0,ground,glauber,0.2,1101,12.230732
n16_graph1,16,1.0,ground,glauber,0.2,1816,12.294651
n16_graph1,16,1.0,ground,glauber,0.2,2995,12.140331
n16_graph1,16,1.0,ground,glauber,0.2,4939,12.151716
n16_graph1,16,1.0,ground,glauber,0.2,8146,12.244357
n16_graph1,16,1.0,ground,glauber,0.2,13435,12.154867
n16_graph1,16,1.0,ground,glauber,0.2,22158,12.118288
n16_graph1,16,1.0,ground,glauber,0.2,36543,12.179225
n16_graph1,16,1.0,ground,glauber,0.2,60268,12.175351
n16_graph1,16,1.0,ground,glauber,0.2,99395,12.219252
n16_graph1,16,1.0,ground,glauber,0.2,163925,12.221412
n16_graph1,16,1.0,ground,glauber,0.2,270347,12.217626
n16_graph1,16,1.0,ground,glauber,0.2,445860,12.219285
n16_graph1,16,1.0,ground,glauber,0.2,735319,12.212681
n16_graph1,16,1.0,ground,glauber,0.2,1212699,12.215768
n16_graph1,16,1.0,ground,glauber,0.2,2000000,12.210360
n16_graph1,16,1.0,ground,glauber,0.3,1,11.490355
n16_graph1,16,1.0,ground,glauber,0.3,2,11.310223
n16_graph1,16,1.0,ground,glauber,0.3,4,11.692451
n16_graph1,16,1.0,ground,glauber,0.3,7,12.242863
n16_graph1,16,1.0,ground,glauber,0.3,12,12.227942
n16_graph1,16,1.0,ground,glauber,0.3,20,12.225717
n16_graph1,16,1.0,ground,glauber,0.3,33,12.888804
n16_graph1,16,1.0,ground,glauber,0.3,54,13.477514
n16_graph1,16,1.0,ground,glauber,0.3,90,13.344551
n16_graph1,16,1.0,ground,glauber,0.3,148,13.600486
n16_graph1,16,1.0,ground,glauber,0.3,245,13.477964
n16_graph1,16,1.0,ground,glauber,0.3,404,13.328756
n16_graph1,16,1.0,ground,glauber,0.3,667,13.382269
n16_graph1,16,1.0,ground,glauber,0.3,1101,13.812984
n16_graph1,16,1.0,ground,glauber,0.3,1816,13.887357
n16_graph1,16,1.0,ground,glauber,0.3,2995,13.749682
n16_graph1,16,1.0,ground,glauber,0.3,4939,13.771457
n16_graph1,16,1.0,ground,glauber,0.3,8146,14.048607
n16_graph1,16,1.0,ground,glauber,0.3,13435,13.904180
n16_graph1,16,1.0,ground,glauber,0.3,22158,14.014687
n16_graph1,16,1.0,ground,glauber,0.3,36543,14.055720
n16_graph1,16,1.0,ground,glauber,0.3,60268,14.050557
n16_graph1,16,1.0,ground,glauber,0.3,99395,14.068135
n16_graph1,16,1.0,ground,glauber,0.3,163925,14.075051
n16_graph1,16,1.0,ground,glauber,0.3,270347,14.054671
n16_graph1,16,1.0,ground,glauber,0.3,445860,14.056596
n16_graph1,16,1.0,ground,glauber,0.3,735319,14.055123
n16_graph1,16,1.0,ground,glauber,0.3,1212699,14.056592
n16_graph1,16,1.0,ground,glauber,0.3,2000000,14.052430
n16_graph1,16,1.0,ground,glauber,0.4,1,12.290355
n16_graph1,16,1.0,ground,glauber,0.4,2,12.110223
n16_graph1,16,1.0,ground,glauber,0.4,4,12.712319
n16_graph1,16,1.0,ground,glauber,0.4,7,13.488149
n16_graph1,16,1.0,ground,glauber,0.4,12,13.837794
n16_graph1,16,1.0,ground,glauber,0.4,20,14.604138
n16_graph1,16,1.0,ground,glauber,0.4,33,15.366306
n16_graph1,16,1.0,ground,glauber,0.4,54,15.777326
n16_graph1,16,1.0,ground,glauber,0.4,90,16.044885
n16_graph1,16,1.0,ground,glauber,0.4,148,16.532419
n16_graph1,16,1.0,ground,glauber,0.4,245,16.269124
n16_graph1,16,1.0,ground,glauber,0.4,404,15.773270
n16_graph1,16,1.0,ground,glauber,0.4,667,16.124892
n16_graph1,16,1.0,ground,glauber,0.4,1101,16.323719
n16_graph1,16,1.0,ground,glauber,0.4,1816,16.341580
n16_graph1,16,1.0,ground,glauber,0.4,2995,16.488300
n16_graph1,16,1.0,ground,glauber,0.4,4939,16.491488
n16_graph1,16,1.0,ground,glauber,0.4,8146,16.829964
n16_graph1,16,1.0,ground,glauber,0.4,13435,16.701080
n16_graph1,16,1.0,ground,glauber,0.4,22158,16.789949
n16_graph1,16,1.0,ground,glauber,0.4,36543,16.825648
n16_graph1,16,1.0,ground,glauber,0.4,60268,16.874787
n16_graph1,16,1.0,ground,glauber,0.4,99395,16.884316
n16_graph1,16,1.0,ground,glauber,0.4,163925,16.890934
n16_graph1,16,1.0,ground,glauber,0.4,270347,16.882245
n16_graph1,16,1.0,ground,glauber,0.4,445860,16.878005
n16_graph1,16,1.0,ground,glauber,0.4,735319,16.883152
n16_graph1,16,1.0,ground,glauber,0.4,1212699,16.893938
n16_graph1,16,1.0,ground,glauber,0.4,2000000,16.884220
n16_graph1,16,1.0,ground,glauber,0.5,1,16.290355
n16_graph1,16,1.0,ground,glauber,0.5,2,16.110223
n16_graph1,16,1.0,ground,glauber,0.5,4,16.712319
n16_graph1,16,1.0,ground,glauber,0.5,7,17.488149
n16_graph1,16,1.0,ground,glauber,0.5,12,17.837794
n16_graph1,16,1.0,ground,glauber,0.5,20,18.504348
n16_graph1,16,1.0,ground,glauber,0.5,33,18.862875
n16_graph1,16,1.0,ground,glauber,0.5,54,19.100849
n16_graph1,16,1.0,ground,glauber,0.5,90,19.300231
n16_graph1,16,1.0,ground,glauber,0.5,148,19.997689
n16_graph1,16,1.0,ground,glauber,0.5,245,19.824301
n16_graph1,16,1.0,ground,glauber,0.5,404,19.374558
n16_graph1,16,1.0,ground,glauber,0.5,667,19.827693
n16_graph1,16,1.0,ground,glauber,0.5,1101,19.864949
n16_graph1,16,1.0,ground,glauber,0.5,1816,19.923775
n16_graph1,16,1.0,ground,glauber,0.5,2995,20.030192
n16_graph1,16,1.0,ground,glauber,0.5,4939,20.039951
n16_graph1,16,1.0,ground,glauber,0.5,8146,20.334485
n16_graph1,16,1.0,ground,glauber,0.5,13435,20.218332
n16_graph1,16,1.0,ground,glauber,0.5,22158,20.303904
n16_graph1,16,1.0,ground,glauber,0.5,36543,20.339662
n16_graph1,16,1.0,ground,glauber,0.5,60268,20.372028
n16_graph1,16,1.0,ground,glauber,0.5,99395,20.376404
n16_graph1,16,1.0,ground,glauber,0.5,163925,20.389083
n16_graph1,16,1.0,ground,glauber,0.5,270347,20.383297
n16_graph1,16,1.0,ground,glauber,0.5,445860,20.375870
n16_graph1,16,1.0,ground,glauber,0.5,735319,20.375525
n16_graph1,16,1.0,ground,glauber,0.5,1212699,20.382402
n16_graph1,16,1.0,ground,glauber,0.5,2000000,20.371079
n16_graph1,16,1.0,ground,glauber,0.6,1,19.490355
n16_graph1,16,1.0,ground,glauber,0.6,2,19.310223
n16_graph1,16,1.0,ground,glauber,0.6,4,19.912319
n16_graph1,16,1.0,ground,glauber,0.6,7,20.688149
n16_graph1,16,1.0,ground,glauber,0.6,12,21.009936
n16_graph1,16,1.0,ground,glauber,0.6,20,21.687727
n16_graph1,16,1.0,ground,glauber,0.6,33,22.450039
n16_graph1,16,1.0,ground,glauber,0.6,54,22.869301
n16_graph1,16,1.0,ground,glauber,0.6,90,23.132274
n16_graph1,16,1.0,ground,glauber,0.6,148,23.886555
n16_graph1,16,1.0,ground,glauber,0.6,245,23.746581
n16_graph1,16,1.0,ground,glauber,0.6,404,23.316663
n16_graph1,16,1.0,ground,glauber,0.6,667,23.746670
n16_graph1,16,1.0,ground,glauber,0.6,1101,23.765219
n16_graph1,16,1.0,ground,glauber,0.6,1816,23.786969
n16_graph1,16,1.0,ground,glauber,0.6,2995,23.878449
n16_graph1,16,1.0,ground,glauber,0.6,4939,23.877532
n16_graph1,16,1.0,ground,glauber,0.6,8146,24.185616
n16_graph1,16,1.0,ground,glauber,0.6,13435,24.056884
n16_graph1,16,1.0,ground,glauber,0.6,22158,24.122399
n16_graph1,16,1.0,ground,glauber,0.6,36543,24.144207
n16_graph1,16,1.0,ground,glauber,0.6,60268,24.171596
n16_graph1,16,1.0,ground,glauber,0.6,99395,24.164632
n16_graph1,16,1.0,ground,glauber,0.6,163925,24.174034
n16_graph1,16,1.0,ground,glauber,0.6,270347,24.168842
n16_graph1,16,1.0,ground,glauber,0.6,445860,24.156896
n16_graph1,16,1.0,ground,glauber,0.6,735319,24.158974
n16_graph1,16,1.0,ground,glauber,0.6,1212699,24.167804
n16_graph1,16,1.0,ground,glauber,0.6,2000000,24.158870
n16_graph1,16,1.0,ground,glauber,0.7,1,23.490355
n16_graph1,16,1.0,ground,glauber,0.7,2,23.310223
n16_graph1,16,1.0,ground,glauber,0.7,4,23.912319
n16_graph1,16,1.0,ground,glauber,0.7,7,24.688149
n16_graph1,16,1.0,ground,glauber,0.7,12,25.009936
n16_graph1,16,1.0,ground,glauber,0.7,20,25.687727
n16_graph1,16,1.0,ground,glauber,0.7,33,26.450039
n16_graph1,16,1.0,ground,glauber,0.7,54,26.869301
n16_graph1,16,1.0,ground,glauber,0.7,90,27.132274
n16_graph1,16,1.0,ground,glauber,0.7,148,27.886555
n16_graph1,16,1.0,ground,glauber,0.7,245,27.746581
n16_graph1,16,1.0,ground,glauber,0.7,404,27.304319
n16_graph1,16,1.0,ground,glauber,0.7,667,27.709668
n16_graph1,16,1.0,ground,glauber,0.7,1101,27.677314
n16_graph1,16,1.0,ground,glauber,0.7,1816,27.722535
n16_graph1,16,1.0,ground,glauber,0.7,2995,27.814375
n16_graph1,16,1.0,ground,glauber,0.7,4939,27.773496
n16_graph1,16,1.0,ground,glauber,0.7,8146,28.085467
n16_graph1,16,1.0,ground,glauber,0.7,13435,27.952926
n16_graph1,16,1.0,ground,glauber,0.7,22158,28.029195
n16_graph1,16,1.0,ground,glauber,0.7,36543,28.052734
n16_graph1,16,1.0,ground,glauber,0.7,60268,28.073177
n16_graph1,16,1.0,ground,glauber,0.7,99395,28.064149
n16_graph1,16,1.0,ground,glauber,0.7,163925,28.077391
n16_graph1,16,1.0,ground,glauber,0.7,270347,28.076741
n16_graph1,16,1.0,ground,glauber,0.7,445860,28.067070
n16_graph1,16,1.0,ground,glauber,0.7,735319,28.068310
n16_graph1,16,1.0,ground,glauber,0.7,1212699,28.078462
n16_graph1,16,1.0,ground,glauber,0.7,2000000,28.069270
n16_graph1,16,1.0,ground,glauber,0.8,1,27.490355
n16_graph1,16,1.0,ground,glauber,0.8,2,27.310223
n16_graph1,16,1.0,ground,glauber,0.8,4,27.912319
n16_graph1,16,1.0,ground,glauber,0.8,7,28.688149
n16_graph1,16,1.0,ground,glauber,0.8,12,29.009936
n16_graph1,16,1.0,ground,glauber,0.8,20,29.687727
n16_graph1,16,1.0,ground,glauber,0.8,33,30.450039
n16_graph1,16,1.0,ground,glauber,0.8,54,30.869301
n16_graph1,16,1.0,ground,glauber,0.8,90,31.107495
n16_graph1,16,1.0,ground,glauber,0.8,148,31.871560
n16_graph1,16,1.0,ground,glauber,0.8,245,31.737550
n16_graph1,16,1.0,ground,glauber,0.8,404,31.226565
n16_graph1,16,1.0,ground,glauber,0.8,667,31.644090
n16_graph1,16,1.0,ground,glauber,0.8,1101,31.602629
n16_graph1,16,1.0,ground,glauber,0.8,1816,31.669068
n16_graph1,16,1.0,ground,glauber,0.8,2995,31.760268
n16_graph1,16,1.0,ground,glauber,0.8,4939,31.725753
n16_graph1,16,1.0,ground,glauber,0.8,8146,32.042249
n16_graph1,16,1.0,ground,glauber,0.8,13435,31.913754
n16_graph1,16,1.0,ground,glauber,0.8,22158,31.992234
n16_graph1,16,1.0,ground,glauber,0.8,36543,32.017577
n16_graph1,16,1.0,ground,glauber,0.8,60268,32.040127
n16_graph1,16,1.0,ground,glauber,0.8,99395,32.031068
n16_graph1,16,1.0,ground,glauber,0.8,163925,32.042413
n16_graph1,16,1.0,ground,glauber,0.8,270347,32.039289
n16_graph1,16,1.0,ground,glauber,0.8,445860,32.029943
n16_graph1,16,1.0,ground,glauber,0.8,735319,32.030755
n16_graph1,16,1.0,ground,glauber,0.8,1212699,32.040480
n16_graph1,16,1.0,ground,glauber,0.8,2000000,32.031403
n16_graph1,16,1.0,ground,glauber,0.9,1,31.490355
n16_graph1,16,1.0,ground,glauber,0.9,2,31.310223
n16_graph1,16,1.0,ground,glauber,0.9,4,31.912319
n16_graph1,16,1.0,ground,glauber,0.9,7,32.688149
n16_graph1,16,1.0,ground,glauber,0.9,12,33.009936
n16_graph1,16,1.0,ground,glauber,0.9,20,33.687727
n16_graph1,16,1.0,ground,glauber,0.9,33,34.450039
n16_graph1,16,1.0,ground,glauber,0.9,54,34.869301
n16_graph1,16,1.0,ground,glauber,0.9,90,35.107495
n16_graph1,16,1.0,ground,glauber,0.9,148,35.871560
n16_graph1,16,1.0,ground,glauber,0.9,245,35.737550
n16_graph1,16,1.0,ground,glauber,0.9,404,35.226565
n16_graph1,16,1.0,ground,glauber,0.9,667,35.644090
n16_graph1,16,1.0,ground,glauber,0.9,1101,35.602629
n16_graph1,16,1.0,ground,glauber,0.9,1816,35.669068
n16_graph1,16,1.0,ground,glauber,0.9,2995,35.755476
n16_graph1,16,1.0,ground,glauber,0.9,4939,35.699761
n16_graph1,16,1.0,ground,glauber,0.9,8146,36.024852
n16_graph1,16,1.0,ground,glauber,0.9,13435,35.889459
n16_graph1,16,1.0,ground,glauber,0.9,22158,35.973025
n16_graph1,16,1.0,ground,glauber,0.9,36543,36.000054
n16_graph1,16,1.0,ground,glauber,0.9,60268,36.022668
n16_graph1,16,1.0,ground,glauber,0.9,99395,36.014538
n16_graph1,16,1.0,ground,glauber,0.9,163925,36.025963
n16_graph1,16,1.0,ground,glauber,0.9,270347,36.022912
n16_graph1,16,1.0,ground,glauber,0.9,445860,36.014113
n16_graph1,16,1.0,ground,glauber,0.9,735319,36.014787
n16_graph1,16,1.0,ground,glauber,0.9,1212699,36.024613
n16_graph1,16,1.0,ground,glauber,0.9,2000000,36.015387
n16_graph1,16,1.0,ground,glauber,1.0,1,34.690355
n16_graph1,16,1.0,ground,glauber,1.0,2,34.510223
n16_graph1,16,1.0,ground,glauber,1.0,4,35.112319
n16_graph1,16,1.0,ground,glauber,1.0,7,35.888149
n16_graph1,16,1.0,ground,glauber,1.0,12,36.209936
n16_graph1,16,1.0,ground,glauber,1.0,20,37.154990
n16_graph1,16,1.0,ground,glauber,1.0,33,38.161950
n16_graph1,16,1.0,ground,glauber,1.0,54,38.703288
n16_graph1,16,1.0,ground,glauber,1.0,90,39.011228
n16_graph1,16,1.0,ground,glauber,1.0,148,39.814130
n16_graph1,16,1.0,ground,glauber,1.0,245,39.703254
n16_graph1,16,1.0,ground,glauber,1.0,404,39.133794
n16_graph1,16,1.0,ground,glauber,1.0,667,39.588932
n16_graph1,16,1.0,ground,glauber,1.0,1101,39.569579
n16_graph1,16,1.0,ground,glauber,1.0,1816,39.648852
n16_graph1,16,1.0,ground,glauber,1.0,2995,39.743267
n16_graph1,16,1.0,ground,glauber,1.0,4939,39.692375
n16_graph1,16,1.0,ground,glauber,1.0,8146,40.017047
n16_graph1,16,1.0,ground,glauber,1.0,13435,39.883952
n16_graph1,16,1.0,ground,glauber,1.0,22158,39.966030
n16_graph1,16,1.0,ground,glauber,1.0,36543,39.992740
n16_graph1,16,1.0,ground,glauber,1.0,60268,40.016641
n16_graph1,16,1.0,ground,glauber,1.0,99395,40.007433
n16_graph1,16,1.0,ground,glauber,1.0,163925,40.018758
n16_graph1,16,1.0,ground,glauber,1.0,270347,40.015587
n16_graph1,16,1.0,ground,glauber,1.0,445860,40.006451
n16_graph1,16,1.0,ground,glauber,1.0,735319,40.006855
n16_graph1,16,1.0,ground,glauber,1.0,1212699,40.017095
n16_graph1,16,1.0,ground,glauber,1.0,2000000,40.007950
n16_graph1,16,1.0,ground,glauber,1.1,1,38.690355
n16_graph1,16,1.0,ground,glauber,1.1,2,38.510223
n16_graph1,16,1.0,ground,glauber,1.1,4,39.112319
n16_graph1,16,1.0,ground,glauber,1.1,7,39.888149
n16_graph1,16,1.0,ground,glauber,1.1,12,40.209936
n16_graph1,16,1.0,ground,glauber,1.1,20,41.127071
n16_graph1,16,1.0,ground,glauber,1.1,33,42.092870
n16_graph1,16,1.0,ground,glauber,1.1,54,42.661643
n16_graph1,16,1.0,ground,glauber,1.1,90,42.986450
n16_graph1,16,1.0,ground,glauber,1.1,148,43.799136
n16_graph1,16,1.0,ground,glauber,1.1,245,43.694223
n16_graph1,16,1.0,ground,glauber,1.1,404,43.128327
n16_graph1,16,1.0,ground,glauber,1.1,667,43.585625
n16_graph1,16,1.0,ground,glauber,1.1,1101,43.567577
n16_graph1,16,1.0,ground,glauber,1.1,1816,43.647638
n16_graph1,16,1.0,ground,glauber,1.1,2995,43.723492
n16_graph1,16,1.0,ground,glauber,1.1,4939,43.680430
n16_graph1,16,1.0,ground,glauber,1.1,8146,44.007504
n16_graph1,16,1.0,ground,glauber,1.1,13435,43.877228
n16_graph1,16,1.0,ground,glauber,1.1,22158,43.961135
n16_graph1,16,1.0,ground,glauber,1.1,36543,43.988383
n16_graph1,16,1.0,ground,glauber,1.1,60268,44.013534
n16_graph1,16,1.0,ground,glauber,1.1,99395,44.005061
n16_graph1,16,1.0,ground,glauber,1.1,163925,44.015388
n16_graph1,16,1.0,ground,glauber,1.1,270347,44.012199
n16_graph1,16,1.0,ground,glauber,1.1,445860,44.003327
n16_graph1,16,1.0,ground,glauber,1.1,735319,44.003712
n16_graph1,16,1.0,ground,glauber,1.1,1212699,44.013905
n16_graph1,16,1.0,ground,glauber,1.1,2000000,44.004683
n16_graph1,16,1.0,ground,glauber,1.2,1,42.690355
n16_graph1,16,1.0,ground,glauber,1.2,2,42.510223
n16_graph1,16,1.0,ground,glauber,1.2,4,43.112319
n16_graph1,16,1.0,ground,glauber,1.2,7,43.888149
n16_graph1,16,1.0,ground,glauber,1.2,12,44.209936
n16_graph1,16,1.0,ground,glauber,1.2,20,45.127071
n16_graph1,16,1.0,ground,glauber,1.2,33,46.092870
n16_graph1,16,1.0,ground,glauber,1.2,54,46.661643
n16_graph1,16,1.0,ground,glauber,1.2,90,46.986450
n16_graph1,16,1.0,ground,glauber,1.2,148,47.799136
n16_graph1,16,1.0,ground,glauber,1.2,245,47.694223
n16_graph1,16,1.0,ground,glauber,1.2,404,47.128327
n16_graph1,16,1.0,ground,glauber,1.2,667,47.585625
n16_graph1,16,1.0,ground,glauber,1.2,1101,47.567577
n16_graph1,16,1.0,ground,glauber,1.2,1816,47.647638
n16_graph1,16,1.0,ground,glauber,1.2,2995,47.720546
n16_graph1,16,1.0,ground,glauber,1.2,4939,47.665264
n16_graph1,16,1.0,ground,glauber,1.2,8146,47.996493
n16_graph1,16,1.0,ground,glauber,1.2,13435,47.869657
n16_graph1,16,1.0,ground,glauber,1.2,22158,47.956552
n16_graph1,16,1.0,ground,glauber,1.2,36543,47.985606
n16_graph1,16,1.0,ground,glauber,1.2,60268,48.011312
n16_graph1,16,1.0,ground,glauber,1.2,99395,48.003298
n16_graph1,16,1.0,ground,glauber,1.2,163925,48.013631
n16_graph1,16,1.0,ground,glauber,1.2,270347,48.010567
n16_graph1,16,1.0,ground,glauber,1.2,445860,48.001846
n16_graph1,16,1.0,ground,glauber,1.2,735319,48.002314
n16_graph1,16,1.0,ground,glauber,1.2,1212699,48.012517
n16_graph1,16,1.0,ground,glauber,1.2,2000000,48.003234
n16_graph1,16,1.0,ground,glauber,1.3,1,46.690355
n16_graph1,16,1.0,ground,glauber,1.3,2,46.510223
n16_graph1,16,1.0,ground,glauber,1.3,4,47.112319
n16_graph1,16,1.0,ground,glauber,1.3,7,47.888149
n16_graph1,16,1.0,ground,glauber,1.3,12,48.209936
n16_graph1,16,1.0,ground,glauber,1.3,20,49.127071
n16_graph1,16,1.0,ground,glauber,1.3,33,50.092870
n16_graph1,16,1.0,ground,glauber,1.3,54,50.661643
n16_graph1,16,1.0,ground,glauber,1.3,90,50.986450
n16_graph1,16,1.0,ground,glauber,1.3,148,51.799136
n16_graph1,16,1.0,ground,glauber,1.3,245,51.694223
n16_graph1,16,1.0,ground,glauber,1.3,404,51.128327
n16_graph1,16,1.0,ground,glauber,1.3,667,51.585625
n16_graph1,16,1.0,ground,glauber,1.3,1101,51.567577
n16_graph1,16,1.0,ground,glauber,1.3,1816,51.647638
n16_graph1,16,1.0,ground,glauber,1.3,2995,51.720546
n16_graph1,16,1.0,ground,glauber,1.3,4939,51.665264
n16_graph1,16,1.0,ground,glauber,1.3,8146,51.996493
n16_graph1,16,1.0,ground,glauber,1.3,13435,51.868755
n16_graph1,16,1.0,ground,glauber,1.3,22158,51.956005
n16_graph1,16,1.0,ground,glauber,1.3,36543,51.985275
n16_graph1,16,1.0,ground,glauber,1.3,60268,52.011111
n16_graph1,16,1.0,ground,glauber,1.3,99395,52.002955
n16_graph1,16,1.0,ground,glauber,1.3,163925,52.013117
n16_graph1,16,1.0,ground,glauber,1.3,270347,52.009564
n16_graph1,16,1.0,ground,glauber,1.3,445860,52.000914
n16_graph1,16,1.0,ground,glauber,1.3,735319,52.001515
n16_graph1,16,1.0,ground,glauber,1.3,1212699,52.011810
n16_graph1,16,1.0,ground,glauber,1.3,2000000,52.002496
n16_graph1,16,1.0,ground,glauber,1.4,1,50.690355
n16_graph1,16,1.0,ground,glauber,1.4,2,50.510223
n16_graph1,16,1.0,ground,glauber,1.4,4,51.112319
n16_graph1,16,1.0,ground,glauber,1.4,7,51.888149
n16_graph1,16,1.0,ground,glauber,1.4,12,52.209936
n16_graph1,16,1.0,ground,glauber,1.4,20,53.127071
n16_graph1,16,1.0,ground,glauber,1.4,33,54.092870
n16_graph1,16,1.0,ground,glauber,1.4,54,54.661643
n16_graph1,16,1.0,ground,glauber,1.4,90,54.986450
n16_graph1,16,1.0,ground,glauber,1.4,148,55.799136
n16_graph1,16,1.0,ground,glauber,1.4,245,55.694223
n16_graph1,16,1.0,ground,glauber,1.4,404,55.128327
n16_graph1,16,1.0,ground,glauber,1.4,667,55.585625
n16_graph1,16,1.0,ground,glauber,1.4,1101,55.567577
n16_graph1,16,1.0,ground,glauber,1.4,1816,55.647638
n16_graph1,16,1.0,ground,glauber,1.4,2995,55.720546
n16_graph1,16,1.0,ground,glauber,1.4,4939,55.665264
n16_graph1,16,1.0,ground,glauber,1.4,8146,55.996493
n16_graph1,16,1.0,ground,glauber,1.4,13435,55.868755
n16_graph1,16,1.0,ground,glauber,1.4,22158,55.955856
n16_graph1,16,1.0,ground,glauber,1.4,36543,55.985184
n16_graph1,16,1.0,ground,glauber,1.4,60268,56.010489
n16_graph1,16,1.0,ground,glauber,1.4,99395,56.002284
n16_graph1,16,1.0,ground,glauber,1.4,163925,56.012697
n16_graph1,16,1.0,ground,glauber,1.4,270347,56.009114
n16_graph1,16,1.0,ground,glauber,1.4,445860,56.000571
n16_graph1,16,1.0,ground,glauber,1.4,735319,56.001045
n16_graph1,16,1.0,ground,glauber,1.4,1212699,56.011388
n16_graph1,16,1.0,ground,glauber,1.4,2000000,56.002123
n16_graph1,16,1.0,ground,glauber,1.5,1,54.690355
n16_graph1,16,1.0,ground,glauber,1.5,2,54.510223
n16_graph1,16,1.0,ground,glauber,1.5,4,55.112319
n16_graph1,16,1.0,ground,glauber,1.5,7,55.888149
n16_graph1,16,1.0,ground,glauber,1.5,12,56.209936
n16_graph1,16,1.0,ground,glauber,1.5,20,57.127071
