graph_id,n,h,h_eff,beta,method,m,log_Z,log_Z_exact,rel_err,error_bound,runtime_s
n30_graph0,30,0.0,0.03333333333333333,0.3,insects,6,23.289495,nan,nan,1.881602e+02,0.4023
n30_graph0,30,0.0,0.03333333333333333,0.5,insects,2,25.076561,nan,nan,2.760005e+02,0.0051
n30_graph0,30,0.0,0.03333333333333333,0.5,insects,4,25.799533,nan,nan,1.549203e+02,0.0227
n30_graph0,30,0.0,0.03333333333333333,0.5,insects,6,26.145227,nan,nan,1.035207e+02,0.4239
n30_graph0,30,0.0,0.03333333333333333,0.8,insects,2,37.097622,nan,nan,1.640756e+02,0.0053
n30_graph0,30,0.0,0.03333333333333333,0.8,insects,4,37.159865,nan,nan,8.848515e+01,0.0231
n30_graph0,30,0.0,0.03333333333333333,0.8,insects,6,37.177321,nan,nan,5.680906e+01,0.4214
n30_graph0,30,0.0,0.03333333333333333,1.0,insects,2,46.082456,nan,nan,1.269487e+02,0.0051
n30_graph0,30,0.0,0.03333333333333333,1.0,insects,4,46.094827,nan,nan,6.666129e+01,0.0229
n30_graph0,30,0.0,0.03333333333333333,1.0,insects,6,46.096813,nan,nan,4.167156e+01,0.4083
n30_graph0,30,0.0,0.03333333333333333,1.3,insects,2,59.812415,nan,nan,9.287843e+01,0.0051
n30_graph0,30,0.0,0.03333333333333333,1.3,insects,4,59.813755,nan,nan,4.685850e+01,0.0227
n30_graph0,30,0.0,0.03333333333333333,1.3,insects,6,59.813839,nan,nan,2.814379e+01,0.4129
n30_graph0,30,0.0,0.03333333333333333,1.8,insects,2,82.800562,nan,nan,6.169783e+01,0.0051
n30_graph0,30,0.0,0.03333333333333333,1.8,insects,4,82.800610,nan,nan,2.911994e+01,0.0225
n30_graph0,30,0.0,0.03333333333333333,1.8,insects,6,82.800610,nan,nan,1.636182e+01,0.4009
n30_graph0,30,0.0,0.03333333333333333,2.5,insects,2,115.000008,nan,nan,3.950869e+01,0.0051
n30_graph0,30,0.0,0.03333333333333333,2.5,insects,4,115.000008,nan,nan,1.698553e+01,0.0225
n30_graph0,30,0.0,0.03333333333333333,2.5,insects,6,115.000008,nan,nan,8.693331e+00,0.4072
n30_graph0,30,0.0,0.03333333333333333,5.0,insects,2,230.000000,nan,nan,1.297778e+01,0.0052
n30_graph0,30,0.0,0.03333333333333333,5.0,insects,4,230.000000,nan,nan,3.997809e+00,0.0242
n30_graph0,30,0.0,0.03333333333333333,5.0,insects,6,230.000000,nan,nan,1.466102e+00,0.4330
n30_graph0,30,0.1,0.1,0.1,insects,2,23.002254,nan,nan,4.756068e+02,0.0052
n30_graph0,30,0.1,0.1,0.1,insects,4,20.263548,nan,nan,2.741748e+02,0.0244
n30_graph0,30,0.1,0.1,0.1,insects,6,21.398902,nan,nan,1.881602e+02,0.4240
n30_graph0,30,0.1,0.1,0.2,insects,2,21.643762,nan,nan,2.261943e+02,0.0051
n30_graph0,30,0.1,0.1,0.2,insects,4,22.354062,nan,nan,1.252822e+02,0.0236
n30_graph0,30,0.1,0.1,0.2,insects,6,21.526582,nan,nan,8.260716e+01,0.4055
n30_graph0,30,0.1,0.1,0.3,insects,2,21.236823,nan,nan,1.434298e+02,0.0051
n30_graph0,30,0.1,0.1,0.3,insects,4,23.021596,nan,nan,7.632650e+01,0.0226
n30_graph0,30,0.1,0.1,0.3,insects,6,23.220414,nan,nan,4.835395e+01,0.4127
n30_graph0,30,0.1,0.1,0.5,insects,2,25.904511,nan,nan,7.784764e+01,0.0055
n30_graph0,30,0.1,0.1,0.5,insects,4,26.481199,nan,nan,3.824175e+01,0.0230
n30_graph0,30,0.1,0.1,0.5,insects,6,26.722064,nan,nan,2.236407e+01,0.4041
n30_graph0,30,0.1,0.1,0.8,insects,2,38.661731,nan,nan,4.185035e+01,0.0054
n30_graph0,30,0.1,0.1,0.8,insects,4,38.705385,nan,nan,1.823375e+01,0.0230
n30_graph0,30,0.1,0.1,0.8,insects,6,38.715229,nan,nan,9.457445e+00,0.4103
n30_graph0,30,0.1,0.1,1.0,insects,2,48.070755,nan,nan,3.027605e+01,0.0054
n30_graph0,30,0.1,0.1,1.0,insects,4,48.078759,nan,nan,1.217679e+01,0.0242
n30_graph0,30,0.1,0.1,1.0,insects,6,48.079734,nan,nan,5.830245e+00,0.4236
n30_graph0,30,0.1,0.1,1.3,insects,2,62.410286,nan,nan,2.002224e+01,0.0051
n30_graph0,30,0.1,0.1,1.3,insects,4,62.411059,nan,nan,7.142180e+00,0.0245
n30_graph0,30,0.1,0.1,1.3,insects,6,62.411092,nan,nan,3.032980e+00,0.4231
n30_graph0,30,0.1,0.1,1.8,insects,2,86.400439,nan,nan,1.123285e+01,0.0055
n30_graph0,30,0.1,0.1,1.8,insects,4,86.400462,nan,nan,3.280568e+00,0.0236
n30_graph0,30,0.1,0.1,1.8,insects,6,86.400462,nan,nan,1.140588e+00,0.4232
n30_graph0,30,0.1,0.1,2.5,insects,2,120.000006,nan,nan,5.670840e+00,0.0054
n30_graph0,30,0.1,0.1,2.5,insects,4,120.000006,nan,nan,1.251711e+00,0.0229
n30_graph0,30,0.1,0.1,2.5,insects,6,120.000006,nan,nan,3.289134e-01,0.4222
n30_graph0,30,0.1,0.1,5.0,insects,2,240.000000,nan,nan,7.876198e-01,0.0055
n30_graph0,30,0.1,0.1,5.0,insects,4,240.000000,nan,nan,6.395565e-02,0.0242
n30_graph0,30,0.1,0.1,5.0,insects,6,240.000000,nan,nan,6.182469e-03,0.4154
n30_graph0,30,0.2,0.2,0.1,insects,2,22.901766,nan,nan,2.261943e+02,0.0051
n30_graph0,30,0.2,0.2,0.1,insects,4,20.338388,nan,nan,1.252822e+02,0.0225
n30_graph0,30,0.2,0.2,0.1,insects,6,21.357834,nan,nan,8.260716e+01,0.4008
n30_graph0,30,0.2,0.2,0.2,insects,2,21.644853,nan,nan,1.023141e+02,0.0053
n30_graph0,30,0.2,0.2,0.2,insects,4,22.284178,nan,nan,5.231177e+01,0.0273
n30_graph0,30,0.2,0.2,0.2,insects,6,21.616369,nan,nan,3.184082e+01,0.4254
n30_graph0,30,0.2,0.2,0.3,insects,2,21.619850,nan,nan,6.169783e+01,0.0051
n30_graph0,30,0.2,0.2,0.3,insects,4,23.083097,nan,nan,2.911994e+01,0.0227
n30_graph0,30,0.2,0.2,0.3,insects,6,23.230013,nan,nan,1.636182e+01,0.4157
n30_graph0,30,0.2,0.2,0.5,insects,2,27.175653,nan,nan,3.027605e+01,0.0051
n30_graph0,30,0.2,0.2,0.5,insects,4,27.587298,nan,nan,1.217679e+01,0.0236
n30_graph0,30,0.2,0.2,0.5,insects,6,27.727667,nan,nan,5.830245e+00,0.4216
n30_graph0,30,0.2,0.2,0.8,insects,2,41.016564,nan,nan,1.398180e+01,0.0051
n30_graph0,30,0.2,0.2,0.8,insects,4,41.042322,nan,nan,4.423498e+00,0.0241
n30_graph0,30,0.2,0.2,0.8,insects,6,41.046511,nan,nan,1.666055e+00,0.4108
n30_graph0,30,0.2,0.2,1.0,insects,2,51.056464,nan,nan,9.135958e+00,0.0052
n30_graph0,30,0.2,0.2,1.0,insects,4,51.060656,nan,nan,2.463030e+00,0.0227
n30_graph0,30,0.2,0.2,1.0,insects,6,51.060993,nan,nan,7.905077e-01,0.4151
n30_graph0,30,0.2,0.2,1.3,insects,2,66.307788,nan,nan,5.182410e+00,0.0051
n30_graph0,30,0.2,0.2,1.3,insects,4,66.308129,nan,nan,1.099048e+00,0.0229
n30_graph0,30,0.2,0.2,1.3,insects,6,66.308138,nan,nan,2.774741e-01,0.4221
n30_graph0,30,0.2,0.2,1.8,insects,2,91.800304,nan,nan,2.246968e+00,0.0053
n30_graph0,30,0.2,0.2,1.8,insects,4,91.800311,nan,nan,3.194214e-01,0.0241
n30_graph0,30,0.2,0.2,1.8,insects,6,91.800311,nan,nan,5.405700e-02,0.4083
n30_graph0,30,0.2,0.2,2.5,insects,2,127.500003,nan,nan,7.876198e-01,0.0051
n30_graph0,30,0.2,0.2,2.5,insects,4,127.500003,nan,nan,6.395565e-02,0.0228
n30_graph0,30,0.2,0.2,2.5,insects,6,127.500003,nan,nan,6.182469e-03,0.4138
n30_graph0,30,0.2,0.2,5.0,insects,2,255.000000,nan,nan,2.866721e-02,0.0055
n30_graph0,30,0.2,0.2,5.0,insects,4,255.000000,nan,nan,3.150349e-04,0.0236
n30_graph0,30,0.2,0.2,5.0,insects,6,255.000000,nan,nan,4.121476e-06,0.4260
n30_graph0,30,0.5,0.5,0.1,insects,2,22.656316,nan,nan,7.784764e+01,0.0052
n30_graph0,30,0.5,0.5,0.1,insects,4,20.553338,nan,nan,3.824175e+01,0.0227
n30_graph0,30,0.5,0.5,0.1,insects,6,21.291768,nan,nan,2.236407e+01,0.4041
n30_graph0,30,0.5,0.5,0.2,insects,2,21.839393,nan,nan,3.027605e+01,0.0051
n30_graph0,30,0.5,0.5,0.2,insects,4,22.303501,nan,nan,1.217679e+01,0.0226
n30_graph0,30,0.5,0.5,0.2,insects,6,21.951708,nan,nan,5.830245e+00,0.4046
n30_graph0,30,0.5,0.5,0.3,insects,2,23.014376,nan,nan,1.568666e+01,0.0051
n30_graph0,30,0.5,0.5,0.3,insects,4,23.824358,nan,nan,5.165413e+00,0.0231
n30_graph0,30,0.5,0.5,0.3,insects,6,23.883686,nan,nan,2.024885e+00,0.4029
n30_graph0,30,0.5,0.5,0.5,insects,2,31.154416,nan,nan,5.670840e+00,0.0051
n30_graph0,30,0.5,0.5,0.5,insects,4,31.306173,nan,nan,1.251711e+00,0.0226
n30_graph0,30,0.5,0.5,0.5,insects,6,31.334346,nan,nan,3.289134e-01,0.4055
n30_graph0,30,0.5,0.5,0.8,insects,2,48.125211,nan,nan,1.647407e+00,0.0051
n30_graph0,30,0.5,0.5,0.8,insects,4,48.130661,nan,nan,1.995635e-01,0.0245
n30_graph0,30,0.5,0.5,0.8,insects,6,48.130995,nan,nan,2.877941e-02,0.4244
n30_graph0,30,0.5,0.5,1.0,insects,2,60.029350,nan,nan,7.876198e-01,0.0053
n30_graph0,30,0.5,0.5,1.0,insects,4,60.029975,nan,nan,6.395565e-02,0.0230
n30_graph0,30,0.5,0.5,1.0,insects,6,60.029989,nan,nan,6.182469e-03,0.4186
n30_graph0,30,0.5,0.5,1.3,insects,2,78.003451,nan,nan,2.782515e-01,0.0051
n30_graph0,30,0.5,0.5,1.3,insects,4,78.003481,nan,nan,1.240004e-02,0.0228
n30_graph0,30,0.5,0.5,1.3,insects,6,78.003482,nan,nan,6.578538e-04,0.4197
n30_graph0,30,0.5,0.5,1.8,insects,2,108.000102,nan,nan,5.411016e-02,0.0051
n30_graph0,30,0.5,0.5,1.8,insects,4,108.000102,nan,nan,8.870946e-04,0.0230
n30_graph0,30,0.5,0.5,1.8,insects,6,108.000102,nan,nan,1.731338e-05,0.4232
n30_graph0,30,0.5,0.5,2.5,insects,2,150.000001,nan,nan,6.025442e-03,0.0052
n30_graph0,30,0.5,0.5,2.5,insects,4,150.000001,nan,nan,2.435947e-05,0.0229
n30_graph0,30,0.5,0.5,2.5,insects,6,150.000001,nan,nan,1.172377e-07,0.4166
n30_graph0,30,0.5,0.5,5.0,insects,2,300.000000,nan,nan,3.079775e-06,0.0053
n30_graph0,30,0.5,0.5,5.0,insects,4,300.000000,nan,nan,8.389293e-11,0.0238
n30_graph0,30,0.5,0.5,5.0,insects,6,300.000000,nan,nan,2.720524e-15,0.4085
n30_graph0,30,1.0,1.0,0.1,insects,2,22.419817,nan,nan,3.027605e+01,0.0051
n30_graph0,30,1.0,1.0,0.1,insects,4,20.905370,nan,nan,1.217679e+01,0.0227
n30_graph0,30,1.0,1.0,0.1,insects,6,21.337574,nan,nan,5.830245e+00,0.4080
n30_graph0,30,1.0,1.0,0.2,insects,2,22.693471,nan,nan,9.135958e+00,0.0051
n30_graph0,30,1.0,1.0,0.2,insects,4,22.962275,nan,nan,2.463030e+00,0.0234
n30_graph0,30,1.0,1.0,0.2,insects,6,22.840552,nan,nan,7.905077e-01,0.4264
n30_graph0,30,1.0,1.0,0.3,insects,2,25.957321,nan,nan,3.663634e+00,0.0051
n30_graph0,30,1.0,1.0,0.3,insects,4,26.263807,nan,nan,6.620792e-01,0.0241
n30_graph0,30,1.0,1.0,0.3,insects,6,26.276927,nan,nan,1.424389e-01,0.4073
n30_graph0,30,1.0,1.0,0.5,insects,2,38.140885,nan,nan,7.876198e-01,0.0055
n30_graph0,30,1.0,1.0,0.5,insects,4,38.170830,nan,nan,6.395565e-02,0.0247
n30_graph0,30,1.0,1.0,0.5,insects,6,38.172852,nan,nan,6.182469e-03,0.4196
n30_graph0,30,1.0,1.0,0.8,insects,2,60.052729,nan,nan,1.031163e-01,0.0055
n30_graph0,30,1.0,1.0,0.8,insects,4,60.053170,nan,nan,2.521948e-03,0.0237
n30_graph0,30,1.0,1.0,0.8,insects,6,60.053176,nan,nan,7.342870e-05,0.4178
n30_graph0,30,1.0,1.0,1.0,insects,2,75.010334,nan,nan,2.866721e-02,0.0058
n30_graph0,30,1.0,1.0,1.0,insects,4,75.010362,nan,nan,3.150349e-04,0.0238
n30_graph0,30,1.0,1.0,1.0,insects,6,75.010362,nan,nan,4.121476e-06,0.4199
n30_graph0,30,1.0,1.0,1.3,insects,2,97.500920,nan,nan,4.426091e-03,0.0092
n30_graph0,30,1.0,1.0,1.3,insects,4,97.500921,nan,nan,1.465009e-05,0.0275
n30_graph0,30,1.0,1.0,1.3,insects,6,97.500921,nan,nan,5.772727e-08,0.4137
n30_graph0,30,1.0,1.0,1.8,insects,2,135.000017,nan,nan,2.097255e-04,0.0052
n30_graph0,30,1.0,1.0,1.8,insects,4,135.000017,nan,nan,9.394686e-08,0.0233
n30_graph0,30,1.0,1.0,1.8,insects,6,135.000017,nan,nan,5.009956e-11,0.4137
n30_graph0,30,1.0,1.0,2.5,insects,2,187.500000,nan,nan,3.079775e-06,0.0054
n30_graph0,30,1.0,1.0,2.5,insects,4,187.500000,nan,nan,8.389293e-11,0.0233
n30_graph0,30,1.0,1.0,2.5,insects,6,187.500000,nan,nan,2.720524e-15,0.4189
n30_graph0,30,1.0,1.0,5.0,insects,2,375.000000,nan,nan,9.358048e-13,0.0054
n30_graph0,30,1.0,1.0,5.0,insects,4,375.000000,nan,nan,1.157302e-21,0.0236
n30_graph0,30,1.0,1.0,5.0,insects,6,375.000000,nan,nan,1.703842e-30,0.4177
n16_graph2,16,0.0,0.0625,0.1,naive,2,12.289300,11.212458,9.603983e-02,4.135368e+02,0.0035
n16_graph2,16,0.0,0.0625,0.1,naive,4,10.793175,11.212458,3.739441e-02,2.419959e+02,0.0051
n16_graph2,16,0.0,0.0625,0.1,naive,6,11.466555,11.212458,2.266208e-02,1.685865e+02,0.0152
n16_graph2,16,0.0,0.0625,0.1,naive,8,11.092436,11.212458,1.070431e-02,1.278854e+02,0.0400
n16_graph2,16,0.0,0.0625,0.1,naive,10,11.292058,11.212458,7.099228e-03,1.020501e+02,0.0639
n16_graph2,16,0.0,0.0625,0.2,naive,2,11.547926,11.588180,3.473676e-03,2.004029e+02,0.0002
n16_graph2,16,0.0,0.0625,0.2,naive,4,12.000913,11.588180,3.561678e-02,1.143775e+02,0.0017
n16_graph2,16,0.0,0.0625,0.2,naive,6,11.452236,11.588180,1.173122e-02,7.771373e+01,0.0108
n16_graph2,16,0.0,0.0625,0.2,naive,8,11.541062,11.588180,4.066014e-03,5.749613e+01,0.0348
n16_graph2,16,0.0,0.0625,0.2,naive,10,11.646139,11.588180,5.001546e-03,4.474800e+01,0.0576
n16_graph2,16,0.0,0.0625,0.3,naive,2,11.256170,12.235373,8.003047e-02,1.294872e+02,0.0003
n16_graph2,16,0.0,0.0625,0.3,naive,4,12.384309,12.235373,1.217256e-02,7.207855e+01,0.0018
n16_graph2,16,0.0,0.0625,0.3,naive,6,12.450349,12.235373,1.757008e-02,4.776458e+01,0.0141
n16_graph2,16,0.0,0.0625,0.3,naive,8,12.336906,12.235373,8.298363e-03,3.446588e+01,0.0396
n16_graph2,16,0.0,0.0625,0.3,naive,10,12.210476,12.235373,2.034837e-03,2.616177e+01,0.0620
n16_graph2,16,0.0,0.0625,0.5,naive,2,13.566254,14.461723,6.191994e-02,7.297759e+01,0.0002
n16_graph2,16,0.0,0.0625,0.5,naive,4,13.999086,14.461723,3.199049e-02,3.864150e+01,0.0018
n16_graph2,16,0.0,0.0625,0.5,naive,6,14.193883,14.461723,1.852066e-02,2.435786e+01,0.0141
n16_graph2,16,0.0,0.0625,0.5,naive,8,14.314357,14.461723,1.019007e-02,1.671890e+01,0.0379
n16_graph2,16,0.0,0.0625,0.5,naive,10,14.446302,14.461723,1.066379e-03,1.207177e+01,0.0589
n16_graph2,16,0.0,0.0625,0.8,naive,2,20.150020,20.178466,1.409727e-03,4.151874e+01,0.0002
n16_graph2,16,0.0,0.0625,0.8,naive,4,20.205636,20.178466,1.346516e-03,2.039560e+01,0.0018
n16_graph2,16,0.0,0.0625,0.8,naive,6,20.224154,20.178466,2.264218e-03,1.192750e+01,0.0140
n16_graph2,16,0.0,0.0625,0.8,naive,8,20.230744,20.178466,2.590772e-03,7.595323e+00,0.0375
n16_graph2,16,0.0,0.0625,0.8,naive,10,20.239342,20.178466,3.016912e-03,5.087883e+00,0.0583
n16_graph2,16,0.0,0.0625,1.0,naive,2,25.041117,24.776009,1.070017e-02,3.119529e+01,0.0002
n16_graph2,16,0.0,0.0625,1.0,naive,4,25.057925,24.776009,1.137857e-02,1.457695e+01,0.0018
n16_graph2,16,0.0,0.0625,1.0,naive,6,25.061833,24.776009,1.153631e-02,8.108956e+00,0.0150
n16_graph2,16,0.0,0.0625,1.0,naive,8,25.062568,24.776009,1.156599e-02,4.911870e+00,0.0423
n16_graph2,16,0.0,0.0625,1.0,naive,10,25.063601,24.776009,1.160767e-02,3.129847e+00,0.0643
n16_graph2,16,0.0,0.0625,1.3,naive,2,32.506096,31.908075,1.874201e-02,2.183914e+01,0.0002
n16_graph2,16,0.0,0.0625,1.3,naive,4,32.509607,31.908075,1.885202e-02,9.467625e+00,0.0018
n16_graph2,16,0.0,0.0625,1.3,naive,6,32.510049,31.908075,1.886589e-02,4.886156e+00,0.0150
n16_graph2,16,0.0,0.0625,1.3,naive,8,32.510080,31.908075,1.886685e-02,2.745852e+00,0.0417
n16_graph2,16,0.0,0.0625,1.3,naive,10,32.510129,31.908075,1.886839e-02,1.623234e+00,0.0640
n16_graph2,16,0.0,0.0625,1.8,naive,2,45.000269,43.894322,2.519568e-02,1.347752e+01,0.0002
n16_graph2,16,0.0,0.0625,1.8,naive,4,45.000595,43.894322,2.520309e-02,5.156186e+00,0.0017
n16_graph2,16,0.0,0.0625,1.8,naive,6,45.000609,43.894322,2.520341e-02,2.348378e+00,0.0145
n16_graph2,16,0.0,0.0625,1.8,naive,8,45.000609,43.894322,2.520342e-02,1.164638e+00,0.0404
n16_graph2,16,0.0,0.0625,1.8,naive,10,45.000609,43.894322,2.520343e-02,6.075868e-01,0.0628
n16_graph2,16,0.0,0.0625,2.5,naive,2,62.500004,60.693199,2.976948e-02,7.781986e+00,0.0002
n16_graph2,16,0.0,0.0625,2.5,naive,4,62.500017,60.693199,2.976970e-02,2.499238e+00,0.0018
n16_graph2,16,0.0,0.0625,2.5,naive,6,62.500017,60.693199,2.976970e-02,9.555327e-01,0.0148
n16_graph2,16,0.0,0.0625,2.5,naive,8,62.500017,60.693199,2.976970e-02,3.978021e-01,0.0408
n16_graph2,16,0.0,0.0625,2.5,naive,10,62.500017,60.693199,2.976970e-02,1.742139e-01,0.0624
n16_graph2,16,0.0,0.0625,5.0,naive,2,125.000000,120.693147,3.568432e-02,1.759899e+00,0.0002
n16_graph2,16,0.0,0.0625,5.0,naive,4,125.000000,120.693147,3.568432e-02,3.025318e-01,0.0017
n16_graph2,16,0.0,0.0625,5.0,naive,6,125.000000,120.693147,3.568432e-02,6.191200e-02,0.0166
n16_graph2,16,0.0,0.0625,5.0,naive,8,125.000000,120.693147,3.568432e-02,1.379629e-02,0.0413
n16_graph2,16,0.0,0.0625,5.0,naive,10,125.000000,120.693147,3.568432e-02,3.234030e-03,0.0632
n16_graph2,16,0.1,0.1,0.1,naive,2,12.267869,11.213555,9.402130e-02,2.536570e+02,0.0002
n16_graph2,16,0.1,0.1,0.1,naive,4,10.808486,11.213555,3.612320e-02,1.462266e+02,0.0017
n16_graph2,16,0.1,0.1,0.1,naive,6,11.454801,11.213555,2.151372e-02,1.003521e+02,0.0146
n16_graph2,16,0.1,0.1,0.1,naive,8,11.100749,11.213555,1.005981e-02,7.499118e+01,0.0391
n16_graph2,16,0.1,0.1,0.1,naive,10,11.286569,11.213555,6.511192e-03,5.895060e+01,0.0608
n16_graph2,16,0.1,0.1,0.2,naive,2,11.543340,11.594436,4.407005e-03,1.206369e+02,0.0002
n16_graph2,16,0.1,0.1,0.2,naive,4,11.977986,11.594436,3.308052e-02,6.681716e+01,0.0018
n16_graph2,16,0.1,0.1,0.2,naive,6,11.471140,11.594436,1.063408e-02,4.405715e+01,0.0155
n16_graph2,16,0.1,0.1,0.2,naive,8,11.549863,11.594436,3.844400e-03,3.163213e+01,0.0386
n16_graph2,16,0.1,0.1,0.2,naive,10,11.641220,11.594436,4.035028e-03,2.389102e+01,0.0615
n16_graph2,16,0.1,0.1,0.3,naive,2,11.326306,12.256337,7.588164e-02,7.649590e+01,0.0002
n16_graph2,16,0.1,0.1,0.3,naive,4,12.372230,12.256337,9.455836e-03,4.070747e+01,0.0021
n16_graph2,16,0.1,0.1,0.3,naive,6,12.431456,12.256337,1.428807e-02,2.578877e+01,0.0157
n16_graph2,16,0.1,0.1,0.3,naive,8,12.335579,12.256337,6.465396e-03,1.778979e+01,0.0398
n16_graph2,16,0.1,0.1,0.3,naive,10,12.233562,12.256337,1.858172e-03,1.290938e+01,0.0623
n16_graph2,16,0.1,0.1,0.5,naive,2,13.815739,14.596639,5.349859e-02,4.151874e+01,0.0002
n16_graph2,16,0.1,0.1,0.5,naive,4,14.195615,14.596639,2.747371e-02,2.039560e+01,0.0017
n16_graph2,16,0.1,0.1,0.5,naive,6,14.354621,14.596639,1.658038e-02,1.192750e+01,0.0149
n16_graph2,16,0.1,0.1,0.5,naive,8,14.445608,14.596639,1.034696e-02,7.595323e+00,0.0392
n16_graph2,16,0.1,0.1,0.5,naive,10,14.537933,14.596639,4.021888e-03,5.087883e+00,0.0614
n16_graph2,16,0.1,0.1,0.8,naive,2,20.619590,20.772736,7.372470e-03,2.232019e+01,0.0002
n16_graph2,16,0.1,0.1,0.8,naive,4,20.664374,20.772736,5.216542e-03,9.724669e+00,0.0017
n16_graph2,16,0.1,0.1,0.8,naive,6,20.677823,20.772736,4.569142e-03,5.043971e+00,0.0139
n16_graph2,16,0.1,0.1,0.8,naive,8,20.682033,20.772736,4.366479e-03,2.848747e+00,0.0372
n16_graph2,16,0.1,0.1,0.8,naive,10,20.686865,20.772736,4.133834e-03,1.692503e+00,0.0582
n16_graph2,16,0.1,0.1,1.0,naive,2,25.637736,25.696941,2.303958e-03,1.614723e+01,0.0002
n16_graph2,16,0.1,0.1,1.0,naive,4,25.650455,25.696941,1.808979e-03,6.494285e+00,0.0017
n16_graph2,16,0.1,0.1,1.0,naive,6,25.653091,25.696941,1.706411e-03,3.109464e+00,0.0142
n16_graph2,16,0.1,0.1,1.0,naive,8,25.653511,25.696941,1.690060e-03,1.621150e+00,0.0380
n16_graph2,16,0.1,0.1,1.0,naive,10,25.654011,25.696941,1.670601e-03,8.891096e-01,0.0591
n16_graph2,16,0.1,0.1,1.3,naive,2,33.285486,33.304036,5.569997e-04,1.067853e+01,0.0002
n16_graph2,16,0.1,0.1,1.3,naive,4,33.287901,33.304036,4.844708e-04,3.809163e+00,0.0017
n16_graph2,16,0.1,0.1,1.3,naive,6,33.288169,33.304036,4.764306e-04,1.617590e+00,0.0146
n16_graph2,16,0.1,0.1,1.3,naive,8,33.288184,33.304036,4.759911e-04,7.479813e-01,0.0380
n16_graph2,16,0.1,0.1,1.3,naive,10,33.288203,33.304036,4.754210e-04,3.638375e-01,0.0589
n16_graph2,16,0.1,0.1,1.8,naive,2,46.080234,46.083590,7.282993e-05,5.990851e+00,0.0002
n16_graph2,16,0.1,0.1,1.8,naive,4,46.080426,46.083590,6.867456e-05,1.749636e+00,0.0017
n16_graph2,16,0.1,0.1,1.8,naive,6,46.080433,46.083590,6.851938e-05,6.083138e-01,0.0164
n16_graph2,16,0.1,0.1,1.8,naive,8,46.080433,46.083590,6.851780e-05,2.302985e-01,0.0428
n16_graph2,16,0.1,0.1,1.8,naive,10,46.080433,46.083590,6.851554e-05,9.171682e-02,0.0647
n16_graph2,16,0.1,0.1,2.5,naive,2,64.000003,64.000345,5.341454e-06,3.024448e+00,0.0002
n16_graph2,16,0.1,0.1,2.5,naive,4,64.000009,64.000345,5.243299e-06,6.675793e-01,0.0017
n16_graph2,16,0.1,0.1,2.5,naive,6,64.000009,64.000345,5.242504e-06,1.754205e-01,0.0149
n16_graph2,16,0.1,0.1,2.5,naive,8,64.000009,64.000345,5.242503e-06,5.019280e-02,0.0392
n16_graph2,16,0.1,0.1,2.5,naive,10,64.000009,64.000345,5.242502e-06,1.510764e-02,0.0614
n16_graph2,16,0.1,0.1,5.0,naive,2,128.000000,128.000000,8.794763e-10,4.200639e-01,0.0004
n16_graph2,16,0.1,0.1,5.0,naive,4,128.000000,128.000000,8.791812e-10,3.410968e-02,0.0030
n16_graph2,16,0.1,0.1,5.0,naive,6,128.000000,128.000000,8.791812e-10,3.297317e-03,0.0177
n16_graph2,16,0.1,0.1,5.0,naive,8,128.000000,128.000000,8.791812e-10,3.470781e-04,0.0438
n16_graph2,16,0.1,0.1,5.0,naive,10,128.000000,128.000000,8.791812e-10,3.843157e-05,0.0660
n16_graph2,16,0.2,0.2,0.1,naive,2,12.214275,11.216848,8.892225e-02,1.206369e+02,0.0002
n16_graph2,16,0.2,0.2,0.1,naive,4,10.848442,11.216848,3.284399e-02,6.681716e+01,0.0017
n16_graph2,16,0.2,0.2,0.1,naive,6,11.427821,11.216848,1.880856e-02,4.405715e+01,0.0140
n16_graph2,16,0.2,0.2,0.1,naive,8,11.122157,11.216848,8.441861e-03,3.163213e+01,0.0374
n16_graph2,16,0.2,0.2,0.1,naive,10,11.275671,11.216848,5.244178e-03,2.389102e+01,0.0595
n16_graph2,16,0.2,0.2,0.2,naive,2,11.543922,11.613178,5.963558e-03,5.456750e+01,0.0002
n16_graph2,16,0.2,0.2,0.2,naive,4,11.933082,11.613178,2.754670e-02,2.789961e+01,0.0017
n16_graph2,16,0.2,0.2,0.2,naive,6,11.522754,11.613178,7.786295e-03,1.698177e+01,0.0147
n16_graph2,16,0.2,0.2,0.2,naive,8,11.579801,11.613178,2.874012e-03,1.125515e+01,0.0385
n16_graph2,16,0.2,0.2,0.2,naive,10,11.642726,11.613178,2.544345e-03,7.847189e+00,0.0598
n16_graph2,16,0.2,0.2,0.3,naive,2,11.530587,12.318706,6.397743e-02,3.290551e+01,0.0002
n16_graph2,16,0.2,0.2,0.3,naive,4,12.385881,12.318706,5.453102e-03,1.553063e+01,0.0017
n16_graph2,16,0.2,0.2,0.3,naive,6,12.430158,12.318706,9.047362e-03,8.726306e+00,0.0141
n16_graph2,16,0.2,0.2,0.3,naive,8,12.368901,12.318706,4.074712e-03,5.338943e+00,0.0375
n16_graph2,16,0.2,0.2,0.3,naive,10,12.311297,12.318706,6.014326e-04,3.436169e+00,0.0590
n16_graph2,16,0.2,0.2,0.5,naive,2,14.493682,14.961204,3.124897e-02,1.614723e+01,0.0002
n16_graph2,16,0.2,0.2,0.5,naive,4,14.762368,14.961204,1.329008e-02,6.494285e+00,0.0017
