graph_id,n,h,h_eff,beta,method,m,log_Z,log_Z_exact,rel_err,error_bound,runtime_s
n50_graph0,50,0.0,0.02,0.8,insects,4,61.378827,nan,nan,2.705784e+02,0.0380
n50_graph0,50,0.0,0.02,0.8,insects,6,61.397655,nan,nan,1.812885e+02,0.6414
n50_graph0,50,0.0,0.02,1.0,insects,2,76.141736,nan,nan,3.769905e+02,0.0086
n50_graph0,50,0.0,0.02,1.0,insects,4,76.152501,nan,nan,2.088036e+02,0.0334
n50_graph0,50,0.0,0.02,1.0,insects,6,76.154188,nan,nan,1.376786e+02,0.7729
n50_graph0,50,0.0,0.02,1.3,insects,2,98.821491,nan,nan,2.814091e+02,0.0098
n50_graph0,50,0.0,0.02,1.3,insects,4,98.822287,nan,nan,1.521678e+02,0.0428
n50_graph0,50,0.0,0.02,1.3,insects,6,98.822340,nan,nan,9.795535e+01,0.7436
n50_graph0,50,0.0,0.02,1.8,insects,2,136.800985,nan,nan,1.933078e+02,0.0072
n50_graph0,50,0.0,0.02,1.8,insects,4,136.801006,nan,nan,1.004297e+02,0.0325
n50_graph0,50,0.0,0.02,1.8,insects,6,136.801006,nan,nan,6.211491e+01,0.6507
n50_graph0,50,0.0,0.02,2.5,insects,2,190.000014,nan,nan,1.297461e+02,0.0091
n50_graph0,50,0.0,0.02,2.5,insects,4,190.000014,nan,nan,6.373626e+01,0.0344
n50_graph0,50,0.0,0.02,2.5,insects,6,190.000014,nan,nan,3.727345e+01,0.7157
n50_graph0,50,0.0,0.02,5.0,insects,2,380.000000,nan,nan,5.046008e+01,0.0087
n50_graph0,50,0.0,0.02,5.0,insects,4,380.000000,nan,nan,2.029464e+01,0.0336
n50_graph0,50,0.0,0.02,5.0,insects,6,380.000000,nan,nan,9.717075e+00,0.7555
n50_graph0,50,0.1,0.1,0.1,insects,2,38.337089,nan,nan,7.926780e+02,0.0099
n50_graph0,50,0.1,0.1,0.1,insects,4,33.872274,nan,nan,4.569580e+02,0.0430
n50_graph0,50,0.1,0.1,0.1,insects,6,35.594087,nan,nan,3.136003e+02,0.6753
n50_graph0,50,0.1,0.1,0.2,insects,2,36.072937,nan,nan,3.769905e+02,0.0081
n50_graph0,50,0.1,0.1,0.2,insects,4,37.177213,nan,nan,2.088036e+02,0.0335
n50_graph0,50,0.1,0.1,0.2,insects,6,35.917663,nan,nan,1.376786e+02,0.7133
n50_graph0,50,0.1,0.1,0.3,insects,2,35.394705,nan,nan,2.390497e+02,0.0077
n50_graph0,50,0.1,0.1,0.3,insects,4,38.129999,nan,nan,1.272108e+02,0.0325
n50_graph0,50,0.1,0.1,0.3,insects,6,38.546665,nan,nan,8.058992e+01,0.6583
n50_graph0,50,0.1,0.1,0.5,insects,2,43.174185,nan,nan,1.297461e+02,0.0072
n50_graph0,50,0.1,0.1,0.5,insects,4,43.974234,nan,nan,6.373626e+01,0.0330
n50_graph0,50,0.1,0.1,0.5,insects,6,44.307515,nan,nan,3.727345e+01,0.6646
n50_graph0,50,0.1,0.1,0.8,insects,2,64.436219,nan,nan,6.975058e+01,0.0094
n50_graph0,50,0.1,0.1,0.8,insects,4,64.481863,nan,nan,3.038959e+01,0.0390
n50_graph0,50,0.1,0.1,0.8,insects,6,64.491361,nan,nan,1.576241e+01,0.6676
n50_graph0,50,0.1,0.1,1.0,insects,2,80.117925,nan,nan,5.046008e+01,0.0094
n50_graph0,50,0.1,0.1,1.0,insects,4,80.124314,nan,nan,2.029464e+01,0.0412
n50_graph0,50,0.1,0.1,1.0,insects,6,80.125039,nan,nan,9.717075e+00,0.6551
n50_graph0,50,0.1,0.1,1.3,insects,2,104.017143,nan,nan,3.337040e+01,0.0069
n50_graph0,50,0.1,0.1,1.3,insects,4,104.017553,nan,nan,1.190363e+01,0.0311
n50_graph0,50,0.1,0.1,1.3,insects,6,104.017571,nan,nan,5.054967e+00,0.6283
n50_graph0,50,0.1,0.1,1.8,insects,2,144.000732,nan,nan,1.872141e+01,0.0073
n50_graph0,50,0.1,0.1,1.8,insects,4,144.000740,nan,nan,5.467613e+00,0.0321
n50_graph0,50,0.1,0.1,1.8,insects,6,144.000740,nan,nan,1.900981e+00,0.6254
n50_graph0,50,0.1,0.1,2.5,insects,2,200.000009,nan,nan,9.451400e+00,0.0079
n50_graph0,50,0.1,0.1,2.5,insects,4,200.000009,nan,nan,2.086185e+00,0.0335
n50_graph0,50,0.1,0.1,2.5,insects,6,200.000009,nan,nan,5.481891e-01,0.6650
n50_graph0,50,0.1,0.1,5.0,insects,2,400.000000,nan,nan,1.312700e+00,0.0071
n50_graph0,50,0.1,0.1,5.0,insects,4,400.000000,nan,nan,1.065928e-01,0.0325
n50_graph0,50,0.1,0.1,5.0,insects,6,400.000000,nan,nan,1.030411e-02,0.7543
n50_graph0,50,0.2,0.2,0.1,insects,2,38.169610,nan,nan,3.769905e+02,0.0073
n50_graph0,50,0.2,0.2,0.1,insects,4,33.987960,nan,nan,2.088036e+02,0.0335
n50_graph0,50,0.2,0.2,0.1,insects,6,35.533611,nan,nan,1.376786e+02,0.6296
n50_graph0,50,0.2,0.2,0.2,insects,2,36.074756,nan,nan,1.705234e+02,0.0069
n50_graph0,50,0.2,0.2,0.2,insects,4,37.066299,nan,nan,8.718629e+01,0.0308
n50_graph0,50,0.2,0.2,0.2,insects,6,36.051039,nan,nan,5.306804e+01,0.6511
n50_graph0,50,0.2,0.2,0.3,insects,2,36.033083,nan,nan,1.028297e+02,0.0073
n50_graph0,50,0.2,0.2,0.3,insects,4,38.274399,nan,nan,4.853323e+01,0.0315
n50_graph0,50,0.2,0.2,0.3,insects,6,38.580334,nan,nan,2.726971e+01,0.6515
n50_graph0,50,0.2,0.2,0.5,insects,2,45.292755,nan,nan,5.046008e+01,0.0072
n50_graph0,50,0.2,0.2,0.5,insects,4,45.864120,nan,nan,2.029464e+01,0.0334
n50_graph0,50,0.2,0.2,0.5,insects,6,46.058410,nan,nan,9.717075e+00,0.6520
n50_graph0,50,0.2,0.2,0.8,insects,2,68.360939,nan,nan,2.330300e+01,0.0077
n50_graph0,50,0.2,0.2,0.8,insects,4,68.387929,nan,nan,7.372496e+00,0.0355
n50_graph0,50,0.2,0.2,0.8,insects,6,68.391988,nan,nan,2.776758e+00,0.6688
n50_graph0,50,0.2,0.2,1.0,insects,2,85.094107,nan,nan,1.522660e+01,0.0079
n50_graph0,50,0.2,0.2,1.0,insects,4,85.097457,nan,nan,4.105050e+00,0.0343
n50_graph0,50,0.2,0.2,1.0,insects,6,85.097711,nan,nan,1.317513e+00,0.6406
n50_graph0,50,0.2,0.2,1.3,insects,2,110.512981,nan,nan,8.637350e+00,0.0073
n50_graph0,50,0.2,0.2,1.3,insects,4,110.513161,nan,nan,1.831747e+00,0.0331
n50_graph0,50,0.2,0.2,1.3,insects,6,110.513166,nan,nan,4.624568e-01,0.6430
n50_graph0,50,0.2,0.2,1.8,insects,2,153.000506,nan,nan,3.744947e+00,0.0072
n50_graph0,50,0.2,0.2,1.8,insects,4,153.000509,nan,nan,5.323691e-01,0.0329
n50_graph0,50,0.2,0.2,1.8,insects,6,153.000509,nan,nan,9.009501e-02,0.6565
n50_graph0,50,0.2,0.2,2.5,insects,2,212.500006,nan,nan,1.312700e+00,0.0073
n50_graph0,50,0.2,0.2,2.5,insects,4,212.500006,nan,nan,1.065928e-01,0.0336
n50_graph0,50,0.2,0.2,2.5,insects,6,212.500006,nan,nan,1.030411e-02,0.6953
n50_graph0,50,0.2,0.2,5.0,insects,2,425.000000,nan,nan,4.777868e-02,0.0080
n50_graph0,50,0.2,0.2,5.0,insects,4,425.000000,nan,nan,5.250582e-04,0.0363
n50_graph0,50,0.2,0.2,5.0,insects,6,425.000000,nan,nan,6.869126e-06,0.6623
n50_graph0,50,0.5,0.5,0.1,insects,2,37.760527,nan,nan,1.297461e+02,0.0070
n50_graph0,50,0.5,0.5,0.1,insects,4,34.323476,nan,nan,6.373626e+01,0.0313
n50_graph0,50,0.5,0.5,0.1,insects,6,35.442231,nan,nan,3.727345e+01,0.6719
n50_graph0,50,0.5,0.5,0.2,insects,2,36.398988,nan,nan,5.046008e+01,0.0074
n50_graph0,50,0.5,0.5,0.2,insects,4,37.114227,nan,nan,2.029464e+01,0.0345
n50_graph0,50,0.5,0.5,0.2,insects,6,36.581329,nan,nan,9.717075e+00,0.6571
n50_graph0,50,0.5,0.5,0.3,insects,2,38.357294,nan,nan,2.614443e+01,0.0076
n50_graph0,50,0.5,0.5,0.3,insects,4,39.596052,nan,nan,8.609022e+00,0.0333
n50_graph0,50,0.5,0.5,0.3,insects,6,39.717469,nan,nan,3.374808e+00,0.6668
n50_graph0,50,0.5,0.5,0.5,insects,2,51.924027,nan,nan,9.451400e+00,0.0081
n50_graph0,50,0.5,0.5,0.5,insects,4,52.134959,nan,nan,2.086185e+00,0.0362
n50_graph0,50,0.5,0.5,0.5,insects,6,52.173992,nan,nan,5.481891e-01,0.6425
n50_graph0,50,0.5,0.5,0.8,insects,2,80.208685,nan,nan,2.745679e+00,0.0072
n50_graph0,50,0.5,0.5,0.8,insects,4,80.214427,nan,nan,3.326058e-01,0.0326
n50_graph0,50,0.5,0.5,0.8,insects,6,80.214754,nan,nan,4.796568e-02,0.6513
n50_graph0,50,0.5,0.5,1.0,insects,2,100.048916,nan,nan,1.312700e+00,0.0079
n50_graph0,50,0.5,0.5,1.0,insects,4,100.049417,nan,nan,1.065928e-01,0.0360
n50_graph0,50,0.5,0.5,1.0,insects,6,100.049429,nan,nan,1.030411e-02,0.6683
n50_graph0,50,0.5,0.5,1.3,insects,2,130.005752,nan,nan,4.637525e-01,0.0071
n50_graph0,50,0.5,0.5,1.3,insects,4,130.005768,nan,nan,2.066673e-02,0.0316
n50_graph0,50,0.5,0.5,1.3,insects,6,130.005768,nan,nan,1.096423e-03,0.6824
n50_graph0,50,0.5,0.5,1.8,insects,2,180.000170,nan,nan,9.018360e-02,0.0073
n50_graph0,50,0.5,0.5,1.8,insects,4,180.000170,nan,nan,1.478491e-03,0.0330
n50_graph0,50,0.5,0.5,1.8,insects,6,180.000170,nan,nan,2.885563e-05,0.6322
n50_graph0,50,0.5,0.5,2.5,insects,2,250.000001,nan,nan,1.004240e-02,0.0071
n50_graph0,50,0.5,0.5,2.5,insects,4,250.000001,nan,nan,4.059911e-05,0.0316
n50_graph0,50,0.5,0.5,2.5,insects,6,250.000001,nan,nan,1.953962e-07,0.6483
n50_graph0,50,0.5,0.5,5.0,insects,2,500.000000,nan,nan,5.132958e-06,0.0075
n50_graph0,50,0.5,0.5,5.0,insects,4,500.000000,nan,nan,1.398215e-10,0.0327
n50_graph0,50,0.5,0.5,5.0,insects,6,500.000000,nan,nan,4.534206e-15,0.6500
n50_graph0,50,1.0,1.0,0.1,insects,2,37.366362,nan,nan,5.046008e+01,0.0070
n50_graph0,50,1.0,1.0,0.1,insects,4,34.883699,nan,nan,2.029464e+01,0.0303
n50_graph0,50,1.0,1.0,0.1,insects,6,35.537718,nan,nan,9.717075e+00,0.6474
n50_graph0,50,1.0,1.0,0.2,insects,2,37.822452,nan,nan,1.522660e+01,0.0079
n50_graph0,50,1.0,1.0,0.2,insects,4,38.233291,nan,nan,4.105050e+00,0.0362
n50_graph0,50,1.0,1.0,0.2,insects,6,38.049952,nan,nan,1.317513e+00,0.7036
n50_graph0,50,1.0,1.0,0.3,insects,2,43.262202,nan,nan,6.106056e+00,0.0095
n50_graph0,50,1.0,1.0,0.3,insects,4,43.729850,nan,nan,1.103465e+00,0.0414
n50_graph0,50,1.0,1.0,0.3,insects,6,43.756072,nan,nan,2.373981e-01,0.7958
n50_graph0,50,1.0,1.0,0.5,insects,2,63.568142,nan,nan,1.312700e+00,0.0070
n50_graph0,50,1.0,1.0,0.5,insects,4,63.609845,nan,nan,1.065928e-01,0.0336
n50_graph0,50,1.0,1.0,0.5,insects,6,63.612651,nan,nan,1.030411e-02,0.7589
n50_graph0,50,1.0,1.0,0.8,insects,2,100.087881,nan,nan,1.718605e-01,0.0106
n50_graph0,50,1.0,1.0,0.8,insects,4,100.088349,nan,nan,4.203247e-03,0.0462
n50_graph0,50,1.0,1.0,0.8,insects,6,100.088355,nan,nan,1.223812e-04,0.7845
n50_graph0,50,1.0,1.0,1.0,insects,2,125.017223,nan,nan,4.777868e-02,0.0072
n50_graph0,50,1.0,1.0,1.0,insects,4,125.017246,nan,nan,5.250582e-04,0.0330
n50_graph0,50,1.0,1.0,1.0,insects,6,125.017246,nan,nan,6.869126e-06,0.7576
n50_graph0,50,1.0,1.0,1.3,insects,2,162.501534,nan,nan,7.376819e-03,0.0085
n50_graph0,50,1.0,1.0,1.3,insects,4,162.501534,nan,nan,2.441682e-05,0.0344
n50_graph0,50,1.0,1.0,1.3,insects,6,162.501534,nan,nan,9.621211e-08,0.6642
n50_graph0,50,1.0,1.0,1.8,insects,2,225.000028,nan,nan,3.495425e-04,0.0073
n50_graph0,50,1.0,1.0,1.8,insects,4,225.000028,nan,nan,1.565781e-07,0.0325
n50_graph0,50,1.0,1.0,1.8,insects,6,225.000028,nan,nan,8.349927e-11,0.6830
n50_graph0,50,1.0,1.0,2.5,insects,2,312.500000,nan,nan,5.132958e-06,0.0070
n50_graph0,50,1.0,1.0,2.5,insects,4,312.500000,nan,nan,1.398215e-10,0.0315
n50_graph0,50,1.0,1.0,2.5,insects,6,312.500000,nan,nan,4.534206e-15,0.7045
n50_graph0,50,1.0,1.0,5.0,insects,2,625.000000,nan,nan,1.559675e-12,0.0078
n50_graph0,50,1.0,1.0,5.0,insects,4,625.000000,nan,nan,1.928837e-21,0.0334
n50_graph0,50,1.0,1.0,5.0,insects,6,625.000000,nan,nan,2.839736e-30,0.7215
n50_graph1,50,0.0,0.02,0.1,insects,2,38.482762,nan,nan,4.125205e+03,0.0073
n50_graph1,50,0.0,0.02,0.1,insects,4,33.714922,nan,nan,2.455401e+03,0.0431
n50_graph1,50,0.0,0.02,0.1,insects,6,35.667354,nan,nan,1.739883e+03,0.6588
n50_graph1,50,0.0,0.02,0.2,insects,2,36.113803,nan,nan,2.042075e+03,0.0139
n50_graph1,50,0.0,0.02,0.2,insects,4,37.328902,nan,nan,1.205797e+03,0.0454
n50_graph1,50,0.0,0.02,0.2,insects,6,35.815558,nan,nan,8.476128e+02,0.6844
n50_graph1,50,0.0,0.02,0.3,insects,2,34.941280,nan,nan,1.347833e+03,0.0127
n50_graph1,50,0.0,0.02,0.3,insects,4,38.256163,nan,nan,7.895220e+02,0.0467
n50_graph1,50,0.0,0.02,0.3,insects,6,38.779059,nan,nan,5.505708e+02,0.7367
n50_graph1,50,0.0,0.02,0.5,insects,2,41.521715,nan,nan,7.926780e+02,0.0091
n50_graph1,50,0.0,0.02,0.5,insects,4,42.660932,nan,nan,4.569580e+02,0.0395
n50_graph1,50,0.0,0.02,0.5,insects,6,43.229901,nan,nan,3.136003e+02,0.7543
n50_graph1,50,0.0,0.02,0.8,insects,2,61.309066,nan,nan,4.807693e+02,0.0088
n50_graph1,50,0.0,0.02,0.8,insects,4,61.397583,nan,nan,2.705784e+02,0.0440
n50_graph1,50,0.0,0.02,0.8,insects,6,61.423522,nan,nan,1.812885e+02,0.6597
n50_graph1,50,0.0,0.02,1.0,insects,2,76.141736,nan,nan,3.769905e+02,0.0097
n50_graph1,50,0.0,0.02,1.0,insects,4,76.157929,nan,nan,2.088036e+02,0.0346
n50_graph1,50,0.0,0.02,1.0,insects,6,76.160799,nan,nan,1.376786e+02,0.6340
n50_graph1,50,0.0,0.02,1.3,insects,2,98.821491,nan,nan,2.814091e+02,0.0063
n50_graph1,50,0.0,0.02,1.3,insects,4,98.823096,nan,nan,1.521678e+02,0.0299
n50_graph1,50,0.0,0.02,1.3,insects,6,98.823224,nan,nan,9.795535e+01,0.5820
n50_graph1,50,0.0,0.02,1.8,insects,2,136.800985,nan,nan,1.933078e+02,0.0067
n50_graph1,50,0.0,0.02,1.8,insects,4,136.801041,nan,nan,1.004297e+02,0.0304
n50_graph1,50,0.0,0.02,1.8,insects,6,136.801042,nan,nan,6.211491e+01,0.6114
n50_graph1,50,0.0,0.02,2.5,insects,2,190.000014,nan,nan,1.297461e+02,0.0090
n50_graph1,50,0.0,0.02,2.5,insects,4,190.000015,nan,nan,6.373626e+01,0.0377
n50_graph1,50,0.0,0.02,2.5,insects,6,190.000015,nan,nan,3.727345e+01,0.6311
n50_graph1,50,0.0,0.02,5.0,insects,2,380.000000,nan,nan,5.046008e+01,0.0114
n50_graph1,50,0.0,0.02,5.0,insects,4,380.000000,nan,nan,2.029464e+01,0.0392
n50_graph1,50,0.0,0.02,5.0,insects,6,380.000000,nan,nan,9.717075e+00,0.5893
n50_graph1,50,0.1,0.1,0.1,insects,2,38.337089,nan,nan,7.926780e+02,0.0065
n50_graph1,50,0.1,0.1,0.1,insects,4,33.814260,nan,nan,4.569580e+02,0.0304
n50_graph1,50,0.1,0.1,0.1,insects,6,35.605873,nan,nan,3.136003e+02,0.5863
n50_graph1,50,0.1,0.1,0.2,insects,2,36.072937,nan,nan,3.769905e+02,0.0074
n50_graph1,50,0.1,0.1,0.2,insects,4,37.190624,nan,nan,2.088036e+02,0.0320
n50_graph1,50,0.1,0.1,0.2,insects,6,35.917058,nan,nan,1.376786e+02,0.5806
n50_graph1,50,0.1,0.1,0.3,insects,2,35.394705,nan,nan,2.390497e+02,0.0091
n50_graph1,50,0.1,0.1,0.3,insects,4,38.221301,nan,nan,1.272108e+02,0.0390
n50_graph1,50,0.1,0.1,0.3,insects,6,38.629556,nan,nan,8.058992e+01,0.6403
n50_graph1,50,0.1,0.1,0.5,insects,2,43.174185,nan,nan,1.297461e+02,0.0104
n50_graph1,50,0.1,0.1,0.5,insects,4,44.043345,nan,nan,6.373626e+01,0.0348
n50_graph1,50,0.1,0.1,0.5,insects,6,44.411784,nan,nan,3.727345e+01,0.5941
n50_graph1,50,0.1,0.1,0.8,insects,2,64.436219,nan,nan,6.975058e+01,0.0069
n50_graph1,50,0.1,0.1,0.8,insects,4,64.494183,nan,nan,3.038959e+01,0.0298
n50_graph1,50,0.1,0.1,0.8,insects,6,64.507181,nan,nan,1.576241e+01,0.5888
n50_graph1,50,0.1,0.1,1.0,insects,2,80.117925,nan,nan,5.046008e+01,0.0088
n50_graph1,50,0.1,0.1,1.0,insects,4,80.127557,nan,nan,2.029464e+01,0.0400
n50_graph1,50,0.1,0.1,1.0,insects,6,80.128768,nan,nan,9.717075e+00,0.7011
n50_graph1,50,0.1,0.1,1.3,insects,2,104.017143,nan,nan,3.337040e+01,0.0097
n50_graph1,50,0.1,0.1,1.3,insects,4,104.017975,nan,nan,1.190363e+01,0.0420
n50_graph1,50,0.1,0.1,1.3,insects,6,104.018016,nan,nan,5.054967e+00,0.7330
n50_graph1,50,0.1,0.1,1.8,insects,2,144.000732,nan,nan,1.872141e+01,0.0097
n50_graph1,50,0.1,0.1,1.8,insects,4,144.000755,nan,nan,5.467613e+00,0.0481
n50_graph1,50,0.1,0.1,1.8,insects,6,144.000755,nan,nan,1.900981e+00,0.7363
n50_graph1,50,0.1,0.1,2.5,insects,2,200.000009,nan,nan,9.451400e+00,0.0066
n50_graph1,50,0.1,0.1,2.5,insects,4,200.000010,nan,nan,2.086185e+00,0.0314
n50_graph1,50,0.1,0.1,2.5,insects,6,200.000010,nan,nan,5.481891e-01,0.6535
n50_graph1,50,0.1,0.1,5.0,insects,2,400.000000,nan,nan,1.312700e+00,0.0095
n50_graph1,50,0.1,0.1,5.0,insects,4,400.000000,nan,nan,1.065928e-01,0.0423
n50_graph1,50,0.1,0.1,5.0,insects,6,400.000000,nan,nan,1.030411e-02,0.6999
n50_graph1,50,0.2,0.2,0.1,insects,2,38.169610,nan,nan,3.769905e+02,0.0064
n50_graph1,50,0.2,0.2,0.1,insects,4,33.935098,nan,nan,2.088036e+02,0.0302
n50_graph1,50,0.2,0.2,0.1,insects,6,35.544321,nan,nan,1.376786e+02,0.8405
n50_graph1,50,0.2,0.2,0.2,insects,2,36.074756,nan,nan,1.705234e+02,0.0096
n50_graph1,50,0.2,0.2,0.2,insects,4,37.080829,nan,nan,8.718629e+01,0.0489
n50_graph1,50,0.2,0.2,0.2,insects,6,36.053938,nan,nan,5.306804e+01,0.8042
n50_graph1,50,0.2,0.2,0.3,insects,2,36.033083,nan,nan,1.028297e+02,0.0072
n50_graph1,50,0.2,0.2,0.3,insects,4,38.350804,nan,nan,4.853323e+01,0.0317
n50_graph1,50,0.2,0.2,0.3,insects,6,38.650553,nan,nan,2.726971e+01,0.6912
n50_graph1,50,0.2,0.2,0.5,insects,2,45.292755,nan,nan,5.046008e+01,0.0092
n50_graph1,50,0.2,0.2,0.5,insects,4,45.913808,nan,nan,2.029464e+01,0.0498
n50_graph1,50,0.2,0.2,0.5,insects,6,46.128300,nan,nan,9.717075e+00,0.7197
n50_graph1,50,0.2,0.2,0.8,insects,2,68.360939,nan,nan,2.330300e+01,0.0091
n50_graph1,50,0.2,0.2,0.8,insects,4,68.395248,nan,nan,7.372496e+00,0.0413
n50_graph1,50,0.2,0.2,0.8,insects,6,68.400757,nan,nan,2.776758e+00,0.6406
n50_graph1,50,0.2,0.2,1.0,insects,2,85.094107,nan,nan,1.522660e+01,0.0075
n50_graph1,50,0.2,0.2,1.0,insects,4,85.099170,nan,nan,4.105050e+00,0.0443
n50_graph1,50,0.2,0.2,1.0,insects,6,85.099586,nan,nan,1.317513e+00,0.7793
n50_graph1,50,0.2,0.2,1.3,insects,2,110.512981,nan,nan,8.637350e+00,0.0071
n50_graph1,50,0.2,0.2,1.3,insects,4,110.513349,nan,nan,1.831747e+00,0.0309
n50_graph1,50,0.2,0.2,1.3,insects,6,110.513359,nan,nan,4.624568e-01,0.7138
n50_graph1,50,0.2,0.2,1.8,insects,2,153.000506,nan,nan,3.744947e+00,0.0086
n50_graph1,50,0.2,0.2,1.8,insects,4,153.000514,nan,nan,5.323691e-01,0.0366
n50_graph1,50,0.2,0.2,1.8,insects,6,153.000514,nan,nan,9.009501e-02,0.6448
n50_graph1,50,0.2,0.2,2.5,insects,2,212.500006,nan,nan,1.312700e+00,0.0095
n50_graph1,50,0.2,0.2,2.5,insects,4,212.500006,nan,nan,1.065928e-01,0.0422
n50_graph1,50,0.2,0.2,2.5,insects,6,212.500006,nan,nan,1.030411e-02,0.6895
n50_graph1,50,0.2,0.2,5.0,insects,2,425.000000,nan,nan,4.777868e-02,0.0065
n50_graph1,50,0.2,0.2,5.0,insects,4,425.000000,nan,nan,5.250582e-04,0.0317
n50_graph1,50,0.2,0.2,5.0,insects,6,425.000000,nan,nan,6.869126e-06,0.7840
n50_graph1,50,0.5,0.5,0.1,insects,2,37.760527,nan,nan,1.297461e+02,0.0102
n50_graph1,50,0.5,0.5,0.1,insects,4,34.283590,nan,nan,6.373626e+01,0.0467
n50_graph1,50,0.5,0.5,0.1,insects,6,35.450327,nan,nan,3.727345e+01,0.6024
n50_graph1,50,0.5,0.5,0.2,insects,2,36.398988,nan,nan,5.046008e+01,0.0066
n50_graph1,50,0.5,0.5,0.2,insects,4,37.129461,nan,nan,2.029464e+01,0.0292
n50_graph1,50,0.5,0.5,0.2,insects,6,36.589943,nan,nan,9.717075e+00,0.5788
n50_graph1,50,0.5,0.5,0.3,insects,2,38.357294,nan,nan,2.614443e+01,0.0063
n50_graph1,50,0.5,0.5,0.3,insects,4,39.640798,nan,nan,8.609022e+00,0.0294
n50_graph1,50,0.5,0.5,0.3,insects,6,39.759750,nan,nan,3.374808e+00,0.6264
n50_graph1,50,0.5,0.5,0.5,insects,2,51.924027,nan,nan,9.451400e+00,0.0067
n50_graph1,50,0.5,0.5,0.5,insects,4,52.153647,nan,nan,2.086185e+00,0.0313
n50_graph1,50,0.5,0.5,0.5,insects,6,52.196571,nan,nan,5.481891e-01,0.6151
n50_graph1,50,0.5,0.5,0.8,insects,2,80.208685,nan,nan,2.745679e+00,0.0083
n50_graph1,50,0.5,0.5,0.8,insects,4,80.216002,nan,nan,3.326058e-01,0.0338
n50_graph1,50,0.5,0.5,0.8,insects,6,80.216436,nan,nan,4.796568e-02,0.5839
n50_graph1,50,0.5,0.5,1.0,insects,2,100.048916,nan,nan,1.312700e+00,0.0069
n50_graph1,50,0.5,0.5,1.0,insects,4,100.049678,nan,nan,1.065928e-01,0.0317
n50_graph1,50,0.5,0.5,1.0,insects,6,100.049696,nan,nan,1.030411e-02,0.5913
n50_graph1,50,0.5,0.5,1.3,insects,2,130.005752,nan,nan,4.637525e-01,0.0071
n50_graph1,50,0.5,0.5,1.3,insects,4,130.005785,nan,nan,2.066673e-02,0.0332
n50_graph1,50,0.5,0.5,1.3,insects,6,130.005785,nan,nan,1.096423e-03,0.6036
n50_graph1,50,0.5,0.5,1.8,insects,2,180.000170,nan,nan,9.018360e-02,0.0090
n50_graph1,50,0.5,0.5,1.8,insects,4,180.000170,nan,nan,1.478491e-03,0.0374
n50_graph1,50,0.5,0.5,1.8,insects,6,180.000170,nan,nan,2.885563e-05,0.6020
n50_graph1,50,0.5,0.5,2.5,insects,2,250.000001,nan,nan,1.004240e-02,0.0067
n50_graph1,50,0.5,0.5,2.5,insects,4,250.000001,nan,nan,4.059911e-05,0.0297
n50_graph1,50,0.5,0.5,2.5,insects,6,250.000001,nan,nan,1.953962e-07,0.5692
n50_graph1,50,0.5,0.5,5.0,insects,2,500.000000,nan,nan,5.132958e-06,0.0071
n50_graph1,50,0.5,0.5,5.0,insects,4,500.000000,nan,nan,1.398215e-10,0.0299
n50_graph1,50,0.5,0.5,5.0,insects,6,500.000000,nan,nan,4.534206e-15,0.6273
n50_graph1,50,1.0,1.0,0.1,insects,2,37.366362,nan,nan,5.046008e+01,0.0065
n50_graph1,50,1.0,1.0,0.1,insects,4,34.859016,nan,nan,2.029464e+01,0.0310
n50_graph1,50,1.0,1.0,0.1,insects,6,35.542965,nan,nan,9.717075e+00,0.6088
n50_graph1,50,1.0,1.0,0.2,insects,2,37.822452,nan,nan,1.522660e+01,0.0071
n50_graph1,50,1.0,1.0,0.2,insects,4,38.245628,nan,nan,4.105050e+00,0.0294
n50_graph1,50,1.0,1.0,0.2,insects,6,38.059730,nan,nan,1.317513e+00,0.5916
n50_graph1,50,1.0,1.0,0.3,insects,2,43.262202,nan,nan,6.106056e+00,0.0069
n50_graph1,50,1.0,1.0,0.3,insects,4,43.748160,nan,nan,1.103465e+00,0.0304
n50_graph1,50,1.0,1.0,0.3,insects,6,43.773847,nan,nan,2.373981e-01,0.5849
n50_graph1,50,1.0,1.0,0.5,insects,2,63.568142,nan,nan,1.312700e+00,0.0067
n50_graph1,50,1.0,1.0,0.5,insects,4,63.613635,nan,nan,1.065928e-01,0.0322
n50_graph1,50,1.0,1.0,0.5,insects,6,63.616703,nan,nan,1.030411e-02,0.6220
n50_graph1,50,1.0,1.0,0.8,insects,2,100.087881,nan,nan,1.718605e-01,0.0075
n50_graph1,50,1.0,1.0,0.8,insects,4,100.088479,nan,nan,4.203247e-03,0.0350
n50_graph1,50,1.0,1.0,0.8,insects,6,100.088486,nan,nan,1.223812e-04,0.5964
n50_graph1,50,1.0,1.0,1.0,insects,2,125.017223,nan,nan,4.777868e-02,0.0067
n50_graph1,50,1.0,1.0,1.0,insects,4,125.017258,nan,nan,5.250582e-04,0.0318
n50_graph1,50,1.0,1.0,1.0,insects,6,125.017258,nan,nan,6.869126e-06,0.6054
n50_graph1,50,1.0,1.0,1.3,insects,2,162.501534,nan,nan,7.376819e-03,0.0077
n50_graph1,50,1.0,1.0,1.3,insects,4,162.501535,nan,nan,2.441682e-05,0.0352
n50_graph1,50,1.0,1.0,1.3,insects,6,162.501535,nan,nan,9.621211e-08,0.5953
n50_graph1,50,1.0,1.0,1.8,insects,2,225.000028,nan,nan,3.495425e-04,0.0068
