graph_id,n,h,beta,init,dynamics,step,running_mean_E
n30_graph0,30,0.0,1.3,uniform,glauber,924,-41.0281
n30_graph0,30,0.0,1.3,uniform,glauber,1030,-41.4369
n30_graph0,30,0.0,1.3,uniform,glauber,1148,-41.8031
n30_graph0,30,0.0,1.3,uniform,glauber,1279,-42.1306
n30_graph0,30,0.0,1.3,uniform,glauber,1426,-42.4264
n30_graph0,30,0.0,1.3,uniform,glauber,1589,-42.6904
n30_graph0,30,0.0,1.3,uniform,glauber,1771,-42.9277
n30_graph0,30,0.0,1.3,uniform,glauber,1974,-43.1408
n30_graph0,30,0.0,1.3,uniform,glauber,2200,-43.3318
n30_graph0,30,0.0,1.3,uniform,glauber,2452,-43.5033
n30_graph0,30,0.0,1.3,uniform,glauber,2732,-43.6567
n30_graph0,30,0.0,1.3,uniform,glauber,3045,-43.7947
n30_graph0,30,0.0,1.3,uniform,glauber,3394,-43.9187
n30_graph0,30,0.0,1.3,uniform,glauber,3783,-44.0299
n30_graph0,30,0.0,1.3,uniform,glauber,4216,-44.1295
n30_graph0,30,0.0,1.3,uniform,glauber,4698,-44.2188
n30_graph0,30,0.0,1.3,uniform,glauber,5236,-44.2773
n30_graph0,30,0.0,1.3,uniform,glauber,5836,-44.3516
n30_graph0,30,0.0,1.3,uniform,glauber,6504,-44.3555
n30_graph0,30,0.0,1.3,uniform,glauber,7248,-44.4216
n30_graph0,30,0.0,1.3,uniform,glauber,8078,-44.4811
n30_graph0,30,0.0,1.3,uniform,glauber,9003,-44.5344
n30_graph0,30,0.0,1.3,uniform,glauber,10034,-44.5822
n30_graph0,30,0.0,1.3,uniform,glauber,11183,-44.6251
n30_graph0,30,0.0,1.3,uniform,glauber,12463,-44.6636
n30_graph0,30,0.0,1.3,uniform,glauber,13890,-44.6848
n30_graph0,30,0.0,1.3,uniform,glauber,15480,-44.7172
n30_graph0,30,0.0,1.3,uniform,glauber,17253,-44.7428
n30_graph0,30,0.0,1.3,uniform,glauber,19228,-44.7692
n30_graph0,30,0.0,1.3,uniform,glauber,21429,-44.7929
n30_graph0,30,0.0,1.3,uniform,glauber,23883,-44.8122
n30_graph0,30,0.0,1.3,uniform,glauber,26617,-44.8315
n30_graph0,30,0.0,1.3,uniform,glauber,29664,-44.8488
n30_graph0,30,0.0,1.3,uniform,glauber,33060,-44.8518
n30_graph0,30,0.0,1.3,uniform,glauber,36846,-44.852
n30_graph0,30,0.0,1.3,uniform,glauber,41064,-44.866
n30_graph0,30,0.0,1.3,uniform,glauber,45765,-44.8798
n30_graph0,30,0.0,1.3,uniform,glauber,51005,-44.8821
n30_graph0,30,0.0,1.3,uniform,glauber,56845,-44.8923
n30_graph0,30,0.0,1.3,uniform,glauber,63353,-44.8636
n30_graph0,30,0.0,1.3,uniform,glauber,70606,-44.8581
n30_graph0,30,0.0,1.3,uniform,glauber,78690,-44.8653
n30_graph0,30,0.0,1.3,uniform,glauber,87699,-44.8717
n30_graph0,30,0.0,1.3,uniform,glauber,97740,-44.875
n30_graph0,30,0.0,1.3,uniform,glauber,108930,-44.8742
n30_graph0,30,0.0,1.3,uniform,glauber,121401,-44.8736
n30_graph0,30,0.0,1.3,uniform,glauber,135300,-44.8837
n30_graph0,30,0.0,1.3,uniform,glauber,150791,-44.8883
n30_graph0,30,0.0,1.3,uniform,glauber,168055,-44.883
n30_graph0,30,0.0,1.3,uniform,glauber,187295,-44.889
n30_graph0,30,0.0,1.3,uniform,glauber,208739,-44.8769
n30_graph0,30,0.0,1.3,uniform,glauber,232637,-44.8714
n30_graph0,30,0.0,1.3,uniform,glauber,259272,-44.8795
n30_graph0,30,0.0,1.3,uniform,glauber,288956,-44.8814
n30_graph0,30,0.0,1.3,uniform,glauber,322038,-44.8786
n30_graph0,30,0.0,1.3,uniform,glauber,358909,-44.8842
n30_graph0,30,0.0,1.3,uniform,glauber,400000,-44.8902
n30_graph0,30,0.0,1.8,uniform,glauber,1,-9
n30_graph0,30,0.0,1.8,uniform,glauber,2,-10
n30_graph0,30,0.0,1.8,uniform,glauber,3,-11
n30_graph0,30,0.0,1.8,uniform,glauber,4,-12
n30_graph0,30,0.0,1.8,uniform,glauber,5,-13
n30_graph0,30,0.0,1.8,uniform,glauber,6,-13.6667
n30_graph0,30,0.0,1.8,uniform,glauber,7,-14.1429
n30_graph0,30,0.0,1.8,uniform,glauber,8,-14.5
n30_graph0,30,0.0,1.8,uniform,glauber,9,-14.7778
n30_graph0,30,0.0,1.8,uniform,glauber,10,-15
n30_graph0,30,0.0,1.8,uniform,glauber,11,-15.3636
n30_graph0,30,0.0,1.8,uniform,glauber,12,-15.6667
n30_graph0,30,0.0,1.8,uniform,glauber,13,-16.0769
n30_graph0,30,0.0,1.8,uniform,glauber,15,-16.7333
n30_graph0,30,0.0,1.8,uniform,glauber,17,-17.4706
n30_graph0,30,0.0,1.8,uniform,glauber,19,-18.0526
n30_graph0,30,0.0,1.8,uniform,glauber,21,-18.4286
n30_graph0,30,0.0,1.8,uniform,glauber,23,-18.6522
n30_graph0,30,0.0,1.8,uniform,glauber,26,-18.9231
n30_graph0,30,0.0,1.8,uniform,glauber,29,-19.1379
n30_graph0,30,0.0,1.8,uniform,glauber,32,-19.375
n30_graph0,30,0.0,1.8,uniform,glauber,36,-20
n30_graph0,30,0.0,1.8,uniform,glauber,40,-20.7
n30_graph0,30,0.0,1.8,uniform,glauber,44,-21.2273
n30_graph0,30,0.0,1.8,uniform,glauber,50,-21.8
n30_graph0,30,0.0,1.8,uniform,glauber,55,-22.3455
n30_graph0,30,0.0,1.8,uniform,glauber,62,-23.0968
n30_graph0,30,0.0,1.8,uniform,glauber,69,-23.6957
n30_graph0,30,0.0,1.8,uniform,glauber,76,-24.1842
n30_graph0,30,0.0,1.8,uniform,glauber,85,-24.7412
n30_graph0,30,0.0,1.8,uniform,glauber,95,-25.3789
n30_graph0,30,0.0,1.8,uniform,glauber,106,-25.7547
n30_graph0,30,0.0,1.8,uniform,glauber,118,-26.0847
n30_graph0,30,0.0,1.8,uniform,glauber,131,-26.2672
n30_graph0,30,0.0,1.8,uniform,glauber,146,-26.5479
n30_graph0,30,0.0,1.8,uniform,glauber,163,-26.7914
n30_graph0,30,0.0,1.8,uniform,glauber,182,-27.022
n30_graph0,30,0.0,1.8,uniform,glauber,203,-27.3153
n30_graph0,30,0.0,1.8,uniform,glauber,226,-27.6903
n30_graph0,30,0.0,1.8,uniform,glauber,252,-28.0317
n30_graph0,30,0.0,1.8,uniform,glauber,281,-28.3381
n30_graph0,30,0.0,1.8,uniform,glauber,313,-28.6102
n30_graph0,30,0.0,1.8,uniform,glauber,348,-28.8506
n30_graph0,30,0.0,1.8,uniform,glauber,388,-29.0722
n30_graph0,30,0.0,1.8,uniform,glauber,433,-29.5035
n30_graph0,30,0.0,1.8,uniform,glauber,482,-30.4274
n30_graph0,30,0.0,1.8,uniform,glauber,538,-31.3197
n30_graph0,30,0.0,1.8,uniform,glauber,599,-32.1018
n30_graph0,30,0.0,1.8,uniform,glauber,668,-32.8144
n30_graph0,30,0.0,1.8,uniform,glauber,744,-33.4462
n30_graph0,30,0.0,1.8,uniform,glauber,829,-33.9867
n30_graph0,30,0.0,1.8,uniform,glauber,924,-34.6515
n30_graph0,30,0.0,1.8,uniform,glauber,1030,-35.7165
n30_graph0,30,0.0,1.8,uniform,glauber,1148,-36.6707
n30_graph0,30,0.0,1.8,uniform,glauber,1279,-37.5238
n30_graph0,30,0.0,1.8,uniform,glauber,1426,-38.2945
n30_graph0,30,0.0,1.8,uniform,glauber,1589,-38.9824
n30_graph0,30,0.0,1.8,uniform,glauber,1771,-39.6008
n30_graph0,30,0.0,1.8,uniform,glauber,1974,-40.156
n30_graph0,30,0.0,1.8,uniform,glauber,2200,-40.6536
n30_graph0,30,0.0,1.8,uniform,glauber,2452,-41.1003
n30_graph0,30,0.0,1.8,uniform,glauber,2732,-41.5
n30_graph0,30,0.0,1.8,uniform,glauber,3045,-41.8598
n30_graph0,30,0.0,1.8,uniform,glauber,3394,-42.1827
n30_graph0,30,0.0,1.8,uniform,glauber,3783,-42.4724
n30_graph0,30,0.0,1.8,uniform,glauber,4216,-42.732
n30_graph0,30,0.0,1.8,uniform,glauber,4698,-42.9647
n30_graph0,30,0.0,1.8,uniform,glauber,5236,-43.1738
n30_graph0,30,0.0,1.8,uniform,glauber,5836,-43.3615
n30_graph0,30,0.0,1.8,uniform,glauber,6504,-43.5298
n30_graph0,30,0.0,1.8,uniform,glauber,7248,-43.6807
n30_graph0,30,0.0,1.8,uniform,glauber,8078,-43.8163
n30_graph0,30,0.0,1.8,uniform,glauber,9003,-43.9379
n30_graph0,30,0.0,1.8,uniform,glauber,10034,-44.047
n30_graph0,30,0.0,1.8,uniform,glauber,11183,-44.145
n30_graph0,30,0.0,1.8,uniform,glauber,12463,-44.2328
n30_graph0,30,0.0,1.8,uniform,glauber,13890,-44.3116
n30_graph0,30,0.0,1.8,uniform,glauber,15480,-44.3559
n30_graph0,30,0.0,1.8,uniform,glauber,17253,-44.4221
n30_graph0,30,0.0,1.8,uniform,glauber,19228,-44.4815
n30_graph0,30,0.0,1.8,uniform,glauber,21429,-44.5345
n30_graph0,30,0.0,1.8,uniform,glauber,23883,-44.5823
n30_graph0,30,0.0,1.8,uniform,glauber,26617,-44.6252
n30_graph0,30,0.0,1.8,uniform,glauber,29664,-44.6637
n30_graph0,30,0.0,1.8,uniform,glauber,33060,-44.6982
n30_graph0,30,0.0,1.8,uniform,glauber,36846,-44.7293
n30_graph0,30,0.0,1.8,uniform,glauber,41064,-44.7571
n30_graph0,30,0.0,1.8,uniform,glauber,45765,-44.782
n30_graph0,30,0.0,1.8,uniform,glauber,51005,-44.8044
n30_graph0,30,0.0,1.8,uniform,glauber,56845,-44.8245
n30_graph0,30,0.0,1.8,uniform,glauber,63353,-44.8406
n30_graph0,30,0.0,1.8,uniform,glauber,70606,-44.857
n30_graph0,30,0.0,1.8,uniform,glauber,78690,-44.8717
n30_graph0,30,0.0,1.8,uniform,glauber,87699,-44.8849
n30_graph0,30,0.0,1.8,uniform,glauber,97740,-44.8967
n30_graph0,30,0.0,1.8,uniform,glauber,108930,-44.9073
n30_graph0,30,0.0,1.8,uniform,glauber,121401,-44.9138
n30_graph0,30,0.0,1.8,uniform,glauber,135300,-44.9224
n30_graph0,30,0.0,1.8,uniform,glauber,150791,-44.9304
n30_graph0,30,0.0,1.8,uniform,glauber,168055,-44.9375
n30_graph0,30,0.0,1.8,uniform,glauber,187295,-44.9437
n30_graph0,30,0.0,1.8,uniform,glauber,208739,-44.9495
n30_graph0,30,0.0,1.8,uniform,glauber,232637,-44.9547
n30_graph0,30,0.0,1.8,uniform,glauber,259272,-44.9593
n30_graph0,30,0.0,1.8,uniform,glauber,288956,-44.9629
n30_graph0,30,0.0,1.8,uniform,glauber,322038,-44.9654
n30_graph0,30,0.0,1.8,uniform,glauber,358909,-44.9687
n30_graph0,30,0.0,1.8,uniform,glauber,400000,-44.972
n30_graph0,30,0.0,2.5,uniform,glauber,1,-15
n30_graph0,30,0.0,2.5,uniform,glauber,2,-15
n30_graph0,30,0.0,2.5,uniform,glauber,3,-15
n30_graph0,30,0.0,2.5,uniform,glauber,4,-15
n30_graph0,30,0.0,2.5,uniform,glauber,5,-15
n30_graph0,30,0.0,2.5,uniform,glauber,6,-15
n30_graph0,30,0.0,2.5,uniform,glauber,7,-15.2857
n30_graph0,30,0.0,2.5,uniform,glauber,8,-15.5
n30_graph0,30,0.0,2.5,uniform,glauber,9,-15.6667
n30_graph0,30,0.0,2.5,uniform,glauber,10,-16
n30_graph0,30,0.0,2.5,uniform,glauber,11,-16.2727
n30_graph0,30,0.0,2.5,uniform,glauber,12,-16.5
n30_graph0,30,0.0,2.5,uniform,glauber,13,-16.6923
n30_graph0,30,0.0,2.5,uniform,glauber,15,-17
n30_graph0,30,0.0,2.5,uniform,glauber,17,-17.2353
n30_graph0,30,0.0,2.5,uniform,glauber,19,-17.4211
n30_graph0,30,0.0,2.5,uniform,glauber,21,-17.5714
n30_graph0,30,0.0,2.5,uniform,glauber,23,-17.8696
n30_graph0,30,0.0,2.5,uniform,glauber,26,-18.2308
n30_graph0,30,0.0,2.5,uniform,glauber,29,-18.931
n30_graph0,30,0.0,2.5,uniform,glauber,32,-19.6875
n30_graph0,30,0.0,2.5,uniform,glauber,36,-20.5
n30_graph0,30,0.0,2.5,uniform,glauber,40,-21.35
n30_graph0,30,0.0,2.5,uniform,glauber,44,-22.1818
n30_graph0,30,0.0,2.5,uniform,glauber,50,-23.72
n30_graph0,30,0.0,2.5,uniform,glauber,55,-24.7455
n30_graph0,30,0.0,2.5,uniform,glauber,62,-25.9677
n30_graph0,30,0.0,2.5,uniform,glauber,69,-27.087
n30_graph0,30,0.0,2.5,uniform,glauber,76,-28.0789
n30_graph0,30,0.0,2.5,uniform,glauber,85,-29.2353
n30_graph0,30,0.0,2.5,uniform,glauber,95,-30.2632
n30_graph0,30,0.0,2.5,uniform,glauber,106,-31.1698
n30_graph0,30,0.0,2.5,uniform,glauber,118,-31.9661
n30_graph0,30,0.0,2.5,uniform,glauber,131,-32.6641
n30_graph0,30,0.0,2.5,uniform,glauber,146,-33.3151
n30_graph0,30,0.0,2.5,uniform,glauber,163,-33.908
n30_graph0,30,0.0,2.5,uniform,glauber,182,-34.4396
n30_graph0,30,0.0,2.5,uniform,glauber,203,-34.9113
n30_graph0,30,0.0,2.5,uniform,glauber,226,-35.3274
n30_graph0,30,0.0,2.5,uniform,glauber,252,-35.7063
n30_graph0,30,0.0,2.5,uniform,glauber,281,-36.0463
n30_graph0,30,0.0,2.5,uniform,glauber,313,-36.3482
n30_graph0,30,0.0,2.5,uniform,glauber,348,-36.6149
n30_graph0,30,0.0,2.5,uniform,glauber,388,-36.8608
n30_graph0,30,0.0,2.5,uniform,glauber,433,-37.0831
n30_graph0,30,0.0,2.5,uniform,glauber,482,-37.278
n30_graph0,30,0.0,2.5,uniform,glauber,538,-37.3903
n30_graph0,30,0.0,2.5,uniform,glauber,599,-38.0851
n30_graph0,30,0.0,2.5,uniform,glauber,668,-38.7994
n30_graph0,30,0.0,2.5,uniform,glauber,744,-39.4328
n30_graph0,30,0.0,2.5,uniform,glauber,829,-40.0036
n30_graph0,30,0.0,2.5,uniform,glauber,924,-40.5173
n30_graph0,30,0.0,2.5,uniform,glauber,1030,-40.9786
n30_graph0,30,0.0,2.5,uniform,glauber,1148,-41.392
n30_graph0,30,0.0,2.5,uniform,glauber,1279,-41.7615
n30_graph0,30,0.0,2.5,uniform,glauber,1426,-42.0954
n30_graph0,30,0.0,2.5,uniform,glauber,1589,-42.3933
n30_graph0,30,0.0,2.5,uniform,glauber,1771,-42.6612
n30_graph0,30,0.0,2.5,uniform,glauber,1974,-42.9017
n30_graph0,30,0.0,2.5,uniform,glauber,2200,-43.1173
n30_graph0,30,0.0,2.5,uniform,glauber,2452,-43.3108
n30_graph0,30,0.0,2.5,uniform,glauber,2732,-43.4839
n30_graph0,30,0.0,2.5,uniform,glauber,3045,-43.6397
n30_graph0,30,0.0,2.5,uniform,glauber,3394,-43.7796
n30_graph0,30,0.0,2.5,uniform,glauber,3783,-43.9051
n30_graph0,30,0.0,2.5,uniform,glauber,4216,-44.0176
n30_graph0,30,0.0,2.5,uniform,glauber,4698,-44.1183
n30_graph0,30,0.0,2.5,uniform,glauber,5236,-44.2089
n30_graph0,30,0.0,2.5,uniform,glauber,5836,-44.2903
n30_graph0,30,0.0,2.5,uniform,glauber,6504,-44.3632
n30_graph0,30,0.0,2.5,uniform,glauber,7248,-44.4285
n30_graph0,30,0.0,2.5,uniform,glauber,8078,-44.4872
n30_graph0,30,0.0,2.5,uniform,glauber,9003,-44.5399
n30_graph0,30,0.0,2.5,uniform,glauber,10034,-44.5872
n30_graph0,30,0.0,2.5,uniform,glauber,11183,-44.6296
n30_graph0,30,0.0,2.5,uniform,glauber,12463,-44.6677
n30_graph0,30,0.0,2.5,uniform,glauber,13890,-44.7018
n30_graph0,30,0.0,2.5,uniform,glauber,15480,-44.7324
n30_graph0,30,0.0,2.5,uniform,glauber,17253,-44.7599
n30_graph0,30,0.0,2.5,uniform,glauber,19228,-44.7846
n30_graph0,30,0.0,2.5,uniform,glauber,21429,-44.8067
n30_graph0,30,0.0,2.5,uniform,glauber,23883,-44.8266
n30_graph0,30,0.0,2.5,uniform,glauber,26617,-44.8444
n30_graph0,30,0.0,2.5,uniform,glauber,29664,-44.8604
n30_graph0,30,0.0,2.5,uniform,glauber,33060,-44.8747
n30_graph0,30,0.0,2.5,uniform,glauber,36846,-44.8876
n30_graph0,30,0.0,2.5,uniform,glauber,41064,-44.8991
n30_graph0,30,0.0,2.5,uniform,glauber,45765,-44.9095
n30_graph0,30,0.0,2.5,uniform,glauber,51005,-44.9188
n30_graph0,30,0.0,2.5,uniform,glauber,56845,-44.9271
n30_graph0,30,0.0,2.5,uniform,glauber,63353,-44.9345
n30_graph0,30,0.0,2.5,uniform,glauber,70606,-44.9413
n30_graph0,30,0.0,2.5,uniform,glauber,78690,-44.9473
n30_graph0,30,0.0,2.5,uniform,glauber,87699,-44.9527
n30_graph0,30,0.0,2.5,uniform,glauber,97740,-44.9576
n30_graph0,30,0.0,2.5,uniform,glauber,108930,-44.9619
n30_graph0,30,0.0,2.5,uniform,glauber,121401,-44.9658
n30_graph0,30,0.0,2.5,uniform,glauber,135300,-44.9693
n30_graph0,30,0.0,2.5,uniform,glauber,150791,-44.9725
n30_graph0,30,0.0,2.5,uniform,glauber,168055,-44.9753
n30_graph0,30,0.0,2.5,uniform,glauber,187295,-44.9779
n30_graph0,30,0.0,2.5,uniform,glauber,208739,-44.9801
n30_graph0,30,0.0,2.5,uniform,glauber,232637,-44.9822
n30_graph0,30,0.0,2.5,uniform,glauber,259272,-44.984
n30_graph0,30,0.0,2.5,uniform,glauber,288956,-44.9856
n30_graph0,30,0.0,2.5,uniform,glauber,322038,-44.9871
n30_graph0,30,0.0,2.5,uniform,glauber,358909,-44.9884
n30_graph0,30,0.0,2.5,uniform,glauber,400000,-44.9896
n30_graph0,30,0.0,5.0,uniform,glauber,1,-7
n30_graph0,30,0.0,5.0,uniform,glauber,2,-7
n30_graph0,30,0.0,5.0,uniform,glauber,3,-9
n30_graph0,30,0.0,5.0,uniform,glauber,4,-10
n30_graph0,30,0.0,5.0,uniform,glauber,5,-10.6
n30_graph0,30,0.0,5.0,uniform,glauber,6,-11
n30_graph0,30,0.0,5.0,uniform,glauber,7,-11.2857
n30_graph0,30,0.0,5.0,uniform,glauber,8,-12.25
n30_graph0,30,0.0,5.0,uniform,glauber,9,-13
n30_graph0,30,0.0,5.0,uniform,glauber,10,-13.6
n30_graph0,30,0.0,5.0,uniform,glauber,11,-14.6364
n30_graph0,30,0.0,5.0,uniform,glauber,12,-15.5
n30_graph0,30,0.0,5.0,uniform,glauber,13,-16.2308
n30_graph0,30,0.0,5.0,uniform,glauber,15,-17.4
n30_graph0,30,0.0,5.0,uniform,glauber,17,-18.2941
n30_graph0,30,0.0,5.0,uniform,glauber,19,-19
n30_graph0,30,0.0,5.0,uniform,glauber,21,-19.5714
n30_graph0,30,0.0,5.0,uniform,glauber,23,-20.0435
n30_graph0,30,0.0,5.0,uniform,glauber,26,-20.6154
n30_graph0,30,0.0,5.0,uniform,glauber,29,-21.069
n30_graph0,30,0.0,5.0,uniform,glauber,32,-21.4375
n30_graph0,30,0.0,5.0,uniform,glauber,36,-22.1667
n30_graph0,30,0.0,5.0,uniform,glauber,40,-23.05
n30_graph0,30,0.0,5.0,uniform,glauber,44,-23.7727
n30_graph0,30,0.0,5.0,uniform,glauber,50,-24.88
n30_graph0,30,0.0,5.0,uniform,glauber,55,-25.9818
n30_graph0,30,0.0,5.0,uniform,glauber,62,-27.2258
n30_graph0,30,0.0,5.0,uniform,glauber,69,-28.2174
n30_graph0,30,0.0,5.0,uniform,glauber,76,-29.0263
n30_graph0,30,0.0,5.0,uniform,glauber,85,-30.0824
n30_graph0,30,0.0,5.0,uniform,glauber,95,-31.0211
n30_graph0,30,0.0,5.0,uniform,glauber,106,-31.8491
n30_graph0,30,0.0,5.0,uniform,glauber,118,-32.5763
n30_graph0,30,0.0,5.0,uniform,glauber,131,-33.2137
n30_graph0,30,0.0,5.0,uniform,glauber,146,-33.8082
n30_graph0,30,0.0,5.0,uniform,glauber,163,-34.3497
n30_graph0,30,0.0,5.0,uniform,glauber,182,-34.8352
n30_graph0,30,0.0,5.0,uniform,glauber,203,-35.266
n30_graph0,30,0.0,5.0,uniform,glauber,226,-35.646
n30_graph0,30,0.0,5.0,uniform,glauber,252,-35.9921
n30_graph0,30,0.0,5.0,uniform,glauber,281,-36.3025
n30_graph0,30,0.0,5.0,uniform,glauber,313,-36.5783
n30_graph0,30,0.0,5.0,uniform,glauber,348,-36.8218
n30_graph0,30,0.0,5.0,uniform,glauber,388,-37.0464
n30_graph0,30,0.0,5.0,uniform,glauber,433,-37.2494
n30_graph0,30,0.0,5.0,uniform,glauber,482,-37.4274
n30_graph0,30,0.0,5.0,uniform,glauber,538,-37.5911
n30_graph0,30,0.0,5.0,uniform,glauber,599,-37.7346
n30_graph0,30,0.0,5.0,uniform,glauber,668,-37.8653
n30_graph0,30,0.0,5.0,uniform,glauber,744,-37.9812
n30_graph0,30,0.0,5.0,uniform,glauber,829,-38.0856
n30_graph0,30,0.0,5.0,uniform,glauber,924,-38.1797
n30_graph0,30,0.0,5.0,uniform,glauber,1030,-38.2641
n30_graph0,30,0.0,5.0,uniform,glauber,1148,-38.3397
n30_graph0,30,0.0,5.0,uniform,glauber,1279,-38.4073
n30_graph0,30,0.0,5.0,uniform,glauber,1426,-38.4684
n30_graph0,30,0.0,5.0,uniform,glauber,1589,-38.523
n30_graph0,30,0.0,5.0,uniform,glauber,1771,-38.572
n30_graph0,30,0.0,5.0,uniform,glauber,1974,-38.616
n30_graph0,30,0.0,5.0,uniform,glauber,2200,-38.6555
n30_graph0,30,0.0,5.0,uniform,glauber,2452,-38.6909
n30_graph0,30,0.0,5.0,uniform,glauber,2732,-38.7225
n30_graph0,30,0.0,5.0,uniform,glauber,3045,-38.7511
n30_graph0,30,0.0,5.0,uniform,glauber,3394,-38.7767
n30_graph0,30,0.0,5.0,uniform,glauber,3783,-38.7996
n30_graph0,30,0.0,5.0,uniform,glauber,4216,-38.8202
n30_graph0,30,0.0,5.0,uniform,glauber,4698,-38.8387
n30_graph0,30,0.0,5.0,uniform,glauber,5236,-38.8552
n30_graph0,30,0.0,5.0,uniform,glauber,5836,-38.8701
n30_graph0,30,0.0,5.0,uniform,glauber,6504,-38.8835
n30_graph0,30,0.0,5.0,uniform,glauber,7248,-38.8954
n30_graph0,30,0.0,5.0,uniform,glauber,8078,-38.9062
n30_graph0,30,0.0,5.0,uniform,glauber,9003,-38.9158
n30_graph0,30,0.0,5.0,uniform,glauber,10034,-38.9245
n30_graph0,30,0.0,5.0,uniform,glauber,11183,-38.9322
n30_graph0,30,0.0,5.0,uniform,glauber,12463,-38.9392
n30_graph0,30,0.0,5.0,uniform,glauber,13890,-38.9454
n30_graph0,30,0.0,5.0,uniform,glauber,15480,-38.951
n30_graph0,30,0.0,5.0,uniform,glauber,17253,-38.9561
n30_graph0,30,0.0,5.0,uniform,glauber,19228,-38.9606
n30_graph0,30,0.0,5.0,uniform,glauber,21429,-38.9646
n30_graph0,30,0.0,5.0,uniform,glauber,23883,-38.9683
n30_graph0,30,0.0,5.0,uniform,glauber,26617,-38.9715
n30_graph0,30,0.0,5.0,uniform,glauber,29664,-38.9744
n30_graph0,30,0.0,5.0,uniform,glauber,33060,-38.9771
n30_graph0,30,0.0,5.0,uniform,glauber,36846,-38.9794
n30_graph0,30,0.0,5.0,uniform,glauber,41064,-38.9815
n30_graph0,30,0.0,5.0,uniform,glauber,45765,-38.98
n30_graph0,30,0.0,5.0,uniform,glauber,51005,-38.982
n30_graph0,30,0.0,5.0,uniform,glauber,56845,-38.9839
n30_graph0,30,0.0,5.0,uniform,glauber,63353,-38.9855
n30_graph0,30,0.0,5.0,uniform,glauber,70606,-38.987
n30_graph0,30,0.0,5.0,uniform,glauber,78690,-38.9884
n30_graph0,30,0.0,5.0,uniform,glauber,87699,-38.9896
n30_graph0,30,0.0,5.0,uniform,glauber,97740,-38.9906
n30_graph0,30,0.0,5.0,uniform,glauber,108930,-38.9916
n30_graph0,30,0.0,5.0,uniform,glauber,121401,-38.9918
n30_graph0,30,0.0,5.0,uniform,glauber,135300,-38.9926
n30_graph0,30,0.0,5.0,uniform,glauber,150791,-38.9934
n30_graph0,30,0.0,5.0,uniform,glauber,168055,-38.9941
n30_graph0,30,0.0,5.0,uniform,glauber,187295,-38.9947
n30_graph0,30,0.0,5.0,uniform,glauber,208739,-38.9952
n30_graph0,30,0.0,5.0,uniform,glauber,232637,-38.9957
n30_graph0,30,0.0,5.0,uniform,glauber,259272,-38.9962
n30_graph0,30,0.0,5.0,uniform,glauber,288956,-38.9966
n30_graph0,30,0.0,5.0,uniform,glauber,322038,-38.9969
n30_graph0,30,0.0,5.0,uniform,glauber,358909,-38.9972
n30_graph0,30,0.0,5.0,uniform,glauber,400000,-38.9975
n30_graph0,30,0.1,0.1,ground,metropolis,1,-36.2
n30_graph0,30,0.1,0.1,ground,metropolis,2,-36.2
n30_graph0,30,0.1,0.1,ground,metropolis,3,-34.2667
n30_graph0,30,0.1,0.1,ground,metropolis,4,-31.85
n30_graph0,30,0.1,0.1,ground,metropolis,5,-30.4
n30_graph0,30,0.1,0.1,ground,metropolis,6,-29.1333
n30_graph0,30,0.1,0.1,ground,metropolis,7,-28.2286
n30_graph0,30,0.1,0.1,ground,metropolis,8,-26.825
n30_graph0,30,0.1,0.1,ground,metropolis,9,-25.9333
n30_graph0,30,0.1,0.1,ground,metropolis,10,-25.04
n30_graph0,30,0.1,0.1,ground,metropolis,11,-24.1455
n30_graph0,30,0.1,0.1,ground,metropolis,12,-22.9167
n30_graph0,30,0.1,0.1,ground,metropolis,13,-21.7385
n30_graph0,30,0.1,0.1,ground,metropolis,15,-19.76
n30_graph0,30,0.1,0.1,ground,metropolis,17,-18.2235
n30_graph0,30,0.1,0.1,ground,metropolis,19,-16.9158
n30_graph0,30,0.1,0.1,ground,metropolis,21,-16.1714
n30_graph0,30,0.1,0.1,ground,metropolis,23,-16.0783
n30_graph0,30,0.1,0.1,ground,metropolis,26,-15.7923
n30_graph0,30,0.1,0.1,ground,metropolis,29,-15.5034
n30_graph0,30,0.1,0.1,ground,metropolis,32,-15.2375
n30_graph0,30,0.1,0.1,ground,metropolis,36,-14.5
n30_graph0,30,0.1,0.1,ground,metropolis,40,-13.4
n30_graph0,30,0.1,0.1,ground,metropolis,44,-11.8409
n30_graph0,30,0.1,0.1,ground,metropolis,50,-10.204
n30_graph0,30,0.1,0.1,ground,metropolis,55,-9.91273
n30_graph0,30,0.1,0.1,ground,metropolis,62,-9.36774
n30_graph0,30,0.1,0.1,ground,metropolis,69,-8.46957
n30_graph0,30,0.1,0.1,ground,metropolis,76,-7.32632
n30_graph0,30,0.1,0.1,ground,metropolis,85,-6.56
n30_graph0,30,0.1,0.1,ground,metropolis,95,-6.12211
n30_graph0,30,0.1,0.1,ground,metropolis,106,-5.53585
n30_graph0,30,0.1,0.1,ground,metropolis,118,-4.87119
n30_graph0,30,0.1,0.1,ground,metropolis,131,-4.63664
n30_graph0,30,0.1,0.1,ground,metropolis,146,-4.57397
n30_graph0,30,0.1,0.1,ground,metropolis,163,-4.87975
n30_graph0,30,0.1,0.1,ground,metropolis,182,-4.81099
n30_graph0,30,0.1,0.1,ground,metropolis,203,-4.8601
n30_graph0,30,0.1,0.1,ground,metropolis,226,-4.73009
