graph_id,n,h,beta,step,log_Z_running
n16_graph3,16,0.2,1.8,10457,54.787496
n16_graph3,16,0.2,1.8,12788,54.792283
n16_graph3,16,0.2,1.8,15638,54.792124
n16_graph3,16,0.2,1.8,19123,54.256869
n16_graph3,16,0.2,1.8,23385,54.267991
n16_graph3,16,0.2,1.8,28596,54.266267
n16_graph3,16,0.2,1.8,34969,53.727294
n16_graph3,16,0.2,1.8,42763,53.215653
n16_graph3,16,0.2,1.8,52293,53.160246
n16_graph3,16,0.2,1.8,63947,52.578849
n16_graph3,16,0.2,1.8,78199,51.969413
n16_graph3,16,0.2,1.8,95627,50.697336
n16_graph3,16,0.2,1.8,116938,50.022722
n16_graph3,16,0.2,1.8,143000,48.907958
n16_graph3,16,0.2,2.5,1,73.012187
n16_graph3,16,0.2,2.5,2,73.012187
n16_graph3,16,0.2,2.5,3,73.012187
n16_graph3,16,0.2,2.5,4,73.012187
n16_graph3,16,0.2,2.5,5,73.012187
n16_graph3,16,0.2,2.5,6,73.012187
n16_graph3,16,0.2,2.5,7,73.012187
n16_graph3,16,0.2,2.5,9,73.012187
n16_graph3,16,0.2,2.5,11,73.012187
n16_graph3,16,0.2,2.5,13,73.012187
n16_graph3,16,0.2,2.5,16,73.012187
n16_graph3,16,0.2,2.5,19,73.012187
n16_graph3,16,0.2,2.5,24,73.012187
n16_graph3,16,0.2,2.5,29,73.012187
n16_graph3,16,0.2,2.5,35,73.012187
n16_graph3,16,0.2,2.5,43,73.012187
n16_graph3,16,0.2,2.5,52,73.012187
n16_graph3,16,0.2,2.5,64,73.012187
n16_graph3,16,0.2,2.5,78,73.012187
n16_graph3,16,0.2,2.5,95,73.012187
n16_graph3,16,0.2,2.5,115,73.012187
n16_graph3,16,0.2,2.5,140,73.012187
n16_graph3,16,0.2,2.5,171,73.012187
n16_graph3,16,0.2,2.5,209,73.012187
n16_graph3,16,0.2,2.5,254,73.012187
n16_graph3,16,0.2,2.5,310,73.012187
n16_graph3,16,0.2,2.5,378,73.012187
n16_graph3,16,0.2,2.5,460,73.012187
n16_graph3,16,0.2,2.5,561,73.012187
n16_graph3,16,0.2,2.5,684,73.012187
n16_graph3,16,0.2,2.5,833,73.012187
n16_graph3,16,0.2,2.5,1015,73.012187
n16_graph3,16,0.2,2.5,1237,73.012187
n16_graph3,16,0.2,2.5,1508,73.012187
n16_graph3,16,0.2,2.5,1838,73.012187
n16_graph3,16,0.2,2.5,2240,73.012187
n16_graph3,16,0.2,2.5,2729,73.012187
n16_graph3,16,0.2,2.5,3326,72.496851
n16_graph3,16,0.2,2.5,4054,72.500419
n16_graph3,16,0.2,2.5,4940,72.486198
n16_graph3,16,0.2,2.5,6021,72.486940
n16_graph3,16,0.2,2.5,7338,72.491061
n16_graph3,16,0.2,2.5,8943,72.495538
n16_graph3,16,0.2,2.5,10899,72.498252
n16_graph3,16,0.2,2.5,13282,72.501307
n16_graph3,16,0.2,2.5,16187,71.975529
n16_graph3,16,0.2,2.5,19728,71.981522
n16_graph3,16,0.2,2.5,24042,71.981686
n16_graph3,16,0.2,2.5,29301,71.400077
n16_graph3,16,0.2,2.5,35709,71.429838
n16_graph3,16,0.2,2.5,43519,70.883848
n16_graph3,16,0.2,2.5,53037,70.867636
n16_graph3,16,0.2,2.5,64637,70.287046
n16_graph3,16,0.2,2.5,78774,69.696082
n16_graph3,16,0.2,2.5,96003,68.361829
n16_graph3,16,0.2,2.5,117000,67.983276
n16_graph3,16,0.2,5.0,1,138.030848
n16_graph3,16,0.2,5.0,2,138.030848
n16_graph3,16,0.2,5.0,3,138.030848
n16_graph3,16,0.2,5.0,4,138.030848
n16_graph3,16,0.2,5.0,5,138.030848
n16_graph3,16,0.2,5.0,6,138.030848
n16_graph3,16,0.2,5.0,8,138.030848
n16_graph3,16,0.2,5.0,9,138.030848
n16_graph3,16,0.2,5.0,11,138.030848
n16_graph3,16,0.2,5.0,13,138.030848
n16_graph3,16,0.2,5.0,16,138.030848
n16_graph3,16,0.2,5.0,19,138.030848
n16_graph3,16,0.2,5.0,23,138.030848
n16_graph3,16,0.2,5.0,27,138.030848
n16_graph3,16,0.2,5.0,33,138.030848
n16_graph3,16,0.2,5.0,40,138.030848
n16_graph3,16,0.2,5.0,48,138.030848
n16_graph3,16,0.2,5.0,57,138.030848
n16_graph3,16,0.2,5.0,69,138.030848
n16_graph3,16,0.2,5.0,83,138.030848
n16_graph3,16,0.2,5.0,100,138.030848
n16_graph3,16,0.2,5.0,120,138.030848
n16_graph3,16,0.2,5.0,144,138.030848
n16_graph3,16,0.2,5.0,173,138.030848
n16_graph3,16,0.2,5.0,208,138.030848
n16_graph3,16,0.2,5.0,250,138.030848
n16_graph3,16,0.2,5.0,301,138.030848
n16_graph3,16,0.2,5.0,361,138.030848
n16_graph3,16,0.2,5.0,434,138.030848
n16_graph3,16,0.2,5.0,522,138.030848
n16_graph3,16,0.2,5.0,628,138.030848
n16_graph3,16,0.2,5.0,754,138.030848
n16_graph3,16,0.2,5.0,907,138.030848
n16_graph3,16,0.2,5.0,1090,138.030848
n16_graph3,16,0.2,5.0,1310,138.030848
n16_graph3,16,0.2,5.0,1575,138.030848
n16_graph3,16,0.2,5.0,1893,138.030848
n16_graph3,16,0.2,5.0,2276,138.030848
n16_graph3,16,0.2,5.0,2736,138.030848
n16_graph3,16,0.2,5.0,3289,137.481802
n16_graph3,16,0.2,5.0,3953,137.512722
n16_graph3,16,0.2,5.0,4752,137.520021
n16_graph3,16,0.2,5.0,5712,137.528111
n16_graph3,16,0.2,5.0,6867,137.531710
n16_graph3,16,0.2,5.0,8254,137.529655
n16_graph3,16,0.2,5.0,9922,137.525303
n16_graph3,16,0.2,5.0,11927,137.529770
n16_graph3,16,0.2,5.0,14338,137.526948
n16_graph3,16,0.2,5.0,17235,136.971964
n16_graph3,16,0.2,5.0,20718,136.985445
n16_graph3,16,0.2,5.0,24904,136.989517
n16_graph3,16,0.2,5.0,29937,136.447991
n16_graph3,16,0.2,5.0,35986,136.449295
n16_graph3,16,0.2,5.0,43258,136.010757
n16_graph3,16,0.2,5.0,52000,135.986324
n16_graph3,16,0.5,0.1,1,13.510347
n16_graph3,16,0.5,0.1,2,13.510347
n16_graph3,16,0.5,0.1,3,13.510347
n16_graph3,16,0.5,0.1,4,13.510347
n16_graph3,16,0.5,0.1,5,13.510347
n16_graph3,16,0.5,0.1,6,13.510347
n16_graph3,16,0.5,0.1,8,13.510347
n16_graph3,16,0.5,0.1,10,13.510347
n16_graph3,16,0.5,0.1,12,13.510347
n16_graph3,16,0.5,0.1,15,13.510347
n16_graph3,16,0.5,0.1,18,13.510347
n16_graph3,16,0.5,0.1,22,13.510347
n16_graph3,16,0.5,0.1,28,13.510347
n16_graph3,16,0.5,0.1,34,13.510347
n16_graph3,16,0.5,0.1,42,13.510347
n16_graph3,16,0.5,0.1,52,13.510347
n16_graph3,16,0.5,0.1,63,13.510347
n16_graph3,16,0.5,0.1,78,13.510347
n16_graph3,16,0.5,0.1,96,13.510347
n16_graph3,16,0.5,0.1,118,13.510347
n16_graph3,16,0.5,0.1,146,13.510347
n16_graph3,16,0.5,0.1,179,13.510347
n16_graph3,16,0.5,0.1,221,13.510347
n16_graph3,16,0.5,0.1,271,13.510347
n16_graph3,16,0.5,0.1,334,13.510347
n16_graph3,16,0.5,0.1,411,13.510347
n16_graph3,16,0.5,0.1,506,13.510347
n16_graph3,16,0.5,0.1,623,13.510347
n16_graph3,16,0.5,0.1,766,13.510347
n16_graph3,16,0.5,0.1,943,13.510347
n16_graph3,16,0.5,0.1,1161,13.510347
n16_graph3,16,0.5,0.1,1428,13.510347
n16_graph3,16,0.5,0.1,1758,13.510347
n16_graph3,16,0.5,0.1,2163,13.510347
n16_graph3,16,0.5,0.1,2662,13.510347
n16_graph3,16,0.5,0.1,3276,13.198931
n16_graph3,16,0.5,0.1,4032,13.241827
n16_graph3,16,0.5,0.1,4961,13.247967
n16_graph3,16,0.5,0.1,6106,13.252556
n16_graph3,16,0.5,0.1,7514,13.253316
n16_graph3,16,0.5,0.1,9247,13.267823
n16_graph3,16,0.5,0.1,11380,13.276709
n16_graph3,16,0.5,0.1,14005,13.277000
n16_graph3,16,0.5,0.1,17235,13.036343
n16_graph3,16,0.5,0.1,21211,13.056367
n16_graph3,16,0.5,0.1,26103,13.055165
n16_graph3,16,0.5,0.1,32124,12.830989
n16_graph3,16,0.5,0.1,39534,12.840957
n16_graph3,16,0.5,0.1,48653,12.643762
n16_graph3,16,0.5,0.1,59875,12.446482
n16_graph3,16,0.5,0.1,73685,12.238097
n16_graph3,16,0.5,0.1,90681,12.044441
n16_graph3,16,0.5,0.1,111597,11.741645
n16_graph3,16,0.5,0.1,137338,11.474391
n16_graph3,16,0.5,0.1,169016,11.310945
n16_graph3,16,0.5,0.1,208000,11.222192
n16_graph3,16,0.5,0.2,1,15.970222
n16_graph3,16,0.5,0.2,2,15.970222
n16_graph3,16,0.5,0.2,3,15.970222
n16_graph3,16,0.5,0.2,4,15.970222
n16_graph3,16,0.5,0.2,5,15.970222
n16_graph3,16,0.5,0.2,6,15.970222
n16_graph3,16,0.5,0.2,8,15.970222
n16_graph3,16,0.5,0.2,10,15.970222
n16_graph3,16,0.5,0.2,12,15.970222
n16_graph3,16,0.5,0.2,15,15.970222
n16_graph3,16,0.5,0.2,18,15.970222
n16_graph3,16,0.5,0.2,22,15.970222
n16_graph3,16,0.5,0.2,27,15.970222
n16_graph3,16,0.5,0.2,33,15.970222
n16_graph3,16,0.5,0.2,41,15.970222
n16_graph3,16,0.5,0.2,51,15.970222
n16_graph3,16,0.5,0.2,62,15.970222
n16_graph3,16,0.5,0.2,76,15.970222
n16_graph3,16,0.5,0.2,94,15.970222
n16_graph3,16,0.5,0.2,115,15.970222
n16_graph3,16,0.5,0.2,142,15.970222
n16_graph3,16,0.5,0.2,174,15.970222
n16_graph3,16,0.5,0.2,214,15.970222
n16_graph3,16,0.5,0.2,264,15.970222
n16_graph3,16,0.5,0.2,324,15.970222
n16_graph3,16,0.5,0.2,398,15.970222
n16_graph3,16,0.5,0.2,490,15.970222
n16_graph3,16,0.5,0.2,602,15.970222
n16_graph3,16,0.5,0.2,740,15.970222
n16_graph3,16,0.5,0.2,910,15.970222
n16_graph3,16,0.5,0.2,1118,15.970222
n16_graph3,16,0.5,0.2,1375,15.970222
n16_graph3,16,0.5,0.2,1690,15.970222
n16_graph3,16,0.5,0.2,2077,15.970222
n16_graph3,16,0.5,0.2,2554,15.970222
n16_graph3,16,0.5,0.2,3139,15.658796
n16_graph3,16,0.5,0.2,3859,15.616211
n16_graph3,16,0.5,0.2,4744,15.622929
n16_graph3,16,0.5,0.2,5832,15.613572
n16_graph3,16,0.5,0.2,7169,15.602930
n16_graph3,16,0.5,0.2,8813,15.611567
n16_graph3,16,0.5,0.2,10834,15.614848
n16_graph3,16,0.5,0.2,13318,15.623267
n16_graph3,16,0.5,0.2,16372,15.237648
n16_graph3,16,0.5,0.2,20126,15.258879
n16_graph3,16,0.5,0.2,24741,15.268201
n16_graph3,16,0.5,0.2,30414,15.014546
n16_graph3,16,0.5,0.2,37389,14.936108
n16_graph3,16,0.5,0.2,45962,14.631462
n16_graph3,16,0.5,0.2,56502,14.322844
n16_graph3,16,0.5,0.2,69459,14.005338
n16_graph3,16,0.5,0.2,85386,13.570406
n16_graph3,16,0.5,0.2,104966,13.177217
n16_graph3,16,0.5,0.2,129036,12.597582
n16_graph3,16,0.5,0.2,158626,12.099627
n16_graph3,16,0.5,0.2,195000,11.749394
n16_graph3,16,0.5,0.3,1,18.469684
n16_graph3,16,0.5,0.3,2,18.469684
n16_graph3,16,0.5,0.3,3,18.469684
n16_graph3,16,0.5,0.3,4,18.469684
n16_graph3,16,0.5,0.3,5,18.469684
n16_graph3,16,0.5,0.3,6,18.469684
n16_graph3,16,0.5,0.3,8,18.469684
n16_graph3,16,0.5,0.3,10,18.469684
n16_graph3,16,0.5,0.3,12,18.469684
n16_graph3,16,0.5,0.3,14,18.469684
n16_graph3,16,0.5,0.3,18,18.469684
n16_graph3,16,0.5,0.3,22,18.469684
n16_graph3,16,0.5,0.3,27,18.469684
n16_graph3,16,0.5,0.3,33,18.469684
n16_graph3,16,0.5,0.3,40,18.469684
n16_graph3,16,0.5,0.3,49,18.469684
n16_graph3,16,0.5,0.3,61,18.469684
n16_graph3,16,0.5,0.3,75,18.469684
n16_graph3,16,0.5,0.3,91,18.469684
n16_graph3,16,0.5,0.3,112,18.469684
n16_graph3,16,0.5,0.3,138,18.469684
n16_graph3,16,0.5,0.3,169,18.469684
n16_graph3,16,0.5,0.3,208,18.469684
n16_graph3,16,0.5,0.3,255,18.469684
n16_graph3,16,0.5,0.3,314,18.469684
n16_graph3,16,0.5,0.3,385,18.469684
n16_graph3,16,0.5,0.3,473,18.469684
n16_graph3,16,0.5,0.3,580,18.469684
n16_graph3,16,0.5,0.3,713,18.469684
n16_graph3,16,0.5,0.3,875,18.469684
n16_graph3,16,0.5,0.3,1075,18.469684
n16_graph3,16,0.5,0.3,1319,18.469684
n16_graph3,16,0.5,0.3,1620,18.469684
n16_graph3,16,0.5,0.3,1989,18.469684
n16_graph3,16,0.5,0.3,2443,18.469684
n16_graph3,16,0.5,0.3,2999,18.469684
n16_graph3,16,0.5,0.3,3683,18.060309
n16_graph3,16,0.5,0.3,4522,18.076928
n16_graph3,16,0.5,0.3,5552,18.061156
n16_graph3,16,0.5,0.3,6817,18.059807
n16_graph3,16,0.5,0.3,8371,18.071884
n16_graph3,16,0.5,0.3,10278,18.066195
n16_graph3,16,0.5,0.3,12620,18.061845
n16_graph3,16,0.5,0.3,15496,18.063262
n16_graph3,16,0.5,0.3,19027,17.627377
n16_graph3,16,0.5,0.3,23363,17.628664
n16_graph3,16,0.5,0.3,28687,17.636730
n16_graph3,16,0.5,0.3,35224,17.192928
n16_graph3,16,0.5,0.3,43251,16.775482
n16_graph3,16,0.5,0.3,53107,16.751840
n16_graph3,16,0.5,0.3,65208,16.307052
n16_graph3,16,0.5,0.3,80068,15.842626
n16_graph3,16,0.5,0.3,98313,14.897598
n16_graph3,16,0.5,0.3,120716,13.972663
n16_graph3,16,0.5,0.3,148224,13.148764
n16_graph3,16,0.5,0.3,182000,12.677523
n16_graph3,16,0.5,0.5,1,23.585232
n16_graph3,16,0.5,0.5,2,23.585232
n16_graph3,16,0.5,0.5,3,23.585232
n16_graph3,16,0.5,0.5,4,23.585232
n16_graph3,16,0.5,0.5,5,23.585232
n16_graph3,16,0.5,0.5,6,23.585232
n16_graph3,16,0.5,0.5,8,23.585232
n16_graph3,16,0.5,0.5,9,23.585232
n16_graph3,16,0.5,0.5,12,23.585232
n16_graph3,16,0.5,0.5,14,23.585232
n16_graph3,16,0.5,0.5,17,23.585232
n16_graph3,16,0.5,0.5,21,23.585232
n16_graph3,16,0.5,0.5,26,23.585232
n16_graph3,16,0.5,0.5,32,23.585232
n16_graph3,16,0.5,0.5,39,23.585232
n16_graph3,16,0.5,0.5,48,23.585232
n16_graph3,16,0.5,0.5,59,23.585232
n16_graph3,16,0.5,0.5,73,23.585232
n16_graph3,16,0.5,0.5,89,23.585232
n16_graph3,16,0.5,0.5,109,23.585232
n16_graph3,16,0.5,0.5,134,23.585232
n16_graph3,16,0.5,0.5,164,23.585232
n16_graph3,16,0.5,0.5,201,23.585232
n16_graph3,16,0.5,0.5,247,23.585232
n16_graph3,16,0.5,0.5,303,23.585232
n16_graph3,16,0.5,0.5,371,23.585232
n16_graph3,16,0.5,0.5,455,23.585232
n16_graph3,16,0.5,0.5,558,23.585232
n16_graph3,16,0.5,0.5,685,23.585232
n16_graph3,16,0.5,0.5,840,23.585232
n16_graph3,16,0.5,0.5,1030,23.585232
n16_graph3,16,0.5,0.5,1263,23.585232
n16_graph3,16,0.5,0.5,1548,23.585232
n16_graph3,16,0.5,0.5,1899,23.585232
n16_graph3,16,0.5,0.5,2329,23.585232
n16_graph3,16,0.5,0.5,2856,23.585232
n16_graph3,16,0.5,0.5,3502,23.098514
n16_graph3,16,0.5,0.5,4295,23.106394
n16_graph3,16,0.5,0.5,5267,23.120303
n16_graph3,16,0.5,0.5,6459,23.113943
n16_graph3,16,0.5,0.5,7921,23.117453
n16_graph3,16,0.5,0.5,9713,23.116248
n16_graph3,16,0.5,0.5,11912,23.112116
n16_graph3,16,0.5,0.5,14608,23.108427
n16_graph3,16,0.5,0.5,17914,22.619060
n16_graph3,16,0.5,0.5,21969,22.615821
n16_graph3,16,0.5,0.5,26941,22.614735
n16_graph3,16,0.5,0.5,33039,22.082378
n16_graph3,16,0.5,0.5,40516,22.090945
n16_graph3,16,0.5,0.5,49686,21.566109
n16_graph3,16,0.5,0.5,60932,21.042834
n16_graph3,16,0.5,0.5,74723,20.461571
n16_graph3,16,0.5,0.5,91635,19.899674
n16_graph3,16,0.5,0.5,112375,18.713186
n16_graph3,16,0.5,0.5,137809,17.433350
n16_graph3,16,0.5,0.5,169000,16.777048
n16_graph3,16,0.5,0.8,1,31.537611
n16_graph3,16,0.5,0.8,2,31.537611
n16_graph3,16,0.5,0.8,3,31.537611
n16_graph3,16,0.5,0.8,4,31.537611
n16_graph3,16,0.5,0.8,5,31.537611
n16_graph3,16,0.5,0.8,6,31.537611
n16_graph3,16,0.5,0.8,7,31.537611
n16_graph3,16,0.5,0.8,9,31.537611
n16_graph3,16,0.5,0.8,11,31.537611
n16_graph3,16,0.5,0.8,13,31.537611
n16_graph3,16,0.5,0.8,16,31.537611
n16_graph3,16,0.5,0.8,20,31.537611
n16_graph3,16,0.5,0.8,24,31.537611
n16_graph3,16,0.5,0.8,30,31.537611
n16_graph3,16,0.5,0.8,36,31.537611
n16_graph3,16,0.5,0.8,44,31.537611
n16_graph3,16,0.5,0.8,54,31.537611
n16_graph3,16,0.5,0.8,66,31.537611
n16_graph3,16,0.5,0.8,81,31.537611
n16_graph3,16,0.5,0.8,99,31.537611
n16_graph3,16,0.5,0.8,120,31.537611
n16_graph3,16,0.5,0.8,147,31.537611
n16_graph3,16,0.5,0.8,179,31.537611
n16_graph3,16,0.5,0.8,219,31.537611
n16_graph3,16,0.5,0.8,267,31.537611
n16_graph3,16,0.5,0.8,326,31.537611
n16_graph3,16,0.5,0.8,398,31.537611
n16_graph3,16,0.5,0.8,486,31.537611
n16_graph3,16,0.5,0.8,594,31.537611
n16_graph3,16,0.5,0.8,725,31.537611
n16_graph3,16,0.5,0.8,885,31.537611
n16_graph3,16,0.5,0.8,1081,31.537611
n16_graph3,16,0.5,0.8,1319,31.537611
n16_graph3,16,0.5,0.8,1611,31.537611
n16_graph3,16,0.5,0.8,1967,31.537611
n16_graph3,16,0.5,0.8,2401,31.537611
n16_graph3,16,0.5,0.8,2931,31.537611
n16_graph3,16,0.5,0.8,3579,31.012769
n16_graph3,16,0.5,0.8,4370,31.032630
n16_graph3,16,0.5,0.8,5335,31.035135
n16_graph3,16,0.5,0.8,6513,31.027162
n16_graph3,16,0.5,0.8,7952,31.030419
n16_graph3,16,0.5,0.8,9708,31.033571
n16_graph3,16,0.5,0.8,11853,31.031220
n16_graph3,16,0.5,0.8,14471,31.029331
n16_graph3,16,0.5,0.8,17667,30.502868
n16_graph3,16,0.5,0.8,21570,30.516287
n16_graph3,16,0.5,0.8,26335,30.504466
n16_graph3,16,0.5,0.8,32152,29.968687
n16_graph3,16,0.5,0.8,39254,29.975488
n16_graph3,16,0.5,0.8,47925,29.432628
n16_graph3,16,0.5,0.8,58511,28.890011
n16_graph3,16,0.5,0.8,71435,28.270442
n16_graph3,16,0.5,0.8,87215,27.636692
n16_graph3,16,0.5,0.8,106480,26.986243
n16_graph3,16,0.5,0.8,130000,25.660610
n16_graph3,16,0.5,1.0,1,37.012187
n16_graph3,16,0.5,1.0,2,37.012187
n16_graph3,16,0.5,1.0,3,37.012187
n16_graph3,16,0.5,1.0,4,37.012187
n16_graph3,16,0.5,1.0,5,37.012187
n16_graph3,16,0.5,1.0,6,37.012187
n16_graph3,16,0.5,1.0,7,37.012187
n16_graph3,16,0.5,1.0,9,37.012187
n16_graph3,16,0.5,1.0,11,37.012187
n16_graph3,16,0.5,1.0,13,37.012187
n16_graph3,16,0.5,1.0,16,37.012187
n16_graph3,16,0.5,1.0,19,37.012187
n16_graph3,16,0.5,1.0,24,37.012187
n16_graph3,16,0.5,1.0,29,37.012187
n16_graph3,16,0.5,1.0,35,37.012187
n16_graph3,16,0.5,1.0,43,37.012187
n16_graph3,16,0.5,1.0,52,37.012187
n16_graph3,16,0.5,1.0,64,37.012187
n16_graph3,16,0.5,1.0,78,37.012187
n16_graph3,16,0.5,1.0,95,37.012187
n16_graph3,16,0.5,1.0,115,37.012187
n16_graph3,16,0.5,1.0,140,37.012187
n16_graph3,16,0.5,1.0,171,37.012187
n16_graph3,16,0.5,1.0,209,37.012187
n16_graph3,16,0.5,1.0,254,37.012187
n16_graph3,16,0.5,1.0,310,37.012187
n16_graph3,16,0.5,1.0,378,37.012187
n16_graph3,16,0.5,1.0,460,37.012187
n16_graph3,16,0.5,1.0,561,37.012187
n16_graph3,16,0.5,1.0,684,37.012187
n16_graph3,16,0.5,1.0,833,37.012187
n16_graph3,16,0.5,1.0,1015,37.012187
n16_graph3,16,0.5,1.0,1237,37.012187
n16_graph3,16,0.5,1.0,1508,37.012187
n16_graph3,16,0.5,1.0,1838,37.012187
n16_graph3,16,0.5,1.0,2240,37.012187
n16_graph3,16,0.5,1.0,2729,37.012187
n16_graph3,16,0.5,1.0,3326,36.511878
n16_graph3,16,0.5,1.0,4054,36.510857
n16_graph3,16,0.5,1.0,4940,36.512710
n16_graph3,16,0.5,1.0,6021,36.510773
n16_graph3,16,0.5,1.0,7338,36.507721
n16_graph3,16,0.5,1.0,8943,36.511526
n16_graph3,16,0.5,1.0,10899,36.511374
n16_graph3,16,0.5,1.0,13282,36.508831
n16_graph3,16,0.5,1.0,16187,36.077942
n16_graph3,16,0.5,1.0,19728,35.990617
n16_graph3,16,0.5,1.0,24042,35.985164
n16_graph3,16,0.5,1.0,29301,35.521820
n16_graph3,16,0.5,1.0,35709,35.444306
n16_graph3,16,0.5,1.0,43519,34.886415
n16_graph3,16,0.5,1.0,53037,34.879724
n16_graph3,16,0.5,1.0,64637,34.305611
n16_graph3,16,0.5,1.0,78774,33.709956
n16_graph3,16,0.5,1.0,96003,32.435637
n16_graph3,16,0.5,1.0,117000,32.009238
n16_graph3,16,0.5,1.3,1,45.456135
n16_graph3,16,0.5,1.3,2,45.456135
n16_graph3,16,0.5,1.3,3,45.456135
n16_graph3,16,0.5,1.3,4,45.456135
n16_graph3,16,0.5,1.3,5,45.456135
n16_graph3,16,0.5,1.3,6,45.456135
n16_graph3,16,0.5,1.3,7,45.456135
n16_graph3,16,0.5,1.3,8,45.456135
n16_graph3,16,0.5,1.3,10,45.456135
n16_graph3,16,0.5,1.3,12,45.456135
n16_graph3,16,0.5,1.3,15,45.456135
n16_graph3,16,0.5,1.3,18,45.456135
n16_graph3,16,0.5,1.3,22,45.456135
n16_graph3,16,0.5,1.3,27,45.456135
n16_graph3,16,0.5,1.3,33,45.456135
n16_graph3,16,0.5,1.3,40,45.456135
n16_graph3,16,0.5,1.3,48,45.456135
n16_graph3,16,0.5,1.3,58,45.456135
n16_graph3,16,0.5,1.3,71,45.456135
n16_graph3,16,0.5,1.3,86,45.456135
n16_graph3,16,0.5,1.3,104,45.456135
n16_graph3,16,0.5,1.3,126,45.456135
n16_graph3,16,0.5,1.3,153,45.456135
n16_graph3,16,0.5,1.3,186,45.456135
n16_graph3,16,0.5,1.3,226,45.456135
n16_graph3,16,0.5,1.3,274,45.456135
n16_graph3,16,0.5,1.3,332,45.456135
n16_graph3,16,0.5,1.3,403,45.456135
n16_graph3,16,0.5,1.3,489,45.456135
n16_graph3,16,0.5,1.3,594,45.456135
n16_graph3,16,0.5,1.3,721,45.456135
n16_graph3,16,0.5,1.3,875,45.456135
n16_graph3,16,0.5,1.3,1061,45.456135
n16_graph3,16,0.5,1.3,1288,45.456135
n16_graph3,16,0.5,1.3,1563,45.456135
n16_graph3,16,0.5,1.3,1897,45.456135
n16_graph3,16,0.5,1.3,2302,45.456135
n16_graph3,16,0.5,1.3,2793,45.456135
n16_graph3,16,0.5,1.3,3390,44.932216
n16_graph3,16,0.5,1.3,4114,44.951136
n16_graph3,16,0.5,1.3,4992,44.947020
n16_graph3,16,0.5,1.3,6058,44.940315
n16_graph3,16,0.5,1.3,7351,44.952599
n16_graph3,16,0.5,1.3,8921,44.945669
n16_graph3,16,0.5,1.3,10826,44.946070
n16_graph3,16,0.5,1.3,13138,44.948654
n16_graph3,16,0.5,1.3,15943,44.948654
n16_graph3,16,0.5,1.3,19348,44.430753
n16_graph3,16,0.5,1.3,23479,44.425536
n16_graph3,16,0.5,1.3,28493,44.423334
n16_graph3,16,0.5,1.3,34577,43.875145
n16_graph3,16,0.5,1.3,41960,43.878207
n16_graph3,16,0.5,1.3,50920,43.312040
n16_graph3,16,0.5,1.3,61793,42.722820
n16_graph3,16,0.5,1.3,74988,42.100755
n16_graph3,16,0.5,1.3,91000,41.576065
n16_graph3,16,0.5,1.8,1,60.047642
n16_graph3,16,0.5,1.8,2,60.047642
n16_graph3,16,0.5,1.8,3,60.047642
n16_graph3,16,0.5,1.8,4,60.047642
n16_graph3,16,0.5,1.8,5,60.047642
n16_graph3,16,0.5,1.8,7,60.047642
n16_graph3,16,0.5,1.8,8,60.047642
n16_graph3,16,0.5,1.8,10,60.047642
n16_graph3,16,0.5,1.8,11,60.047642
n16_graph3,16,0.5,1.8,14,60.047642
n16_graph3,16,0.5,1.8,17,60.047642
n16_graph3,16,0.5,1.8,20,60.047642
n16_graph3,16,0.5,1.8,24,60.047642
n16_graph3,16,0.5,1.8,29,60.047642
n16_graph3,16,0.5,1.8,35,60.047642
n16_graph3,16,0.5,1.8,43,60.047642
n16_graph3,16,0.5,1.8,52,60.047642
n16_graph3,16,0.5,1.8,62,60.047642
n16_graph3,16,0.5,1.8,75,60.047642
n16_graph3,16,0.5,1.8,91,60.047642
n16_graph3,16,0.5,1.8,109,60.047642
n16_graph3,16,0.5,1.8,132,60.047642
n16_graph3,16,0.5,1.8,159,60.047642
n16_graph3,16,0.5,1.8,192,60.047642
n16_graph3,16,0.5,1.8,232,60.047642
n16_graph3,16,0.5,1.8,280,60.047642
n16_graph3,16,0.5,1.8,338,60.047642
n16_graph3,16,0.5,1.8,408,60.047642
n16_graph3,16,0.5,1.8,492,60.047642
n16_graph3,16,0.5,1.8,594,60.047642
n16_graph3,16,0.5,1.8,716,60.047642
n16_graph3,16,0.5,1.8,864,60.047642
n16_graph3,16,0.5,1.8,1043,60.047642
n16_graph3,16,0.5,1.8,1258,60.047642
n16_graph3,16,0.5,1.8,1519,60.047642
n16_graph3,16,0.5,1.8,1832,60.047642
n16_graph3,16,0.5,1.8,2211,60.047642
n16_graph3,16,0.5,1.8,2668,60.047642
n16_graph3,16,0.5,1.8,3219,59.504733
n16_graph3,16,0.5,1.8,3884,59.509179
n16_graph3,16,0.5,1.8,4687,59.525613
n16_graph3,16,0.5,1.8,5655,59.528695
n16_graph3,16,0.5,1.8,6824,59.529611
n16_graph3,16,0.5,1.8,8234,59.530830
n16_graph3,16,0.5,1.8,9935,59.535847
n16_graph3,16,0.5,1.8,11988,59.536648
n16_graph3,16,0.5,1.8,14465,59.538997
n16_graph3,16,0.5,1.8,17454,58.989818
n16_graph3,16,0.5,1.8,21060,59.002414
n16_graph3,16,0.5,1.8,25412,59.012900
n16_graph3,16,0.5,1.8,30663,58.452926
n16_graph3,16,0.5,1.8,36999,58.465923
n16_graph3,16,0.5,1.8,44644,57.920587
n16_graph3,16,0.5,1.8,53869,57.900376
