graph_id,n,h,beta,step,log_Z_running
n30_graph0,30,0.2,0.2,40,29.818409
n30_graph0,30,0.2,0.2,50,29.818409
n30_graph0,30,0.2,0.2,62,29.818409
n30_graph0,30,0.2,0.2,78,29.818409
n30_graph0,30,0.2,0.2,97,29.818409
n30_graph0,30,0.2,0.2,120,29.818409
n30_graph0,30,0.2,0.2,149,29.818409
n30_graph0,30,0.2,0.2,185,29.818409
n30_graph0,30,0.2,0.2,231,29.818409
n30_graph0,30,0.2,0.2,287,29.818409
n30_graph0,30,0.2,0.2,356,29.818409
n30_graph0,30,0.2,0.2,443,29.818409
n30_graph0,30,0.2,0.2,551,29.818409
n30_graph0,30,0.2,0.2,685,29.818409
n30_graph0,30,0.2,0.2,851,29.818409
n30_graph0,30,0.2,0.2,1058,29.818409
n30_graph0,30,0.2,0.2,1315,29.818409
n30_graph0,30,0.2,0.2,1635,29.818409
n30_graph0,30,0.2,0.2,2032,29.818409
n30_graph0,30,0.2,0.2,2526,29.818409
n30_graph0,30,0.2,0.2,3141,29.391944
n30_graph0,30,0.2,0.2,3904,29.443869
n30_graph0,30,0.2,0.2,4854,29.454639
n30_graph0,30,0.2,0.2,6034,29.450028
n30_graph0,30,0.2,0.2,7500,29.458054
n30_graph0,30,0.2,0.2,9324,29.462738
n30_graph0,30,0.2,0.2,11591,29.457856
n30_graph0,30,0.2,0.2,14409,29.459563
n30_graph0,30,0.2,0.2,17912,29.156425
n30_graph0,30,0.2,0.2,22267,29.120863
n30_graph0,30,0.2,0.2,27680,29.114359
n30_graph0,30,0.2,0.2,34410,28.774473
n30_graph0,30,0.2,0.2,42776,28.520849
n30_graph0,30,0.2,0.2,53176,28.442459
n30_graph0,30,0.2,0.2,66104,28.082215
n30_graph0,30,0.2,0.2,82175,27.402494
n30_graph0,30,0.2,0.2,102154,27.009422
n30_graph0,30,0.2,0.2,126990,26.262922
n30_graph0,30,0.2,0.2,157864,25.590340
n30_graph0,30,0.2,0.2,196245,24.600941
n30_graph0,30,0.2,0.2,243957,23.426532
n30_graph0,30,0.2,0.2,303268,22.218085
n30_graph0,30,0.2,0.2,377000,21.728162
n30_graph0,30,0.2,0.3,1,34.348383
n30_graph0,30,0.2,0.3,2,34.348383
n30_graph0,30,0.2,0.3,3,34.348383
n30_graph0,30,0.2,0.3,4,34.348383
n30_graph0,30,0.2,0.3,5,34.348383
n30_graph0,30,0.2,0.3,6,34.348383
n30_graph0,30,0.2,0.3,7,34.348383
n30_graph0,30,0.2,0.3,9,34.348383
n30_graph0,30,0.2,0.3,11,34.348383
n30_graph0,30,0.2,0.3,14,34.348383
n30_graph0,30,0.2,0.3,17,34.348383
n30_graph0,30,0.2,0.3,21,34.348383
n30_graph0,30,0.2,0.3,26,34.348383
n30_graph0,30,0.2,0.3,33,34.348383
n30_graph0,30,0.2,0.3,40,34.348383
n30_graph0,30,0.2,0.3,50,34.348383
n30_graph0,30,0.2,0.3,62,34.348383
n30_graph0,30,0.2,0.3,78,34.348383
n30_graph0,30,0.2,0.3,97,34.348383
n30_graph0,30,0.2,0.3,120,34.348383
n30_graph0,30,0.2,0.3,149,34.348383
n30_graph0,30,0.2,0.3,185,34.348383
n30_graph0,30,0.2,0.3,231,34.348383
n30_graph0,30,0.2,0.3,287,34.348383
n30_graph0,30,0.2,0.3,356,34.348383
n30_graph0,30,0.2,0.3,443,34.348383
n30_graph0,30,0.2,0.3,551,34.348383
n30_graph0,30,0.2,0.3,685,34.348383
n30_graph0,30,0.2,0.3,851,34.348383
n30_graph0,30,0.2,0.3,1058,34.348383
n30_graph0,30,0.2,0.3,1315,34.348383
n30_graph0,30,0.2,0.3,1635,34.348383
n30_graph0,30,0.2,0.3,2032,34.348383
n30_graph0,30,0.2,0.3,2526,34.348383
n30_graph0,30,0.2,0.3,3141,33.946401
n30_graph0,30,0.2,0.3,3904,33.883625
n30_graph0,30,0.2,0.3,4854,33.899763
n30_graph0,30,0.2,0.3,6034,33.926791
n30_graph0,30,0.2,0.3,7500,33.925310
n30_graph0,30,0.2,0.3,9324,33.930569
n30_graph0,30,0.2,0.3,11591,33.921005
n30_graph0,30,0.2,0.3,14409,33.919521
n30_graph0,30,0.2,0.3,17912,33.481426
n30_graph0,30,0.2,0.3,22267,33.480675
n30_graph0,30,0.2,0.3,27680,33.490278
n30_graph0,30,0.2,0.3,34410,33.041534
n30_graph0,30,0.2,0.3,42776,32.596548
n30_graph0,30,0.2,0.3,53176,32.626972
n30_graph0,30,0.2,0.3,66104,32.174717
n30_graph0,30,0.2,0.3,82175,31.242502
n30_graph0,30,0.2,0.3,102154,30.860166
n30_graph0,30,0.2,0.3,126990,30.000633
n30_graph0,30,0.2,0.3,157864,29.090525
n30_graph0,30,0.2,0.3,196245,27.747681
n30_graph0,30,0.2,0.3,243957,25.935767
n30_graph0,30,0.2,0.3,303268,23.764892
n30_graph0,30,0.2,0.3,377000,22.989184
n30_graph0,30,0.2,0.5,1,43.444166
n30_graph0,30,0.2,0.5,2,43.444166
n30_graph0,30,0.2,0.5,3,43.444166
n30_graph0,30,0.2,0.5,4,43.444166
n30_graph0,30,0.2,0.5,5,43.444166
n30_graph0,30,0.2,0.5,6,43.444166
n30_graph0,30,0.2,0.5,7,43.444166
n30_graph0,30,0.2,0.5,9,43.444166
n30_graph0,30,0.2,0.5,11,43.444166
n30_graph0,30,0.2,0.5,14,43.444166
n30_graph0,30,0.2,0.5,17,43.444166
n30_graph0,30,0.2,0.5,21,43.444166
n30_graph0,30,0.2,0.5,26,43.444166
n30_graph0,30,0.2,0.5,32,43.444166
n30_graph0,30,0.2,0.5,40,43.444166
n30_graph0,30,0.2,0.5,50,43.444166
n30_graph0,30,0.2,0.5,62,43.444166
n30_graph0,30,0.2,0.5,77,43.444166
n30_graph0,30,0.2,0.5,95,43.444166
n30_graph0,30,0.2,0.5,118,43.444166
n30_graph0,30,0.2,0.5,147,43.444166
n30_graph0,30,0.2,0.5,183,43.444166
n30_graph0,30,0.2,0.5,227,43.444166
n30_graph0,30,0.2,0.5,282,43.444166
n30_graph0,30,0.2,0.5,351,43.444166
n30_graph0,30,0.2,0.5,436,43.444166
n30_graph0,30,0.2,0.5,541,43.444166
n30_graph0,30,0.2,0.5,672,43.444166
n30_graph0,30,0.2,0.5,835,43.444166
n30_graph0,30,0.2,0.5,1038,43.444166
n30_graph0,30,0.2,0.5,1290,43.444166
n30_graph0,30,0.2,0.5,1602,43.444166
n30_graph0,30,0.2,0.5,1990,43.444166
n30_graph0,30,0.2,0.5,2473,43.444166
n30_graph0,30,0.2,0.5,3072,42.962684
n30_graph0,30,0.2,0.5,3817,42.934040
n30_graph0,30,0.2,0.5,4742,42.951045
n30_graph0,30,0.2,0.5,5892,42.966431
n30_graph0,30,0.2,0.5,7320,42.962796
n30_graph0,30,0.2,0.5,9094,42.965822
n30_graph0,30,0.2,0.5,11298,42.965236
n30_graph0,30,0.2,0.5,14037,42.964844
n30_graph0,30,0.2,0.5,17439,42.472381
n30_graph0,30,0.2,0.5,21666,42.494671
n30_graph0,30,0.2,0.5,26917,42.478654
n30_graph0,30,0.2,0.5,33442,41.977706
n30_graph0,30,0.2,0.5,41547,41.978261
n30_graph0,30,0.2,0.5,51618,41.477665
n30_graph0,30,0.2,0.5,64129,40.971128
n30_graph0,30,0.2,0.5,79673,40.449150
n30_graph0,30,0.2,0.5,98984,39.371354
n30_graph0,30,0.2,0.5,122976,38.293109
n30_graph0,30,0.2,0.5,152784,37.167819
n30_graph0,30,0.2,0.5,189816,35.455024
n30_graph0,30,0.2,0.5,235825,33.643751
n30_graph0,30,0.2,0.5,292985,30.538280
n30_graph0,30,0.2,0.5,364000,27.933432
n30_graph0,30,0.2,0.8,1,57.176788
n30_graph0,30,0.2,0.8,2,57.176788
n30_graph0,30,0.2,0.8,3,57.176788
n30_graph0,30,0.2,0.8,4,57.176788
n30_graph0,30,0.2,0.8,5,57.176788
n30_graph0,30,0.2,0.8,6,57.176788
n30_graph0,30,0.2,0.8,7,57.176788
n30_graph0,30,0.2,0.8,9,57.176788
n30_graph0,30,0.2,0.8,11,57.176788
n30_graph0,30,0.2,0.8,13,57.176788
n30_graph0,30,0.2,0.8,17,57.176788
n30_graph0,30,0.2,0.8,21,57.176788
n30_graph0,30,0.2,0.8,25,57.176788
n30_graph0,30,0.2,0.8,32,57.176788
n30_graph0,30,0.2,0.8,39,57.176788
n30_graph0,30,0.2,0.8,49,57.176788
n30_graph0,30,0.2,0.8,60,57.176788
n30_graph0,30,0.2,0.8,75,57.176788
n30_graph0,30,0.2,0.8,93,57.176788
n30_graph0,30,0.2,0.8,115,57.176788
n30_graph0,30,0.2,0.8,143,57.176788
n30_graph0,30,0.2,0.8,177,57.176788
n30_graph0,30,0.2,0.8,220,57.176788
n30_graph0,30,0.2,0.8,273,57.176788
n30_graph0,30,0.2,0.8,339,57.176788
n30_graph0,30,0.2,0.8,421,57.176788
n30_graph0,30,0.2,0.8,522,57.176788
n30_graph0,30,0.2,0.8,648,57.176788
n30_graph0,30,0.2,0.8,804,57.176788
n30_graph0,30,0.2,0.8,997,57.176788
n30_graph0,30,0.2,0.8,1237,57.176788
n30_graph0,30,0.2,0.8,1535,57.176788
n30_graph0,30,0.2,0.8,1905,57.176788
n30_graph0,30,0.2,0.8,2364,57.176788
n30_graph0,30,0.2,0.8,2933,57.176788
n30_graph0,30,0.2,0.8,3639,56.662179
n30_graph0,30,0.2,0.8,4516,56.657421
n30_graph0,30,0.2,0.8,5603,56.667299
n30_graph0,30,0.2,0.8,6952,56.676892
n30_graph0,30,0.2,0.8,8627,56.672574
n30_graph0,30,0.2,0.8,10704,56.673480
n30_graph0,30,0.2,0.8,13282,56.674325
n30_graph0,30,0.2,0.8,16480,56.204327
n30_graph0,30,0.2,0.8,20449,56.146284
n30_graph0,30,0.2,0.8,25374,56.155733
n30_graph0,30,0.2,0.8,31485,55.654766
n30_graph0,30,0.2,0.8,39067,55.638081
n30_graph0,30,0.2,0.8,48476,55.122214
n30_graph0,30,0.2,0.8,60150,54.586602
n30_graph0,30,0.2,0.8,74635,54.043450
n30_graph0,30,0.2,0.8,92609,53.486168
n30_graph0,30,0.2,0.8,114912,52.345563
n30_graph0,30,0.2,0.8,142585,51.144566
n30_graph0,30,0.2,0.8,176923,49.258708
n30_graph0,30,0.2,0.8,219531,47.298711
n30_graph0,30,0.2,0.8,272399,44.454238
n30_graph0,30,0.2,0.8,338000,41.088022
n30_graph0,30,0.2,1.0,1,66.390458
n30_graph0,30,0.2,1.0,2,66.390458
n30_graph0,30,0.2,1.0,3,66.390458
n30_graph0,30,0.2,1.0,4,66.390458
n30_graph0,30,0.2,1.0,5,66.390458
n30_graph0,30,0.2,1.0,6,66.390458
n30_graph0,30,0.2,1.0,7,66.390458
n30_graph0,30,0.2,1.0,9,66.390458
n30_graph0,30,0.2,1.0,11,66.390458
n30_graph0,30,0.2,1.0,13,66.390458
n30_graph0,30,0.2,1.0,16,66.390458
n30_graph0,30,0.2,1.0,20,66.390458
n30_graph0,30,0.2,1.0,25,66.390458
n30_graph0,30,0.2,1.0,31,66.390458
n30_graph0,30,0.2,1.0,39,66.390458
n30_graph0,30,0.2,1.0,48,66.390458
n30_graph0,30,0.2,1.0,60,66.390458
n30_graph0,30,0.2,1.0,74,66.390458
n30_graph0,30,0.2,1.0,92,66.390458
n30_graph0,30,0.2,1.0,114,66.390458
n30_graph0,30,0.2,1.0,141,66.390458
n30_graph0,30,0.2,1.0,175,66.390458
n30_graph0,30,0.2,1.0,217,66.390458
n30_graph0,30,0.2,1.0,269,66.390458
n30_graph0,30,0.2,1.0,333,66.390458
n30_graph0,30,0.2,1.0,413,66.390458
n30_graph0,30,0.2,1.0,512,66.390458
n30_graph0,30,0.2,1.0,635,66.390458
n30_graph0,30,0.2,1.0,787,66.390458
n30_graph0,30,0.2,1.0,976,66.390458
n30_graph0,30,0.2,1.0,1210,66.390458
n30_graph0,30,0.2,1.0,1501,66.390458
n30_graph0,30,0.2,1.0,1861,66.390458
n30_graph0,30,0.2,1.0,2308,66.390458
n30_graph0,30,0.2,1.0,2862,66.390458
n30_graph0,30,0.2,1.0,3548,65.898888
n30_graph0,30,0.2,1.0,4400,65.903626
n30_graph0,30,0.2,1.0,5456,65.898169
n30_graph0,30,0.2,1.0,6765,65.908038
n30_graph0,30,0.2,1.0,8389,65.906643
n30_graph0,30,0.2,1.0,10402,65.907322
n30_graph0,30,0.2,1.0,12899,65.903974
n30_graph0,30,0.2,1.0,15995,65.904140
n30_graph0,30,0.2,1.0,19834,65.380355
n30_graph0,30,0.2,1.0,24594,65.391240
n30_graph0,30,0.2,1.0,30496,64.890910
n30_graph0,30,0.2,1.0,37815,64.868657
n30_graph0,30,0.2,1.0,46891,64.336405
n30_graph0,30,0.2,1.0,58145,63.797746
n30_graph0,30,0.2,1.0,72099,63.256839
n30_graph0,30,0.2,1.0,89403,62.706909
n30_graph0,30,0.2,1.0,110860,61.574962
n30_graph0,30,0.2,1.0,137466,60.355381
n30_graph0,30,0.2,1.0,170458,59.141893
n30_graph0,30,0.2,1.0,211368,56.416364
n30_graph0,30,0.2,1.0,262097,54.247287
n30_graph0,30,0.2,1.0,325000,50.997841
n30_graph0,30,0.2,1.3,1,80.297193
n30_graph0,30,0.2,1.3,2,80.297193
n30_graph0,30,0.2,1.3,3,80.297193
n30_graph0,30,0.2,1.3,4,80.297193
n30_graph0,30,0.2,1.3,6,80.297193
n30_graph0,30,0.2,1.3,7,80.297193
n30_graph0,30,0.2,1.3,8,80.297193
n30_graph0,30,0.2,1.3,10,80.297193
n30_graph0,30,0.2,1.3,13,80.297193
n30_graph0,30,0.2,1.3,16,80.297193
n30_graph0,30,0.2,1.3,20,80.297193
n30_graph0,30,0.2,1.3,25,80.297193
n30_graph0,30,0.2,1.3,31,80.297193
n30_graph0,30,0.2,1.3,38,80.297193
n30_graph0,30,0.2,1.3,47,80.297193
n30_graph0,30,0.2,1.3,58,80.297193
n30_graph0,30,0.2,1.3,72,80.297193
n30_graph0,30,0.2,1.3,89,80.297193
n30_graph0,30,0.2,1.3,110,80.297193
n30_graph0,30,0.2,1.3,136,80.297193
n30_graph0,30,0.2,1.3,169,80.297193
n30_graph0,30,0.2,1.3,209,80.297193
n30_graph0,30,0.2,1.3,259,80.297193
n30_graph0,30,0.2,1.3,320,80.297193
n30_graph0,30,0.2,1.3,397,80.297193
n30_graph0,30,0.2,1.3,491,80.297193
n30_graph0,30,0.2,1.3,608,80.297193
n30_graph0,30,0.2,1.3,753,80.297193
n30_graph0,30,0.2,1.3,933,80.297193
n30_graph0,30,0.2,1.3,1155,80.297193
n30_graph0,30,0.2,1.3,1430,80.297193
n30_graph0,30,0.2,1.3,1771,80.297193
n30_graph0,30,0.2,1.3,2193,80.297193
n30_graph0,30,0.2,1.3,2716,80.297193
n30_graph0,30,0.2,1.3,3363,79.757201
n30_graph0,30,0.2,1.3,4164,79.759832
n30_graph0,30,0.2,1.3,5156,79.777499
n30_graph0,30,0.2,1.3,6385,79.772539
n30_graph0,30,0.2,1.3,7906,79.778964
n30_graph0,30,0.2,1.3,9789,79.794812
n30_graph0,30,0.2,1.3,12121,79.794744
n30_graph0,30,0.2,1.3,15009,79.794107
n30_graph0,30,0.2,1.3,18585,79.268977
n30_graph0,30,0.2,1.3,23013,79.276797
n30_graph0,30,0.2,1.3,28496,79.277611
n30_graph0,30,0.2,1.3,35285,78.754665
n30_graph0,30,0.2,1.3,43692,78.212482
n30_graph0,30,0.2,1.3,54101,78.220952
n30_graph0,30,0.2,1.3,66991,77.684578
n30_graph0,30,0.2,1.3,82951,76.574754
n30_graph0,30,0.2,1.3,102714,75.994494
n30_graph0,30,0.2,1.3,127186,74.804633
n30_graph0,30,0.2,1.3,157488,73.571191
n30_graph0,30,0.2,1.3,195009,71.620252
n30_graph0,30,0.2,1.3,241470,68.823801
n30_graph0,30,0.2,1.3,299000,66.241150
n30_graph0,30,0.2,1.8,1,103.697821
n30_graph0,30,0.2,1.8,2,103.697821
n30_graph0,30,0.2,1.8,3,103.697821
n30_graph0,30,0.2,1.8,4,103.697821
n30_graph0,30,0.2,1.8,5,103.697821
n30_graph0,30,0.2,1.8,7,103.697821
n30_graph0,30,0.2,1.8,8,103.697821
n30_graph0,30,0.2,1.8,10,103.697821
n30_graph0,30,0.2,1.8,13,103.697821
n30_graph0,30,0.2,1.8,16,103.697821
n30_graph0,30,0.2,1.8,19,103.697821
n30_graph0,30,0.2,1.8,24,103.697821
n30_graph0,30,0.2,1.8,29,103.697821
n30_graph0,30,0.2,1.8,36,103.697821
n30_graph0,30,0.2,1.8,45,103.697821
n30_graph0,30,0.2,1.8,55,103.697821
n30_graph0,30,0.2,1.8,68,103.697821
n30_graph0,30,0.2,1.8,85,103.697821
n30_graph0,30,0.2,1.8,105,103.697821
n30_graph0,30,0.2,1.8,129,103.697821
n30_graph0,30,0.2,1.8,159,103.697821
n30_graph0,30,0.2,1.8,197,103.697821
n30_graph0,30,0.2,1.8,243,103.697821
n30_graph0,30,0.2,1.8,301,103.697821
n30_graph0,30,0.2,1.8,371,103.697821
n30_graph0,30,0.2,1.8,459,103.697821
n30_graph0,30,0.2,1.8,567,103.697821
n30_graph0,30,0.2,1.8,700,103.697821
n30_graph0,30,0.2,1.8,865,103.697821
n30_graph0,30,0.2,1.8,1068,103.697821
n30_graph0,30,0.2,1.8,1320,103.697821
n30_graph0,30,0.2,1.8,1630,103.697821
n30_graph0,30,0.2,1.8,2014,103.697821
n30_graph0,30,0.2,1.8,2488,103.697821
n30_graph0,30,0.2,1.8,3073,103.224895
n30_graph0,30,0.2,1.8,3797,103.171074
n30_graph0,30,0.2,1.8,4690,103.177501
n30_graph0,30,0.2,1.8,5794,103.187521
n30_graph0,30,0.2,1.8,7157,103.191089
n30_graph0,30,0.2,1.8,8841,103.191824
n30_graph0,30,0.2,1.8,10922,103.191956
n30_graph0,30,0.2,1.8,13492,103.195646
n30_graph0,30,0.2,1.8,16666,102.712815
n30_graph0,30,0.2,1.8,20588,102.688142
n30_graph0,30,0.2,1.8,25433,102.688223
n30_graph0,30,0.2,1.8,31418,102.165378
n30_graph0,30,0.2,1.8,38812,102.166971
n30_graph0,30,0.2,1.8,47945,101.645665
n30_graph0,30,0.2,1.8,59227,101.102040
n30_graph0,30,0.2,1.8,73164,100.565690
n30_graph0,30,0.2,1.8,90381,100.000726
n30_graph0,30,0.2,1.8,111649,98.847232
n30_graph0,30,0.2,1.8,137923,97.653757
n30_graph0,30,0.2,1.8,170379,96.406224
n30_graph0,30,0.2,1.8,210472,94.423715
n30_graph0,30,0.2,1.8,260000,91.810692
n30_graph0,30,0.2,2.5,1,136.897851
n30_graph0,30,0.2,2.5,2,136.897851
n30_graph0,30,0.2,2.5,3,136.897851
n30_graph0,30,0.2,2.5,4,136.897851
n30_graph0,30,0.2,2.5,5,136.897851
n30_graph0,30,0.2,2.5,7,136.897851
n30_graph0,30,0.2,2.5,8,136.897851
n30_graph0,30,0.2,2.5,10,136.897851
n30_graph0,30,0.2,2.5,12,136.897851
n30_graph0,30,0.2,2.5,15,136.897851
n30_graph0,30,0.2,2.5,19,136.897851
n30_graph0,30,0.2,2.5,23,136.897851
n30_graph0,30,0.2,2.5,28,136.897851
n30_graph0,30,0.2,2.5,35,136.897851
n30_graph0,30,0.2,2.5,43,136.897851
n30_graph0,30,0.2,2.5,53,136.897851
n30_graph0,30,0.2,2.5,65,136.897851
n30_graph0,30,0.2,2.5,80,136.897851
n30_graph0,30,0.2,2.5,98,136.897851
n30_graph0,30,0.2,2.5,121,136.897851
n30_graph0,30,0.2,2.5,149,136.897851
n30_graph0,30,0.2,2.5,184,136.897851
n30_graph0,30,0.2,2.5,227,136.897851
n30_graph0,30,0.2,2.5,279,136.897851
n30_graph0,30,0.2,2.5,344,136.897851
n30_graph0,30,0.2,2.5,424,136.897851
n30_graph0,30,0.2,2.5,522,136.897851
n30_graph0,30,0.2,2.5,643,136.897851
n30_graph0,30,0.2,2.5,792,136.897851
n30_graph0,30,0.2,2.5,976,136.897851
n30_graph0,30,0.2,2.5,1202,136.897851
n30_graph0,30,0.2,2.5,1480,136.897851
n30_graph0,30,0.2,2.5,1824,136.897851
n30_graph0,30,0.2,2.5,2247,136.897851
n30_graph0,30,0.2,2.5,2768,136.897851
n30_graph0,30,0.2,2.5,3410,136.370393
n30_graph0,30,0.2,2.5,4201,136.361801
n30_graph0,30,0.2,2.5,5175,136.374664
n30_graph0,30,0.2,2.5,6375,136.383292
n30_graph0,30,0.2,2.5,7854,136.379879
n30_graph0,30,0.2,2.5,9675,136.385903
n30_graph0,30,0.2,2.5,11919,136.387436
n30_graph0,30,0.2,2.5,14683,136.388361
n30_graph0,30,0.2,2.5,18088,135.877377
n30_graph0,30,0.2,2.5,22283,135.871050
n30_graph0,30,0.2,2.5,27451,135.876853
n30_graph0,30,0.2,2.5,33818,135.353851
n30_graph0,30,0.2,2.5,41661,135.357034
n30_graph0,30,0.2,2.5,51323,134.827133
n30_graph0,30,0.2,2.5,63226,134.281140
n30_graph0,30,0.2,2.5,77889,133.741852
n30_graph0,30,0.2,2.5,95953,132.596934
n30_graph0,30,0.2,2.5,118207,132.027153
n30_graph0,30,0.2,2.5,145622,130.829690
n30_graph0,30,0.2,2.5,179395,128.932776
n30_graph0,30,0.2,2.5,221000,127.490532
n30_graph0,30,0.2,5.0,1,258.807840
n30_graph0,30,0.2,5.0,2,258.807840
n30_graph0,30,0.2,5.0,3,258.807840
n30_graph0,30,0.2,5.0,4,258.807840
n30_graph0,30,0.2,5.0,5,258.807840
n30_graph0,30,0.2,5.0,6,258.807840
n30_graph0,30,0.2,5.0,7,258.807840
n30_graph0,30,0.2,5.0,9,258.807840
n30_graph0,30,0.2,5.0,10,258.807840
n30_graph0,30,0.2,5.0,13,258.807840
n30_graph0,30,0.2,5.0,16,258.807840
n30_graph0,30,0.2,5.0,19,258.807840
n30_graph0,30,0.2,5.0,23,258.807840
n30_graph0,30,0.2,5.0,28,258.807840
n30_graph0,30,0.2,5.0,34,258.807840
n30_graph0,30,0.2,5.0,41,258.807840
n30_graph0,30,0.2,5.0,50,258.807840
n30_graph0,30,0.2,5.0,61,258.807840
n30_graph0,30,0.2,5.0,74,258.807840
n30_graph0,30,0.2,5.0,90,258.807840
n30_graph0,30,0.2,5.0,110,258.807840
n30_graph0,30,0.2,5.0,134,258.807840
n30_graph0,30,0.2,5.0,163,258.807840
n30_graph0,30,0.2,5.0,198,258.807840
n30_graph0,30,0.2,5.0,240,258.807840
n30_graph0,30,0.2,5.0,292,258.807840
n30_graph0,30,0.2,5.0,356,258.807840
n30_graph0,30,0.2,5.0,433,258.807840
n30_graph0,30,0.2,5.0,526,258.807840
n30_graph0,30,0.2,5.0,640,258.807840
n30_graph0,30,0.2,5.0,778,258.807840
n30_graph0,30,0.2,5.0,947,258.807840
n30_graph0,30,0.2,5.0,1151,258.807840
n30_graph0,30,0.2,5.0,1400,258.807840
n30_graph0,30,0.2,5.0,1703,258.807840
n30_graph0,30,0.2,5.0,2072,258.807840
n30_graph0,30,0.2,5.0,2520,258.807840
n30_graph0,30,0.2,5.0,3065,258.196346
n30_graph0,30,0.2,5.0,3728,258.285361
n30_graph0,30,0.2,5.0,4534,258.286674
n30_graph0,30,0.2,5.0,5515,258.304213
n30_graph0,30,0.2,5.0,6707,258.306291
n30_graph0,30,0.2,5.0,8158,258.302023
n30_graph0,30,0.2,5.0,9922,258.299754
n30_graph0,30,0.2,5.0,12069,258.297483
n30_graph0,30,0.2,5.0,14679,258.296497
n30_graph0,30,0.2,5.0,17853,257.783620
n30_graph0,30,0.2,5.0,21715,257.785547
n30_graph0,30,0.2,5.0,26411,257.783573
n30_graph0,30,0.2,5.0,32124,257.254990
n30_graph0,30,0.2,5.0,39072,257.257342
n30_graph0,30,0.2,5.0,47522,256.736250
n30_graph0,30,0.2,5.0,57800,256.190015
n30_graph0,30,0.2,5.0,70301,255.637182
n30_graph0,30,0.2,5.0,85506,255.090592
n30_graph0,30,0.2,5.0,104000,255.002866
n30_graph0,30,0.5,0.1,1,25.331900
n30_graph0,30,0.5,0.1,2,25.331900
n30_graph0,30,0.5,0.1,3,25.331900
n30_graph0,30,0.5,0.1,4,25.331900
n30_graph0,30,0.5,0.1,5,25.331900
n30_graph0,30,0.5,0.1,6,25.331900
n30_graph0,30,0.5,0.1,7,25.331900
n30_graph0,30,0.5,0.1,9,25.331900
n30_graph0,30,0.5,0.1,11,25.331900
n30_graph0,30,0.5,0.1,14,25.331900
n30_graph0,30,0.5,0.1,17,25.331900
n30_graph0,30,0.5,0.1,21,25.331900
n30_graph0,30,0.5,0.1,26,25.331900
n30_graph0,30,0.5,0.1,33,25.331900
n30_graph0,30,0.5,0.1,40,25.331900
n30_graph0,30,0.5,0.1,50,25.331900
n30_graph0,30,0.5,0.1,62,25.331900
n30_graph0,30,0.5,0.1,78,25.331900
n30_graph0,30,0.5,0.1,97,25.331900
n30_graph0,30,0.5,0.1,120,25.331900
n30_graph0,30,0.5,0.1,149,25.331900
n30_graph0,30,0.5,0.1,185,25.331900
n30_graph0,30,0.5,0.1,231,25.331900
n30_graph0,30,0.5,0.1,287,25.331900
n30_graph0,30,0.5,0.1,356,25.331900
n30_graph0,30,0.5,0.1,443,25.331900
n30_graph0,30,0.5,0.1,551,25.331900
n30_graph0,30,0.5,0.1,685,25.331900
n30_graph0,30,0.5,0.1,851,25.331900
n30_graph0,30,0.5,0.1,1058,25.331900
n30_graph0,30,0.5,0.1,1315,25.331900
n30_graph0,30,0.5,0.1,1635,25.331900
n30_graph0,30,0.5,0.1,2032,25.331900
n30_graph0,30,0.5,0.1,2526,25.331900
n30_graph0,30,0.5,0.1,3141,25.108454
n30_graph0,30,0.5,0.1,3904,25.126514
n30_graph0,30,0.5,0.1,4854,25.101603
n30_graph0,30,0.5,0.1,6034,25.078952
n30_graph0,30,0.5,0.1,7500,25.076545
n30_graph0,30,0.5,0.1,9324,25.070252
n30_graph0,30,0.5,0.1,11591,25.077879
n30_graph0,30,0.5,0.1,14409,25.073407
n30_graph0,30,0.5,0.1,17912,24.846784
n30_graph0,30,0.5,0.1,22267,24.848368
n30_graph0,30,0.5,0.1,27680,24.851785
n30_graph0,30,0.5,0.1,34410,24.647839
n30_graph0,30,0.5,0.1,42776,24.424595
n30_graph0,30,0.5,0.1,53176,24.441012
n30_graph0,30,0.5,0.1,66104,24.242293
n30_graph0,30,0.5,0.1,82175,23.820992
n30_graph0,30,0.5,0.1,102154,23.604891
n30_graph0,30,0.5,0.1,126990,23.211864
n30_graph0,30,0.5,0.1,157864,22.851381
n30_graph0,30,0.5,0.1,196245,22.399825
n30_graph0,30,0.5,0.1,243957,21.912753
n30_graph0,30,0.5,0.1,303268,21.467522
n30_graph0,30,0.5,0.1,377000,21.181653
n30_graph0,30,0.5,0.2,1,29.944166
n30_graph0,30,0.5,0.2,2,29.944166
n30_graph0,30,0.5,0.2,3,29.944166
n30_graph0,30,0.5,0.2,4,29.944166
n30_graph0,30,0.5,0.2,5,29.944166
n30_graph0,30,0.5,0.2,6,29.944166
n30_graph0,30,0.5,0.2,7,29.944166
n30_graph0,30,0.5,0.2,9,29.944166
n30_graph0,30,0.5,0.2,11,29.944166
n30_graph0,30,0.5,0.2,14,29.944166
n30_graph0,30,0.5,0.2,17,29.944166
n30_graph0,30,0.5,0.2,21,29.944166
n30_graph0,30,0.5,0.2,26,29.944166
n30_graph0,30,0.5,0.2,32,29.944166
n30_graph0,30,0.5,0.2,40,29.944166
n30_graph0,30,0.5,0.2,50,29.944166
n30_graph0,30,0.5,0.2,62,29.944166
n30_graph0,30,0.5,0.2,77,29.944166
n30_graph0,30,0.5,0.2,95,29.944166
