graph_id,n,h,beta,step_n_mult,samples_per_segment,n_segments,burnin,total_steps,log_Z,runtime_s
n30_graph0,30,0.1,0.5,1,100,29,3000,89900,26.906071,0.0642
n30_graph0,30,0.1,0.5,1,300,29,3000,95700,26.395735,0.0718
n30_graph0,30,0.1,0.5,1,1000,29,3000,116000,26.400899,0.0908
n30_graph0,30,0.1,0.5,1,3000,29,3000,174000,26.654080,0.1905
n30_graph0,30,0.1,0.5,1,10000,29,3000,377000,27.166513,0.3243
n30_graph0,30,0.1,0.5,4,100,115,3000,356500,26.001183,0.2726
n30_graph0,30,0.1,0.5,4,300,115,3000,379500,26.752719,0.3341
n30_graph0,30,0.1,0.5,4,1000,115,3000,460000,26.557167,0.3605
n30_graph0,30,0.1,0.5,4,3000,115,3000,690000,26.955728,0.5562
n30_graph0,30,0.1,0.5,4,10000,115,3000,1495000,27.165053,1.4117
n30_graph0,30,0.1,0.5,20,100,571,3000,1770100,26.898770,1.2842
n30_graph0,30,0.1,0.5,20,300,571,3000,1884300,26.899270,1.4173
n30_graph0,30,0.1,0.5,20,1000,571,3000,2284000,26.935593,1.8970
n30_graph0,30,0.1,0.5,20,3000,571,3000,3426000,27.270892,2.7036
n30_graph0,30,0.1,0.5,20,10000,571,3000,7423000,26.974099,6.3141
n30_graph0,30,0.1,0.8,1,100,28,3000,86800,37.827155,0.0656
n30_graph0,30,0.1,0.8,1,300,28,3000,92400,37.094300,0.0684
n30_graph0,30,0.1,0.8,1,1000,28,3000,112000,37.743093,0.0855
n30_graph0,30,0.1,0.8,1,3000,28,3000,168000,38.218205,0.1335
n30_graph0,30,0.1,0.8,1,10000,28,3000,364000,38.769320,0.3061
n30_graph0,30,0.1,0.8,4,100,111,3000,344100,38.591943,0.2616
n30_graph0,30,0.1,0.8,4,300,111,3000,366300,38.598983,0.2876
n30_graph0,30,0.1,0.8,4,1000,111,3000,444000,38.897679,0.3607
n30_graph0,30,0.1,0.8,4,3000,111,3000,666000,38.842958,0.5527
n30_graph0,30,0.1,0.8,4,10000,111,3000,1443000,38.675869,1.3369
n30_graph0,30,0.1,0.8,20,100,553,3000,1714300,38.677184,1.2963
n30_graph0,30,0.1,0.8,20,300,553,3000,1824900,38.787706,1.4375
n30_graph0,30,0.1,0.8,20,1000,553,3000,2212000,38.730947,1.7721
n30_graph0,30,0.1,0.8,20,3000,553,3000,3318000,38.689013,2.7967
n30_graph0,30,0.1,0.8,20,10000,553,3000,7189000,38.740033,6.5265
n30_graph0,30,0.1,1.0,1,100,28,3000,86800,48.822380,0.0632
n30_graph0,30,0.1,1.0,1,300,28,3000,92400,48.070018,0.0684
n30_graph0,30,0.1,1.0,1,1000,28,3000,112000,48.819154,0.0865
n30_graph0,30,0.1,1.0,1,3000,28,3000,168000,47.856933,0.1340
n30_graph0,30,0.1,1.0,1,10000,28,3000,364000,48.056159,0.3098
n30_graph0,30,0.1,1.0,4,100,109,3000,337900,48.782080,0.2734
n30_graph0,30,0.1,1.0,4,300,109,3000,359700,47.999311,0.2936
n30_graph0,30,0.1,1.0,4,1000,109,3000,436000,48.007971,0.3377
n30_graph0,30,0.1,1.0,4,3000,109,3000,654000,48.001033,0.5306
n30_graph0,30,0.1,1.0,4,10000,109,3000,1417000,48.057544,1.2452
n30_graph0,30,0.1,1.0,20,100,541,3000,1677100,47.733856,1.3423
n30_graph0,30,0.1,1.0,20,300,541,3000,1785300,48.105096,1.4565
n30_graph0,30,0.1,1.0,20,1000,541,3000,2164000,48.155655,1.7923
n30_graph0,30,0.1,1.0,20,3000,541,3000,3246000,48.101723,2.7538
n30_graph0,30,0.1,1.0,20,10000,541,3000,7033000,48.106668,6.3903
n30_graph0,30,0.1,1.3,1,100,27,3000,83700,63.001424,0.0630
n30_graph0,30,0.1,1.3,1,300,27,3000,89100,62.394872,0.0675
n30_graph0,30,0.1,1.3,1,1000,27,3000,108000,62.134814,0.0855
n30_graph0,30,0.1,1.3,1,3000,27,3000,162000,62.461176,0.1340
n30_graph0,30,0.1,1.3,1,10000,27,3000,351000,62.458957,0.3055
n30_graph0,30,0.1,1.3,4,100,105,3000,325500,62.367512,0.2519
n30_graph0,30,0.1,1.3,4,300,105,3000,346500,62.974064,0.2648
n30_graph0,30,0.1,1.3,4,1000,105,3000,420000,62.417672,0.3362
n30_graph0,30,0.1,1.3,4,3000,105,3000,630000,62.331016,0.5306
n30_graph0,30,0.1,1.3,4,10000,105,3000,1365000,62.463735,1.1822
n30_graph0,30,0.1,1.3,20,100,523,3000,1621300,62.320142,1.2166
n30_graph0,30,0.1,1.3,20,300,523,3000,1725900,62.445643,1.4395
n30_graph0,30,0.1,1.3,20,1000,523,3000,2092000,62.404738,1.7883
n30_graph0,30,0.1,1.3,20,3000,523,3000,3138000,62.395598,2.6260
n30_graph0,30,0.1,1.3,20,10000,523,3000,6799000,62.440679,8.8557
n30_graph0,30,0.1,1.8,1,100,25,3000,77500,86.937370,0.0926
n30_graph0,30,0.1,1.8,1,300,25,3000,82500,86.720904,0.0981
n30_graph0,30,0.1,1.8,1,1000,25,3000,100000,85.819422,0.1190
n30_graph0,30,0.1,1.8,1,3000,25,3000,150000,86.217844,0.1931
n30_graph0,30,0.1,1.8,1,10000,25,3000,325000,86.306462,0.4355
n30_graph0,30,0.1,1.8,4,100,99,3000,306900,85.971302,0.3574
n30_graph0,30,0.1,1.8,4,300,99,3000,326700,86.602090,0.3899
n30_graph0,30,0.1,1.8,4,1000,99,3000,396000,86.442341,0.4847
n30_graph0,30,0.1,1.8,4,3000,99,3000,594000,86.322608,0.7681
n30_graph0,30,0.1,1.8,4,10000,99,3000,1287000,86.380283,1.7347
n30_graph0,30,0.1,1.8,20,100,494,3000,1531400,86.357311,1.7914
n30_graph0,30,0.1,1.8,20,300,494,3000,1630200,86.362228,1.9185
n30_graph0,30,0.1,1.8,20,1000,494,3000,1976000,86.403373,2.4043
n30_graph0,30,0.1,1.8,20,3000,494,3000,2964000,86.393832,3.8026
n30_graph0,30,0.1,1.8,20,10000,494,3000,6422000,86.443145,8.6731
n30_graph0,30,0.1,2.5,1,100,23,3000,71300,119.575225,0.0833
n30_graph0,30,0.1,2.5,1,300,23,3000,75900,119.899235,0.0905
n30_graph0,30,0.1,2.5,1,1000,23,3000,92000,119.758895,0.1131
n30_graph0,30,0.1,2.5,1,3000,23,3000,138000,119.929776,0.1794
n30_graph0,30,0.1,2.5,1,10000,23,3000,299000,119.923624,0.4159
n30_graph0,30,0.1,2.5,4,100,91,3000,282100,120.029688,0.3482
n30_graph0,30,0.1,2.5,4,300,91,3000,300300,119.963749,0.3755
n30_graph0,30,0.1,2.5,4,1000,91,3000,364000,120.229009,0.4601
n30_graph0,30,0.1,2.5,4,3000,91,3000,546000,119.994595,0.7619
n30_graph0,30,0.1,2.5,4,10000,91,3000,1183000,119.986613,1.6201
n30_graph0,30,0.1,2.5,20,100,454,3000,1407400,119.869797,1.6694
n30_graph0,30,0.1,2.5,20,300,454,3000,1498200,119.996750,1.8335
n30_graph0,30,0.1,2.5,20,1000,454,3000,1816000,119.994943,2.3141
n30_graph0,30,0.1,2.5,20,3000,454,3000,2724000,120.000749,3.4818
n30_graph0,30,0.1,2.5,20,10000,454,3000,5902000,120.004038,8.0465
n30_graph0,30,0.1,5.0,1,100,17,3000,52700,240.307434,0.0611
n30_graph0,30,0.1,5.0,1,300,17,3000,56100,239.747740,0.0687
n30_graph0,30,0.1,5.0,1,1000,17,3000,68000,240.099075,0.0834
n30_graph0,30,0.1,5.0,1,3000,17,3000,102000,240.076757,0.1335
n30_graph0,30,0.1,5.0,1,10000,17,3000,221000,240.034572,0.3035
n30_graph0,30,0.1,5.0,4,100,65,3000,201500,240.057561,0.2449
n30_graph0,30,0.1,5.0,4,300,65,3000,214500,239.951362,0.2567
n30_graph0,30,0.1,5.0,4,1000,65,3000,260000,239.938756,0.3168
n30_graph0,30,0.1,5.0,4,3000,65,3000,390000,240.018264,0.4974
n30_graph0,30,0.1,5.0,4,10000,65,3000,845000,240.012886,1.1519
n30_graph0,30,0.1,5.0,20,100,323,3000,1001300,239.869939,1.2013
n30_graph0,30,0.1,5.0,20,300,323,3000,1065900,239.927749,1.2691
n30_graph0,30,0.1,5.0,20,1000,323,3000,1292000,239.999493,1.6127
n30_graph0,30,0.1,5.0,20,3000,323,3000,1938000,240.003974,2.5394
n30_graph0,30,0.1,5.0,20,10000,323,3000,4199000,239.999795,5.7918
n30_graph0,30,0.2,0.1,1,100,30,3000,93000,20.495877,0.1065
n30_graph0,30,0.2,0.1,1,300,30,3000,99000,20.110904,0.1128
n30_graph0,30,0.2,0.1,1,1000,30,3000,120000,20.823626,0.1385
n30_graph0,30,0.2,0.1,1,3000,30,3000,180000,21.254706,0.2200
n30_graph0,30,0.2,0.1,1,10000,30,3000,390000,21.095696,0.5049
n30_graph0,30,0.2,0.1,4,100,118,3000,365800,20.740884,0.4097
n30_graph0,30,0.2,0.1,4,300,118,3000,389400,21.516120,0.4381
n30_graph0,30,0.2,0.1,4,1000,118,3000,472000,21.079861,0.5538
n30_graph0,30,0.2,0.1,4,3000,118,3000,708000,21.045212,0.8640
n30_graph0,30,0.2,0.1,4,10000,118,3000,1534000,21.037002,1.9575
n30_graph0,30,0.2,0.1,20,100,589,3000,1825900,21.182414,2.0006
n30_graph0,30,0.2,0.1,20,300,589,3000,1943700,21.157454,2.1675
n30_graph0,30,0.2,0.1,20,1000,589,3000,2356000,20.935393,2.7055
n30_graph0,30,0.2,0.1,20,3000,589,3000,3534000,21.038110,4.2570
n30_graph0,30,0.2,0.1,20,10000,589,3000,7657000,21.022578,9.6508
n30_graph0,30,0.2,0.2,1,100,29,3000,89900,21.484176,0.1001
n30_graph0,30,0.2,0.2,1,300,29,3000,95700,19.914912,0.1084
n30_graph0,30,0.2,0.2,1,1000,29,3000,116000,21.714439,0.1337
n30_graph0,30,0.2,0.2,1,3000,29,3000,174000,21.770250,0.2108
n30_graph0,30,0.2,0.2,1,10000,29,3000,377000,21.623913,0.4878
n30_graph0,30,0.2,0.2,4,100,116,3000,359600,21.322210,0.4012
n30_graph0,30,0.2,0.2,4,300,116,3000,382800,22.187336,0.4308
n30_graph0,30,0.2,0.2,4,1000,116,3000,464000,21.831661,0.5331
n30_graph0,30,0.2,0.2,4,3000,116,3000,696000,21.899023,0.8397
n30_graph0,30,0.2,0.2,4,10000,116,3000,1508000,21.696696,1.9355
n30_graph0,30,0.2,0.2,20,100,577,3000,1788700,21.627421,1.9848
n30_graph0,30,0.2,0.2,20,300,577,3000,1904100,21.923568,2.1187
n30_graph0,30,0.2,0.2,20,1000,577,3000,2308000,21.821138,2.6400
n30_graph0,30,0.2,0.2,20,3000,577,3000,3462000,21.862431,4.1000
n30_graph0,30,0.2,0.2,20,10000,577,3000,7501000,21.803640,9.3510
n30_graph0,30,0.2,0.3,1,100,29,3000,89900,23.720131,0.0976
n30_graph0,30,0.2,0.3,1,300,29,3000,95700,22.753362,0.1061
n30_graph0,30,0.2,0.3,1,1000,29,3000,116000,23.177684,0.1317
n30_graph0,30,0.2,0.3,1,3000,29,3000,174000,23.049221,0.2120
n30_graph0,30,0.2,0.3,1,10000,29,3000,377000,22.883215,0.4773
n30_graph0,30,0.2,0.3,4,100,113,3000,350300,24.095189,0.3840
n30_graph0,30,0.2,0.3,4,300,113,3000,372900,23.395700,0.4102
n30_graph0,30,0.2,0.3,4,1000,113,3000,452000,23.021256,0.5168
n30_graph0,30,0.2,0.3,4,3000,113,3000,678000,22.992921,0.8169
n30_graph0,30,0.2,0.3,4,10000,113,3000,1469000,23.013441,1.8465
n30_graph0,30,0.2,0.3,20,100,565,3000,1751500,22.849996,1.9134
n30_graph0,30,0.2,0.3,20,300,565,3000,1864500,22.747021,2.0551
n30_graph0,30,0.2,0.3,20,1000,565,3000,2260000,23.068593,2.5703
n30_graph0,30,0.2,0.3,20,3000,565,3000,3390000,22.964967,4.0457
n30_graph0,30,0.2,0.3,20,10000,565,3000,7345000,23.006835,9.3785
n30_graph0,30,0.2,0.5,1,100,28,3000,86800,27.443020,0.0972
n30_graph0,30,0.2,0.5,1,300,28,3000,92400,27.409126,0.1048
n30_graph0,30,0.2,0.5,1,1000,28,3000,112000,27.444218,0.1302
n30_graph0,30,0.2,0.5,1,3000,28,3000,168000,27.738398,0.2053
n30_graph0,30,0.2,0.5,1,10000,28,3000,364000,27.485575,0.4727
n30_graph0,30,0.2,0.5,4,100,109,3000,337900,27.697860,0.3772
n30_graph0,30,0.2,0.5,4,300,109,3000,359700,27.410815,0.4110
n30_graph0,30,0.2,0.5,4,1000,109,3000,436000,28.144503,0.5172
n30_graph0,30,0.2,0.5,4,3000,109,3000,654000,27.964254,0.8661
n30_graph0,30,0.2,0.5,4,10000,109,3000,1417000,27.659238,1.8636
n30_graph0,30,0.2,0.5,20,100,541,3000,1677100,27.967133,1.9253
n30_graph0,30,0.2,0.5,20,300,541,3000,1785300,27.716559,2.0857
n30_graph0,30,0.2,0.5,20,1000,541,3000,2164000,27.743072,2.7446
n30_graph0,30,0.2,0.5,20,3000,541,3000,3246000,27.756945,3.9633
n30_graph0,30,0.2,0.5,20,10000,541,3000,7033000,27.811976,9.0454
n30_graph0,30,0.2,0.8,1,100,26,3000,80600,40.750861,0.0914
n30_graph0,30,0.2,0.8,1,300,26,3000,85800,41.839093,0.0986
n30_graph0,30,0.2,0.8,1,1000,26,3000,104000,41.765568,0.1242
n30_graph0,30,0.2,0.8,1,3000,26,3000,156000,41.286587,0.2003
n30_graph0,30,0.2,0.8,1,10000,26,3000,338000,41.091676,0.4390
n30_graph0,30,0.2,0.8,4,100,101,3000,313100,40.785464,0.3544
n30_graph0,30,0.2,0.8,4,300,101,3000,333300,41.518879,0.3807
n30_graph0,30,0.2,0.8,4,1000,101,3000,404000,40.984627,0.4845
n30_graph0,30,0.2,0.8,4,3000,101,3000,606000,41.142736,0.7617
n30_graph0,30,0.2,0.8,4,10000,101,3000,1313000,40.989757,250.9673
n30_graph0,30,0.2,0.8,20,100,505,3000,1565500,41.036833,1.8219
n30_graph0,30,0.2,0.8,20,300,505,3000,1666500,41.083854,1.9659
n30_graph0,30,0.2,0.8,20,1000,505,3000,2020000,41.098758,2.3963
n30_graph0,30,0.2,0.8,20,3000,505,3000,3030000,41.031898,1133.3519
n30_graph0,30,0.2,0.8,20,10000,505,3000,6565000,41.056206,20.1915
n30_graph0,30,0.2,1.0,1,100,25,3000,77500,50.462862,0.3628
n30_graph0,30,0.2,1.0,1,300,25,3000,82500,50.530781,0.4202
n30_graph0,30,0.2,1.0,1,1000,25,3000,100000,50.814561,0.5668
n30_graph0,30,0.2,1.0,1,3000,25,3000,150000,51.123245,0.7337
n30_graph0,30,0.2,1.0,1,10000,25,3000,325000,51.118101,1.7110
n30_graph0,30,0.2,1.0,4,100,97,3000,300700,51.048148,1.3558
n30_graph0,30,0.2,1.0,4,300,97,3000,320100,51.094651,1.4786
n30_graph0,30,0.2,1.0,4,1000,97,3000,388000,51.011989,1.6131
n30_graph0,30,0.2,1.0,4,3000,97,3000,582000,51.083305,1270.1398
n30_graph0,30,0.2,1.0,4,10000,97,3000,1261000,51.053118,3.7540
n30_graph0,30,0.2,1.0,20,100,482,3000,1494200,51.043127,3.0528
n30_graph0,30,0.2,1.0,20,300,482,3000,1590600,51.025276,1.8525
n30_graph0,30,0.2,1.0,20,1000,482,3000,1928000,51.109501,2.3507
n30_graph0,30,0.2,1.0,20,3000,482,3000,2892000,51.034479,3.6681
n30_graph0,30,0.2,1.0,20,10000,482,3000,6266000,51.062220,6.0450
n30_graph0,30,0.2,1.3,1,100,23,3000,71300,66.121603,0.0533
n30_graph0,30,0.2,1.3,1,300,23,3000,75900,65.807769,0.0601
n30_graph0,30,0.2,1.3,1,1000,23,3000,92000,66.305111,0.0771
n30_graph0,30,0.2,1.3,1,3000,23,3000,138000,66.437502,0.1162
n30_graph0,30,0.2,1.3,1,10000,23,3000,299000,66.227792,0.2690
n30_graph0,30,0.2,1.3,4,100,90,3000,279000,66.093176,0.2616
n30_graph0,30,0.2,1.3,4,300,90,3000,297000,66.123415,0.2270
n30_graph0,30,0.2,1.3,4,1000,90,3000,360000,66.349511,0.2767
n30_graph0,30,0.2,1.3,4,3000,90,3000,540000,66.161440,0.5224
n30_graph0,30,0.2,1.3,4,10000,90,3000,1170000,66.336595,1.0639
n30_graph0,30,0.2,1.3,20,100,448,3000,1388800,66.320500,1.0826
n30_graph0,30,0.2,1.3,20,300,448,3000,1478400,66.261939,1.3439
n30_graph0,30,0.2,1.3,20,1000,448,3000,1792000,66.282041,2.2691
n30_graph0,30,0.2,1.3,20,3000,448,3000,2688000,66.264830,2.7155
n30_graph0,30,0.2,1.3,20,10000,448,3000,5824000,66.298692,5.5763
n30_graph0,30,0.2,1.8,1,100,20,3000,62000,91.280201,0.0483
n30_graph0,30,0.2,1.8,1,300,20,3000,66000,92.340411,0.0549
n30_graph0,30,0.2,1.8,1,1000,20,3000,80000,91.672405,0.0707
n30_graph0,30,0.2,1.8,1,3000,20,3000,120000,91.735726,0.1004
n30_graph0,30,0.2,1.8,1,10000,20,3000,260000,91.806827,0.2287
n30_graph0,30,0.2,1.8,4,100,79,3000,244900,91.774218,0.1844
n30_graph0,30,0.2,1.8,4,300,79,3000,260700,91.835766,0.1980
n30_graph0,30,0.2,1.8,4,1000,79,3000,316000,91.809052,0.2498
n30_graph0,30,0.2,1.8,4,3000,79,3000,474000,91.799096,0.3913
n30_graph0,30,0.2,1.8,4,10000,79,3000,1027000,91.777065,0.9163
n30_graph0,30,0.2,1.8,20,100,393,3000,1218300,91.747237,0.9834
n30_graph0,30,0.2,1.8,20,300,393,3000,1296900,91.705492,1.0600
n30_graph0,30,0.2,1.8,20,1000,393,3000,1572000,91.814309,1.5511
n30_graph0,30,0.2,1.8,20,3000,393,3000,2358000,91.799361,2.6767
n30_graph0,30,0.2,1.8,20,10000,393,3000,5109000,91.796814,5.0956
n30_graph0,30,0.2,2.5,1,100,17,3000,52700,127.662916,0.0448
n30_graph0,30,0.2,2.5,1,300,17,3000,56100,127.574681,0.0484
n30_graph0,30,0.2,2.5,1,1000,17,3000,68000,127.520019,0.0599
n30_graph0,30,0.2,2.5,1,3000,17,3000,102000,127.576343,0.1048
n30_graph0,30,0.2,2.5,1,10000,17,3000,221000,127.553860,0.1971
n30_graph0,30,0.2,2.5,4,100,65,3000,201500,127.595897,0.1759
n30_graph0,30,0.2,2.5,4,300,65,3000,214500,127.735621,0.1877
n30_graph0,30,0.2,2.5,4,1000,65,3000,260000,127.411507,0.2343
n30_graph0,30,0.2,2.5,4,3000,65,3000,390000,127.467556,0.3759
n30_graph0,30,0.2,2.5,4,10000,65,3000,845000,127.462491,0.7835
n30_graph0,30,0.2,2.5,20,100,323,3000,1001300,127.442097,0.8120
n30_graph0,30,0.2,2.5,20,300,323,3000,1065900,127.443780,0.8101
n30_graph0,30,0.2,2.5,20,1000,323,3000,1292000,127.495632,1.0072
n30_graph0,30,0.2,2.5,20,3000,323,3000,1938000,127.489121,1.5766
n30_graph0,30,0.2,2.5,20,10000,323,3000,4199000,127.505208,3.6583
n30_graph0,30,0.2,5.0,1,100,8,3000,24800,255.079476,0.0201
n30_graph0,30,0.2,5.0,1,300,8,3000,26400,255.019405,0.0208
n30_graph0,30,0.2,5.0,1,1000,8,3000,32000,255.097700,0.0262
n30_graph0,30,0.2,5.0,1,3000,8,3000,48000,254.975324,0.0411
n30_graph0,30,0.2,5.0,1,10000,8,3000,104000,254.995868,0.0921
n30_graph0,30,0.2,5.0,4,100,29,3000,89900,254.898845,0.0680
n30_graph0,30,0.2,5.0,4,300,29,3000,95700,255.072291,0.1139
n30_graph0,30,0.2,5.0,4,1000,29,3000,116000,254.986968,0.1288
n30_graph0,30,0.2,5.0,4,3000,29,3000,174000,254.996096,0.1753
n30_graph0,30,0.2,5.0,4,10000,29,3000,377000,255.002374,0.3377
n30_graph0,30,0.2,5.0,20,100,144,3000,446400,254.985409,0.3475
n30_graph0,30,0.2,5.0,20,300,144,3000,475200,255.007723,0.3737
n30_graph0,30,0.2,5.0,20,1000,144,3000,576000,254.987129,0.4638
n30_graph0,30,0.2,5.0,20,3000,144,3000,864000,254.998134,0.7694
n30_graph0,30,0.2,5.0,20,10000,144,3000,1872000,255.000192,1.7723
n30_graph0,30,0.5,0.1,1,100,29,3000,89900,21.939760,0.0745
n30_graph0,30,0.5,0.1,1,300,29,3000,95700,20.632318,0.0856
n30_graph0,30,0.5,0.1,1,1000,29,3000,116000,21.032640,0.1255
n30_graph0,30,0.5,0.1,1,3000,29,3000,174000,21.114034,0.1811
n30_graph0,30,0.5,0.1,1,10000,29,3000,377000,21.031728,0.3188
n30_graph0,30,0.5,0.1,4,100,115,3000,356500,21.617425,0.2523
n30_graph0,30,0.5,0.1,4,300,115,3000,379500,21.079052,0.2897
n30_graph0,30,0.5,0.1,4,1000,115,3000,460000,20.842575,0.3446
n30_graph0,30,0.5,0.1,4,3000,115,3000,690000,21.134649,0.5472
n30_graph0,30,0.5,0.1,4,10000,115,3000,1495000,21.103383,1.1962
n30_graph0,30,0.5,0.1,20,100,571,3000,1770100,21.127915,1.2504
n30_graph0,30,0.5,0.1,20,300,571,3000,1884300,20.879594,1.3791
n30_graph0,30,0.5,0.1,20,1000,571,3000,2284000,21.125978,1.6541
n30_graph0,30,0.5,0.1,20,3000,571,3000,3426000,21.095889,2.7440
n30_graph0,30,0.5,0.1,20,10000,571,3000,7423000,21.068352,6.2987
n30_graph0,30,0.5,0.2,1,100,28,3000,86800,21.611866,0.0606
n30_graph0,30,0.5,0.2,1,300,28,3000,92400,21.375581,0.0650
n30_graph0,30,0.5,0.2,1,1000,28,3000,112000,22.033572,0.0837
n30_graph0,30,0.5,0.2,1,3000,28,3000,168000,22.001976,0.1395
n30_graph0,30,0.5,0.2,1,10000,28,3000,364000,21.885347,0.3018
n30_graph0,30,0.5,0.2,4,100,109,3000,337900,22.489317,0.2444
n30_graph0,30,0.5,0.2,4,300,109,3000,359700,21.782739,0.2553
n30_graph0,30,0.5,0.2,4,1000,109,3000,436000,22.122291,0.3253
n30_graph0,30,0.5,0.2,4,3000,109,3000,654000,21.953539,0.5177
n30_graph0,30,0.5,0.2,4,10000,109,3000,1417000,22.047096,1.1274
n30_graph0,30,0.5,0.2,20,100,541,3000,1677100,21.937391,1.1924
n30_graph0,30,0.5,0.2,20,300,541,3000,1785300,22.219419,1.4178
n30_graph0,30,0.5,0.2,20,1000,541,3000,2164000,22.078438,1.7038
n30_graph0,30,0.5,0.2,20,3000,541,3000,3246000,21.973168,2.6079
n30_graph0,30,0.5,0.2,20,10000,541,3000,7033000,22.048599,5.7646
n30_graph0,30,0.5,0.3,1,100,26,3000,80600,22.910346,0.0588
n30_graph0,30,0.5,0.3,1,300,26,3000,85800,23.664629,0.0601
n30_graph0,30,0.5,0.3,1,1000,26,3000,104000,23.725770,0.0768
n30_graph0,30,0.5,0.3,1,3000,26,3000,156000,23.882439,0.1194
n30_graph0,30,0.5,0.3,1,10000,26,3000,338000,23.697150,0.2786
n30_graph0,30,0.5,0.3,4,100,103,3000,319300,23.516616,0.2275
n30_graph0,30,0.5,0.3,4,300,103,3000,339900,23.821278,0.2450
n30_graph0,30,0.5,0.3,4,1000,103,3000,412000,23.789916,0.3022
n30_graph0,30,0.5,0.3,4,3000,103,3000,618000,23.591310,0.5082
n30_graph0,30,0.5,0.3,4,10000,103,3000,1339000,23.849973,1.1368
n30_graph0,30,0.5,0.3,20,100,511,3000,1584100,23.933435,1.3298
n30_graph0,30,0.5,0.3,20,300,511,3000,1686300,23.808416,1.3022
n30_graph0,30,0.5,0.3,20,1000,511,3000,2044000,23.932142,1.7047
n30_graph0,30,0.5,0.3,20,3000,511,3000,3066000,23.837990,2.5295
n30_graph0,30,0.5,0.3,20,10000,511,3000,6643000,23.836538,5.7086
n30_graph0,30,0.5,0.5,1,100,23,3000,71300,30.805123,0.0690
n30_graph0,30,0.5,0.5,1,300,23,3000,75900,31.489301,0.0697
n30_graph0,30,0.5,0.5,1,1000,23,3000,92000,31.277537,0.0715
n30_graph0,30,0.5,0.5,1,3000,23,3000,138000,31.317694,0.1154
n30_graph0,30,0.5,0.5,1,10000,23,3000,299000,31.315275,0.3100
n30_graph0,30,0.5,0.5,4,100,91,3000,282100,31.347847,0.2170
n30_graph0,30,0.5,0.5,4,300,91,3000,300300,31.320117,0.2897
n30_graph0,30,0.5,0.5,4,1000,91,3000,364000,31.588566,0.3294
n30_graph0,30,0.5,0.5,4,3000,91,3000,546000,31.396584,0.4942
n30_graph0,30,0.5,0.5,4,10000,91,3000,1183000,31.336554,1.0405
n30_graph0,30,0.5,0.5,20,100,454,3000,1407400,31.261406,1.4137
n30_graph0,30,0.5,0.5,20,300,454,3000,1498200,31.189281,1.4166
n30_graph0,30,0.5,0.5,20,1000,454,3000,1816000,31.474176,1.7078
n30_graph0,30,0.5,0.5,20,3000,454,3000,2724000,31.351688,2.4040
n30_graph0,30,0.5,0.5,20,10000,454,3000,5902000,31.311249,5.2940
n30_graph0,30,0.5,0.8,1,100,19,3000,58900,47.169190,0.0430
n30_graph0,30,0.5,0.8,1,300,19,3000,62700,48.134241,0.0461
n30_graph0,30,0.5,0.8,1,1000,19,3000,76000,48.013424,0.0578
n30_graph0,30,0.5,0.8,1,3000,19,3000,114000,48.148619,0.0916
n30_graph0,30,0.5,0.8,1,10000,19,3000,247000,48.098958,0.2086
n30_graph0,30,0.5,0.8,4,100,75,3000,232500,48.030752,0.1700
n30_graph0,30,0.5,0.8,4,300,75,3000,247500,48.353135,0.1825
n30_graph0,30,0.5,0.8,4,1000,75,3000,300000,48.232252,0.2299
n30_graph0,30,0.5,0.8,4,3000,75,3000,450000,48.212763,0.3650
n30_graph0,30,0.5,0.8,4,10000,75,3000,975000,48.138034,0.8218
n30_graph0,30,0.5,0.8,20,100,373,3000,1156300,48.170974,0.8473
n30_graph0,30,0.5,0.8,20,300,373,3000,1230900,48.053594,0.9136
n30_graph0,30,0.5,0.8,20,1000,373,3000,1492000,48.178204,1.1441
n30_graph0,30,0.5,0.8,20,3000,373,3000,2238000,48.116769,1.8718
n30_graph0,30,0.5,0.8,20,10000,373,3000,4849000,48.140538,4.1184
n30_graph0,30,0.5,1.0,1,100,17,3000,52700,59.719994,0.0389
n30_graph0,30,0.5,1.0,1,300,17,3000,56100,59.519136,0.0415
n30_graph0,30,0.5,1.0,1,1000,17,3000,68000,60.102706,0.0526
n30_graph0,30,0.5,1.0,1,3000,17,3000,102000,60.102991,0.0823
n30_graph0,30,0.5,1.0,1,10000,17,3000,221000,60.078015,0.1889
n30_graph0,30,0.5,1.0,4,100,65,3000,201500,59.829682,0.1470
n30_graph0,30,0.5,1.0,4,300,65,3000,214500,60.237123,0.1596
n30_graph0,30,0.5,1.0,4,1000,65,3000,260000,60.132422,0.1996
n30_graph0,30,0.5,1.0,4,3000,65,3000,390000,60.013279,0.3152
n30_graph0,30,0.5,1.0,4,10000,65,3000,845000,60.031458,0.7307
n30_graph0,30,0.5,1.0,20,100,323,3000,1001300,60.169941,0.7501
n30_graph0,30,0.5,1.0,20,300,323,3000,1065900,60.070857,0.7951
n30_graph0,30,0.5,1.0,20,1000,323,3000,1292000,60.049473,0.9900
n30_graph0,30,0.5,1.0,20,3000,323,3000,1938000,60.031547,1.5929
n30_graph0,30,0.5,1.0,20,10000,323,3000,4199000,60.019027,3.7573
n30_graph0,30,0.5,1.3,1,100,13,3000,40300,78.072506,0.0297
n30_graph0,30,0.5,1.3,1,300,13,3000,42900,78.059994,0.0332
n30_graph0,30,0.5,1.3,1,1000,13,3000,52000,78.054656,0.0400
