graph_id,n,h,beta,step_n_mult,samples_per_segment,n_segments,burnin,total_steps,log_Z,runtime_s
n16_graph2,16,0.1,1.3,20,300,279,3000,920700,33.237860,1.0521
n16_graph2,16,0.1,1.3,20,1000,279,3000,1116000,33.301841,1.3182
n16_graph2,16,0.1,1.3,20,3000,279,3000,1674000,33.313378,2.0668
n16_graph2,16,0.1,1.3,20,10000,279,3000,3627000,33.281770,4.6921
n16_graph2,16,0.1,1.8,1,100,14,3000,43400,46.171908,0.0489
n16_graph2,16,0.1,1.8,1,300,14,3000,46200,46.062258,0.0523
n16_graph2,16,0.1,1.8,1,1000,14,3000,56000,46.100031,0.0658
n16_graph2,16,0.1,1.8,1,3000,14,3000,84000,45.829727,0.1030
n16_graph2,16,0.1,1.8,1,10000,14,3000,182000,46.125599,0.2336
n16_graph2,16,0.1,1.8,4,100,53,3000,164300,46.260897,0.1857
n16_graph2,16,0.1,1.8,4,300,53,3000,174900,45.929072,0.2008
n16_graph2,16,0.1,1.8,4,1000,53,3000,212000,46.140842,0.2493
n16_graph2,16,0.1,1.8,4,3000,53,3000,318000,46.084092,0.3916
n16_graph2,16,0.1,1.8,4,10000,53,3000,689000,46.141511,0.8988
n16_graph2,16,0.1,1.8,20,100,264,3000,818400,46.194157,0.9239
n16_graph2,16,0.1,1.8,20,300,264,3000,871200,46.077250,1.0072
n16_graph2,16,0.1,1.8,20,1000,264,3000,1056000,46.056913,1.2535
n16_graph2,16,0.1,1.8,20,3000,264,3000,1584000,46.040425,1.9551
n16_graph2,16,0.1,1.8,20,10000,264,3000,3432000,46.084259,4.5548
n16_graph2,16,0.1,2.5,1,100,13,3000,40300,64.264849,0.0459
n16_graph2,16,0.1,2.5,1,300,13,3000,42900,63.543118,0.0502
n16_graph2,16,0.1,2.5,1,1000,13,3000,52000,63.954154,0.0632
n16_graph2,16,0.1,2.5,1,3000,13,3000,78000,63.912311,0.0992
n16_graph2,16,0.1,2.5,1,10000,13,3000,169000,64.024948,0.2326
n16_graph2,16,0.1,2.5,4,100,49,3000,151900,64.127256,0.1835
n16_graph2,16,0.1,2.5,4,300,49,3000,161700,64.015575,0.2004
n16_graph2,16,0.1,2.5,4,1000,49,3000,196000,63.946565,0.2479
n16_graph2,16,0.1,2.5,4,3000,49,3000,294000,64.022745,0.3773
n16_graph2,16,0.1,2.5,4,10000,49,3000,637000,64.013416,0.8568
n16_graph2,16,0.1,2.5,20,100,242,3000,750200,64.160599,0.8658
n16_graph2,16,0.1,2.5,20,300,242,3000,798600,63.927987,0.9213
n16_graph2,16,0.1,2.5,20,1000,242,3000,968000,64.012246,1.1630
n16_graph2,16,0.1,2.5,20,3000,242,3000,1452000,64.001706,1.8490
n16_graph2,16,0.1,2.5,20,10000,242,3000,3146000,63.987899,4.2148
n16_graph2,16,0.1,5.0,1,100,9,3000,27900,127.929766,0.0329
n16_graph2,16,0.1,5.0,1,300,9,3000,29700,127.990227,0.0352
n16_graph2,16,0.1,5.0,1,1000,9,3000,36000,127.994310,0.0445
n16_graph2,16,0.1,5.0,1,3000,9,3000,54000,127.973320,0.0694
n16_graph2,16,0.1,5.0,1,10000,9,3000,117000,127.991312,0.1555
n16_graph2,16,0.1,5.0,4,100,35,3000,108500,128.013607,0.1274
n16_graph2,16,0.1,5.0,4,300,35,3000,115500,128.135206,0.1359
n16_graph2,16,0.1,5.0,4,1000,35,3000,140000,127.964762,0.1718
n16_graph2,16,0.1,5.0,4,3000,35,3000,210000,128.010010,0.2679
n16_graph2,16,0.1,5.0,4,10000,35,3000,455000,128.006868,0.6072
n16_graph2,16,0.1,5.0,20,100,173,3000,536300,127.974362,0.6226
n16_graph2,16,0.1,5.0,20,300,173,3000,570900,128.081296,0.6687
n16_graph2,16,0.1,5.0,20,1000,173,3000,692000,128.007745,0.8448
n16_graph2,16,0.1,5.0,20,3000,173,3000,1038000,127.991690,1.3183
n16_graph2,16,0.1,5.0,20,10000,173,3000,2249000,127.990402,3.0219
n16_graph2,16,0.2,0.1,1,100,16,3000,49600,11.949588,0.0557
n16_graph2,16,0.2,0.1,1,300,16,3000,52800,11.646702,0.0587
n16_graph2,16,0.2,0.1,1,1000,16,3000,64000,10.877256,0.0731
n16_graph2,16,0.2,0.1,1,3000,16,3000,96000,11.472200,0.1156
n16_graph2,16,0.2,0.1,1,10000,16,3000,208000,11.222148,0.2612
n16_graph2,16,0.2,0.1,4,100,63,3000,195300,10.926134,0.2148
n16_graph2,16,0.2,0.1,4,300,63,3000,207900,11.370296,0.2275
n16_graph2,16,0.2,0.1,4,1000,63,3000,252000,11.096753,0.2792
n16_graph2,16,0.2,0.1,4,3000,63,3000,378000,11.263145,0.4399
n16_graph2,16,0.2,0.1,4,10000,63,3000,819000,11.212621,1.0015
n16_graph2,16,0.2,0.1,20,100,314,3000,973400,11.080191,1.0363
n16_graph2,16,0.2,0.1,20,300,314,3000,1036200,11.162359,1.1195
n16_graph2,16,0.2,0.1,20,1000,314,3000,1256000,11.175421,1.4263
n16_graph2,16,0.2,0.1,20,3000,314,3000,1884000,11.206555,2.2339
n16_graph2,16,0.2,0.1,20,10000,314,3000,4082000,11.199135,4.9763
n16_graph2,16,0.2,0.2,1,100,16,3000,49600,12.104506,0.0537
n16_graph2,16,0.2,0.2,1,300,16,3000,52800,11.747525,0.0582
n16_graph2,16,0.2,0.2,1,1000,16,3000,64000,12.019781,0.0718
n16_graph2,16,0.2,0.2,1,3000,16,3000,96000,11.456248,0.1129
n16_graph2,16,0.2,0.2,1,10000,16,3000,208000,11.510597,0.2558
n16_graph2,16,0.2,0.2,4,100,62,3000,192200,11.913956,0.2088
n16_graph2,16,0.2,0.2,4,300,62,3000,204600,11.548608,0.2296
n16_graph2,16,0.2,0.2,4,1000,62,3000,248000,11.870818,0.2866
n16_graph2,16,0.2,0.2,4,3000,62,3000,372000,11.508409,0.4486
n16_graph2,16,0.2,0.2,4,10000,62,3000,806000,11.645111,1.0201
n16_graph2,16,0.2,0.2,20,100,308,3000,954800,11.554026,1.0384
n16_graph2,16,0.2,0.2,20,300,308,3000,1016400,11.672293,1.1306
n16_graph2,16,0.2,0.2,20,1000,308,3000,1232000,11.575262,1.4108
n16_graph2,16,0.2,0.2,20,3000,308,3000,1848000,11.588345,2.1839
n16_graph2,16,0.2,0.2,20,10000,308,3000,4004000,11.632320,5.0618
n16_graph2,16,0.2,0.3,1,100,16,3000,49600,12.269252,0.0542
n16_graph2,16,0.2,0.3,1,300,16,3000,52800,12.100944,0.0575
n16_graph2,16,0.2,0.3,1,1000,16,3000,64000,12.138035,0.0722
n16_graph2,16,0.2,0.3,1,3000,16,3000,96000,12.331205,0.1143
n16_graph2,16,0.2,0.3,1,10000,16,3000,208000,12.063073,0.2586
n16_graph2,16,0.2,0.3,4,100,61,3000,189100,12.265857,0.2073
n16_graph2,16,0.2,0.3,4,300,61,3000,201300,12.166107,0.2241
n16_graph2,16,0.2,0.3,4,1000,61,3000,244000,12.353241,0.2809
n16_graph2,16,0.2,0.3,4,3000,61,3000,366000,12.475376,0.4445
n16_graph2,16,0.2,0.3,4,10000,61,3000,793000,12.384576,1.0377
n16_graph2,16,0.2,0.3,20,100,301,3000,933100,12.120888,1.0526
n16_graph2,16,0.2,0.3,20,300,301,3000,993300,12.430878,1.1116
n16_graph2,16,0.2,0.3,20,1000,301,3000,1204000,12.460670,1.3809
n16_graph2,16,0.2,0.3,20,3000,301,3000,1806000,12.335659,2.1576
n16_graph2,16,0.2,0.3,20,10000,301,3000,3913000,12.324919,5.0266
n16_graph2,16,0.2,0.5,1,100,15,3000,46500,14.108286,0.0528
n16_graph2,16,0.2,0.5,1,300,15,3000,49500,15.601281,0.0581
n16_graph2,16,0.2,0.5,1,1000,15,3000,60000,14.968798,0.0767
n16_graph2,16,0.2,0.5,1,3000,15,3000,90000,15.178262,0.1162
n16_graph2,16,0.2,0.5,1,10000,15,3000,195000,15.104717,0.2593
n16_graph2,16,0.2,0.5,4,100,58,3000,179800,14.922971,0.2137
n16_graph2,16,0.2,0.5,4,300,58,3000,191400,15.143729,0.2387
n16_graph2,16,0.2,0.5,4,1000,58,3000,232000,14.684730,0.2817
n16_graph2,16,0.2,0.5,4,3000,58,3000,348000,15.050086,0.4465
n16_graph2,16,0.2,0.5,4,10000,58,3000,754000,14.888881,1.0166
n16_graph2,16,0.2,0.5,20,100,289,3000,895900,14.731142,1.0186
n16_graph2,16,0.2,0.5,20,300,289,3000,953700,14.964778,1.0893
n16_graph2,16,0.2,0.5,20,1000,289,3000,1156000,15.153565,1.3886
n16_graph2,16,0.2,0.5,20,3000,289,3000,1734000,14.832892,2.1612
n16_graph2,16,0.2,0.5,20,10000,289,3000,3757000,14.892896,4.8429
n16_graph2,16,0.2,0.8,1,100,14,3000,43400,21.611377,0.0497
n16_graph2,16,0.2,0.8,1,300,14,3000,46200,21.490859,0.0522
n16_graph2,16,0.2,0.8,1,1000,14,3000,56000,21.580012,0.0662
n16_graph2,16,0.2,0.8,1,3000,14,3000,84000,21.712368,0.1059
n16_graph2,16,0.2,0.8,1,10000,14,3000,182000,21.940806,0.2383
n16_graph2,16,0.2,0.8,4,100,54,3000,167400,21.443765,0.1895
n16_graph2,16,0.2,0.8,4,300,54,3000,178200,21.819778,0.2035
n16_graph2,16,0.2,0.8,4,1000,54,3000,216000,22.177238,0.2535
n16_graph2,16,0.2,0.8,4,3000,54,3000,324000,21.859276,0.3966
n16_graph2,16,0.2,0.8,4,10000,54,3000,702000,21.889893,0.9273
n16_graph2,16,0.2,0.8,20,100,270,3000,837000,21.928495,0.9546
n16_graph2,16,0.2,0.8,20,300,270,3000,891000,21.902071,1.0172
n16_graph2,16,0.2,0.8,20,1000,270,3000,1080000,21.899246,1.2640
n16_graph2,16,0.2,0.8,20,3000,270,3000,1620000,21.943057,2.0007
n16_graph2,16,0.2,0.8,20,10000,270,3000,3510000,21.911302,4.5498
n16_graph2,16,0.2,1.0,1,100,13,3000,40300,27.320915,0.0461
n16_graph2,16,0.2,1.0,1,300,13,3000,42900,27.368703,0.0496
n16_graph2,16,0.2,1.0,1,1000,13,3000,52000,27.352289,0.0621
n16_graph2,16,0.2,1.0,1,3000,13,3000,78000,27.272583,0.0967
n16_graph2,16,0.2,1.0,1,10000,13,3000,169000,27.142061,0.2197
n16_graph2,16,0.2,1.0,4,100,52,3000,161200,27.299138,0.1822
n16_graph2,16,0.2,1.0,4,300,52,3000,171600,27.302594,0.1988
n16_graph2,16,0.2,1.0,4,1000,52,3000,208000,27.033552,0.2524
n16_graph2,16,0.2,1.0,4,3000,52,3000,312000,27.257149,0.3937
n16_graph2,16,0.2,1.0,4,10000,52,3000,676000,27.298520,0.8927
n16_graph2,16,0.2,1.0,20,100,257,3000,796700,27.233361,0.9077
n16_graph2,16,0.2,1.0,20,300,257,3000,848100,27.266737,0.9706
n16_graph2,16,0.2,1.0,20,1000,257,3000,1028000,27.153088,1.2270
n16_graph2,16,0.2,1.0,20,3000,257,3000,1542000,27.256926,1.9499
n16_graph2,16,0.2,1.0,20,10000,257,3000,3341000,27.259496,4.3445
n16_graph2,16,0.2,1.3,1,100,12,3000,37200,36.084435,0.0423
n16_graph2,16,0.2,1.3,1,300,12,3000,39600,35.865971,0.0456
n16_graph2,16,0.2,1.3,1,1000,12,3000,48000,35.394860,0.0567
n16_graph2,16,0.2,1.3,1,3000,12,3000,72000,35.444118,0.0893
n16_graph2,16,0.2,1.3,1,10000,12,3000,156000,35.347962,0.2025
n16_graph2,16,0.2,1.3,4,100,48,3000,148800,35.717477,0.1702
n16_graph2,16,0.2,1.3,4,300,48,3000,158400,35.265248,0.1827
n16_graph2,16,0.2,1.3,4,1000,48,3000,192000,35.429755,0.2266
n16_graph2,16,0.2,1.3,4,3000,48,3000,288000,35.334599,0.3549
n16_graph2,16,0.2,1.3,4,10000,48,3000,624000,35.346479,0.8100
n16_graph2,16,0.2,1.3,20,100,239,3000,740900,35.312723,0.8352
n16_graph2,16,0.2,1.3,20,300,239,3000,788700,35.352902,0.9076
n16_graph2,16,0.2,1.3,20,1000,239,3000,956000,35.363392,1.1307
n16_graph2,16,0.2,1.3,20,3000,239,3000,1434000,35.330871,1.7843
n16_graph2,16,0.2,1.3,20,10000,239,3000,3107000,35.387201,4.0366
n16_graph2,16,0.2,1.8,1,100,11,3000,34100,49.206042,0.0388
n16_graph2,16,0.2,1.8,1,300,11,3000,36300,49.012874,0.0421
n16_graph2,16,0.2,1.8,1,1000,11,3000,44000,48.929425,0.0521
n16_graph2,16,0.2,1.8,1,3000,11,3000,66000,49.018579,0.0823
n16_graph2,16,0.2,1.8,1,10000,11,3000,143000,48.893912,0.1872
n16_graph2,16,0.2,1.8,4,100,42,3000,130200,49.209269,0.1491
n16_graph2,16,0.2,1.8,4,300,42,3000,138600,48.960514,0.1596
n16_graph2,16,0.2,1.8,4,1000,42,3000,168000,48.942062,0.2010
n16_graph2,16,0.2,1.8,4,3000,42,3000,252000,48.956291,0.3171
n16_graph2,16,0.2,1.8,4,10000,42,3000,546000,48.971170,0.7198
n16_graph2,16,0.2,1.8,20,100,210,3000,651000,48.888873,0.7441
n16_graph2,16,0.2,1.8,20,300,210,3000,693000,48.999471,0.8015
n16_graph2,16,0.2,1.8,20,1000,210,3000,840000,48.959567,1.0059
n16_graph2,16,0.2,1.8,20,3000,210,3000,1260000,48.980316,1.5957
n16_graph2,16,0.2,1.8,20,10000,210,3000,2730000,48.957974,3.6449
n16_graph2,16,0.2,2.5,1,100,9,3000,27900,67.859589,0.0337
n16_graph2,16,0.2,2.5,1,300,9,3000,29700,68.229463,0.0349
n16_graph2,16,0.2,2.5,1,1000,9,3000,36000,67.938512,0.0443
n16_graph2,16,0.2,2.5,1,3000,9,3000,54000,67.984888,0.0683
n16_graph2,16,0.2,2.5,1,10000,9,3000,117000,68.029373,0.1542
n16_graph2,16,0.2,2.5,4,100,35,3000,108500,68.024799,0.1250
n16_graph2,16,0.2,2.5,4,300,35,3000,115500,68.227619,0.1336
n16_graph2,16,0.2,2.5,4,1000,35,3000,140000,67.927048,0.1681
n16_graph2,16,0.2,2.5,4,3000,35,3000,210000,67.997906,0.2640
n16_graph2,16,0.2,2.5,4,10000,35,3000,455000,68.015657,0.6122
n16_graph2,16,0.2,2.5,20,100,173,3000,536300,67.968284,0.6312
n16_graph2,16,0.2,2.5,20,300,173,3000,570900,67.987348,0.6704
n16_graph2,16,0.2,2.5,20,1000,173,3000,692000,67.982645,0.8450
n16_graph2,16,0.2,2.5,20,3000,173,3000,1038000,68.001492,1.3453
n16_graph2,16,0.2,2.5,20,10000,173,3000,2249000,68.001451,2.9751
n16_graph2,16,0.2,5.0,1,100,4,3000,12400,136.008996,0.0142
n16_graph2,16,0.2,5.0,1,300,4,3000,13200,135.934691,0.0155
n16_graph2,16,0.2,5.0,1,1000,4,3000,16000,135.974376,0.0195
n16_graph2,16,0.2,5.0,1,3000,4,3000,24000,135.983402,0.0306
n16_graph2,16,0.2,5.0,1,10000,4,3000,52000,136.003393,0.0698
n16_graph2,16,0.2,5.0,4,100,16,3000,49600,136.037486,0.0584
n16_graph2,16,0.2,5.0,4,300,16,3000,52800,135.974412,0.0620
n16_graph2,16,0.2,5.0,4,1000,16,3000,64000,136.014410,0.0771
n16_graph2,16,0.2,5.0,4,3000,16,3000,96000,135.960543,0.1221
n16_graph2,16,0.2,5.0,4,10000,16,3000,208000,135.989987,0.2782
n16_graph2,16,0.2,5.0,20,100,77,3000,238700,135.984727,0.2803
n16_graph2,16,0.2,5.0,20,300,77,3000,254100,135.998783,0.3001
n16_graph2,16,0.2,5.0,20,1000,77,3000,308000,136.003455,0.3709
n16_graph2,16,0.2,5.0,20,3000,77,3000,462000,135.998531,0.5907
n16_graph2,16,0.2,5.0,20,10000,77,3000,1001000,135.994412,1.3199
n16_graph2,16,0.5,0.1,1,100,16,3000,49600,11.232805,0.0528
n16_graph2,16,0.5,0.1,1,300,16,3000,52800,11.089182,0.0571
n16_graph2,16,0.5,0.1,1,1000,16,3000,64000,10.829251,0.0725
n16_graph2,16,0.5,0.1,1,3000,16,3000,96000,11.270104,0.1132
n16_graph2,16,0.5,0.1,1,10000,16,3000,208000,11.211573,0.2533
n16_graph2,16,0.5,0.1,4,100,61,3000,189100,10.907455,0.2009
n16_graph2,16,0.5,0.1,4,300,61,3000,201300,10.652361,0.2170
n16_graph2,16,0.5,0.1,4,1000,61,3000,244000,11.118650,0.2697
n16_graph2,16,0.5,0.1,4,3000,61,3000,366000,11.226223,0.4218
n16_graph2,16,0.5,0.1,4,10000,61,3000,793000,11.223675,0.9629
n16_graph2,16,0.5,0.1,20,100,305,3000,945500,11.000941,1.0066
n16_graph2,16,0.5,0.1,20,300,305,3000,1006500,11.248339,1.0888
n16_graph2,16,0.5,0.1,20,1000,305,3000,1220000,11.194084,1.3520
n16_graph2,16,0.5,0.1,20,3000,305,3000,1830000,11.228395,2.1222
n16_graph2,16,0.5,0.1,20,10000,305,3000,3965000,11.257742,4.7958
n16_graph2,16,0.5,0.2,1,100,15,3000,46500,11.756881,0.0498
n16_graph2,16,0.5,0.2,1,300,15,3000,49500,12.369623,0.0540
n16_graph2,16,0.5,0.2,1,1000,15,3000,60000,11.654888,0.0674
n16_graph2,16,0.5,0.2,1,3000,15,3000,90000,11.701662,0.1071
n16_graph2,16,0.5,0.2,1,10000,15,3000,195000,11.945173,0.2406
n16_graph2,16,0.5,0.2,4,100,58,3000,179800,10.990222,0.1936
n16_graph2,16,0.5,0.2,4,300,58,3000,191400,11.559755,0.2071
n16_graph2,16,0.5,0.2,4,1000,58,3000,232000,11.686201,0.2596
n16_graph2,16,0.5,0.2,4,3000,58,3000,348000,11.802207,0.4062
n16_graph2,16,0.5,0.2,4,10000,58,3000,754000,11.877758,0.9289
n16_graph2,16,0.5,0.2,20,100,289,3000,895900,11.675175,0.9602
n16_graph2,16,0.5,0.2,20,300,289,3000,953700,11.595278,1.0320
n16_graph2,16,0.5,0.2,20,1000,289,3000,1156000,11.675618,1.2936
n16_graph2,16,0.5,0.2,20,3000,289,3000,1734000,11.743348,2.0950
n16_graph2,16,0.5,0.2,20,10000,289,3000,3757000,11.737451,4.6346
n16_graph2,16,0.5,0.3,1,100,14,3000,43400,12.937894,0.0474
n16_graph2,16,0.5,0.3,1,300,14,3000,46200,13.148056,0.0511
n16_graph2,16,0.5,0.3,1,1000,14,3000,56000,11.868847,0.0635
n16_graph2,16,0.5,0.3,1,3000,14,3000,84000,12.634583,0.0995
n16_graph2,16,0.5,0.3,1,10000,14,3000,182000,12.722640,0.2270
n16_graph2,16,0.5,0.3,4,100,55,3000,170500,12.952170,0.1869
n16_graph2,16,0.5,0.3,4,300,55,3000,181500,12.757605,0.1998
n16_graph2,16,0.5,0.3,4,1000,55,3000,220000,12.691733,0.2499
n16_graph2,16,0.5,0.3,4,3000,55,3000,330000,12.683798,0.3918
n16_graph2,16,0.5,0.3,4,10000,55,3000,715000,12.732560,0.8944
n16_graph2,16,0.5,0.3,20,100,273,3000,846300,12.750466,0.9236
n16_graph2,16,0.5,0.3,20,300,273,3000,900900,12.723104,0.9915
n16_graph2,16,0.5,0.3,20,1000,273,3000,1092000,12.769706,1.2380
n16_graph2,16,0.5,0.3,20,3000,273,3000,1638000,12.747244,1.9540
n16_graph2,16,0.5,0.3,20,10000,273,3000,3549000,12.718961,4.5448
n16_graph2,16,0.5,0.5,1,100,13,3000,40300,16.432488,0.0448
n16_graph2,16,0.5,0.5,1,300,13,3000,42900,17.064569,0.0475
n16_graph2,16,0.5,0.5,1,1000,13,3000,52000,16.921504,0.0613
n16_graph2,16,0.5,0.5,1,3000,13,3000,78000,16.900928,0.0947
n16_graph2,16,0.5,0.5,1,10000,13,3000,169000,16.755369,0.2141
n16_graph2,16,0.5,0.5,4,100,49,3000,151900,16.096793,0.1677
n16_graph2,16,0.5,0.5,4,300,49,3000,161700,16.398328,0.1810
n16_graph2,16,0.5,0.5,4,1000,49,3000,196000,16.809051,0.2328
n16_graph2,16,0.5,0.5,4,3000,49,3000,294000,16.689033,0.3579
n16_graph2,16,0.5,0.5,4,10000,49,3000,637000,16.788194,0.8179
n16_graph2,16,0.5,0.5,20,100,242,3000,750200,16.695931,0.8362
n16_graph2,16,0.5,0.5,20,300,242,3000,798600,16.709694,0.8988
n16_graph2,16,0.5,0.5,20,1000,242,3000,968000,16.741343,1.1285
n16_graph2,16,0.5,0.5,20,3000,242,3000,1452000,16.710113,1.7635
n16_graph2,16,0.5,0.5,20,10000,242,3000,3146000,16.762120,4.0144
n16_graph2,16,0.5,0.8,1,100,10,3000,31000,25.433846,0.0351
n16_graph2,16,0.5,0.8,1,300,10,3000,33000,25.833177,0.0377
n16_graph2,16,0.5,0.8,1,1000,10,3000,40000,25.706938,0.0475
n16_graph2,16,0.5,0.8,1,3000,10,3000,60000,25.665847,0.0754
n16_graph2,16,0.5,0.8,1,10000,10,3000,130000,25.694837,0.1689
n16_graph2,16,0.5,0.8,4,100,40,3000,124000,25.709171,0.1408
n16_graph2,16,0.5,0.8,4,300,40,3000,132000,25.578442,0.1509
n16_graph2,16,0.5,0.8,4,1000,40,3000,160000,25.719738,0.1898
n16_graph2,16,0.5,0.8,4,3000,40,3000,240000,25.691246,0.2981
n16_graph2,16,0.5,0.8,4,10000,40,3000,520000,25.707154,0.6833
n16_graph2,16,0.5,0.8,20,100,199,3000,616900,25.739368,0.7009
n16_graph2,16,0.5,0.8,20,300,199,3000,656700,25.684539,0.7533
n16_graph2,16,0.5,0.8,20,1000,199,3000,796000,25.650164,1.0247
n16_graph2,16,0.5,0.8,20,3000,199,3000,1194000,25.678306,1.4799
n16_graph2,16,0.5,0.8,20,10000,199,3000,2587000,25.677640,3.3469
n16_graph2,16,0.5,1.0,1,100,9,3000,27900,31.808168,0.0316
n16_graph2,16,0.5,1.0,1,300,9,3000,29700,31.994627,0.0345
n16_graph2,16,0.5,1.0,1,1000,9,3000,36000,31.970793,0.0440
n16_graph2,16,0.5,1.0,1,3000,9,3000,54000,32.068802,0.0675
n16_graph2,16,0.5,1.0,1,10000,9,3000,117000,31.990725,0.1533
n16_graph2,16,0.5,1.0,4,100,35,3000,108500,31.965196,0.1237
n16_graph2,16,0.5,1.0,4,300,35,3000,115500,32.011968,0.1343
n16_graph2,16,0.5,1.0,4,1000,35,3000,140000,32.006677,0.1676
n16_graph2,16,0.5,1.0,4,3000,35,3000,210000,32.043116,0.2639
n16_graph2,16,0.5,1.0,4,10000,35,3000,455000,32.011388,0.5949
n16_graph2,16,0.5,1.0,20,100,173,3000,536300,31.965400,0.6102
n16_graph2,16,0.5,1.0,20,300,173,3000,570900,31.982943,0.6533
n16_graph2,16,0.5,1.0,20,1000,173,3000,692000,32.024606,0.8199
n16_graph2,16,0.5,1.0,20,3000,173,3000,1038000,32.020904,1.2862
n16_graph2,16,0.5,1.0,20,10000,173,3000,2249000,32.016176,2.9368
n16_graph2,16,0.5,1.3,1,100,7,3000,21700,41.647681,0.0251
n16_graph2,16,0.5,1.3,1,300,7,3000,23100,41.654197,0.0272
n16_graph2,16,0.5,1.3,1,1000,7,3000,28000,41.616609,0.0338
n16_graph2,16,0.5,1.3,1,3000,7,3000,42000,41.558853,0.0529
n16_graph2,16,0.5,1.3,1,10000,7,3000,91000,41.614916,0.1201
n16_graph2,16,0.5,1.3,4,100,28,3000,86800,41.599154,0.0999
n16_graph2,16,0.5,1.3,4,300,28,3000,92400,41.661626,0.1076
n16_graph2,16,0.5,1.3,4,1000,28,3000,112000,41.615880,0.1342
n16_graph2,16,0.5,1.3,4,3000,28,3000,168000,41.564277,0.2100
n16_graph2,16,0.5,1.3,4,10000,28,3000,364000,41.608159,0.4792
n16_graph2,16,0.5,1.3,20,100,138,3000,427800,41.627301,0.4994
n16_graph2,16,0.5,1.3,20,300,138,3000,455400,41.587914,0.5528
n16_graph2,16,0.5,1.3,20,1000,138,3000,552000,41.616709,0.6869
n16_graph2,16,0.5,1.3,20,3000,138,3000,828000,41.611316,1.0971
n16_graph2,16,0.5,1.3,20,10000,138,3000,1794000,41.600379,2.4352
n16_graph2,16,0.5,1.8,1,100,5,3000,15500,57.544062,0.0179
n16_graph2,16,0.5,1.8,1,300,5,3000,16500,57.573947,0.0193
n16_graph2,16,0.5,1.8,1,1000,5,3000,20000,57.608699,0.0245
n16_graph2,16,0.5,1.8,1,3000,5,3000,30000,57.617067,0.0395
n16_graph2,16,0.5,1.8,1,10000,5,3000,65000,57.613516,0.0870
n16_graph2,16,0.5,1.8,4,100,19,3000,58900,57.473858,0.0711
n16_graph2,16,0.5,1.8,4,300,19,3000,62700,57.624650,0.0742
n16_graph2,16,0.5,1.8,4,1000,19,3000,76000,57.612105,0.0942
n16_graph2,16,0.5,1.8,4,3000,19,3000,114000,57.589435,0.1430
n16_graph2,16,0.5,1.8,4,10000,19,3000,247000,57.606127,0.3331
n16_graph2,16,0.5,1.8,20,100,91,3000,282100,57.603611,0.3329
n16_graph2,16,0.5,1.8,20,300,91,3000,300300,57.584248,0.3669
n16_graph2,16,0.5,1.8,20,1000,91,3000,364000,57.613664,0.4508
n16_graph2,16,0.5,1.8,20,3000,91,3000,546000,57.598181,0.6974
n16_graph2,16,0.5,1.8,20,10000,91,3000,1183000,57.597924,1.5878
n16_graph2,16,0.5,2.5,1,100,3,3000,9300,79.937574,0.0115
n16_graph2,16,0.5,2.5,1,300,3,3000,9900,79.981264,0.0120
n16_graph2,16,0.5,2.5,1,1000,3,3000,12000,79.995704,0.0153
n16_graph2,16,0.5,2.5,1,3000,3,3000,18000,80.005263,0.0226
n16_graph2,16,0.5,2.5,1,10000,3,3000,39000,79.997802,0.0510
n16_graph2,16,0.5,2.5,4,100,10,3000,31000,79.995893,0.0359
n16_graph2,16,0.5,2.5,4,300,10,3000,33000,79.989516,0.0390
n16_graph2,16,0.5,2.5,4,1000,10,3000,40000,80.002906,0.0481
n16_graph2,16,0.5,2.5,4,3000,10,3000,60000,80.011956,0.0766
n16_graph2,16,0.5,2.5,4,10000,10,3000,130000,79.997612,0.1769
n16_graph2,16,0.5,2.5,20,100,49,3000,151900,80.001638,0.1820
n16_graph2,16,0.5,2.5,20,300,49,3000,161700,79.968356,0.1941
n16_graph2,16,0.5,2.5,20,1000,49,3000,196000,80.000111,0.2428
n16_graph2,16,0.5,2.5,20,3000,49,3000,294000,80.000552,0.3873
n16_graph2,16,0.5,2.5,20,10000,49,3000,637000,79.996828,0.8687
n16_graph2,16,0.5,5.0,1,100,1,3000,3100,159.995323,0.0036
n16_graph2,16,0.5,5.0,1,300,1,3000,3300,160.003632,0.0038
n16_graph2,16,0.5,5.0,1,1000,1,3000,4000,160.001374,0.0047
n16_graph2,16,0.5,5.0,1,3000,1,3000,6000,160.001378,0.0075
n16_graph2,16,0.5,5.0,1,10000,1,3000,13000,160.001797,0.0173
n16_graph2,16,0.5,5.0,4,100,1,3000,3100,160.001449,0.0037
n16_graph2,16,0.5,5.0,4,300,1,3000,3300,159.997201,0.0040
n16_graph2,16,0.5,5.0,4,1000,1,3000,4000,160.000876,0.0049
n16_graph2,16,0.5,5.0,4,3000,1,3000,6000,160.000283,0.0077
n16_graph2,16,0.5,5.0,4,10000,1,3000,13000,160.001388,0.0179
n16_graph2,16,0.5,5.0,20,100,5,3000,15500,160.002328,0.0185
n16_graph2,16,0.5,5.0,20,300,5,3000,16500,159.998987,0.0202
n16_graph2,16,0.5,5.0,20,1000,5,3000,20000,159.999747,0.0253
n16_graph2,16,0.5,5.0,20,3000,5,3000,30000,159.999977,0.0386
n16_graph2,16,0.5,5.0,20,10000,5,3000,65000,160.000997,0.0894
n16_graph2,16,1.0,0.1,1,100,15,3000,46500,11.359683,0.0518
