graph_id,n,h,beta,init,dynamics,step,log_z_mcmc
n40_graph0,40,1.0,1.3,uniform,metropolis,5236,128.244332
n40_graph0,40,1.0,1.8,uniform,metropolis,5236,177.680557
n40_graph0,40,1.0,2.5,uniform,metropolis,5236,247.005442
n40_graph0,40,1.0,5.0,uniform,metropolis,5236,494.414692
n40_graph0,40,1.0,0.1,uniform,metropolis,5836,28.402617
n40_graph0,40,1.0,0.2,uniform,metropolis,5836,30.718517
n40_graph0,40,1.0,0.3,uniform,metropolis,5836,35.205357
n40_graph0,40,1.0,0.5,uniform,metropolis,5836,50.080277
n40_graph0,40,1.0,0.8,uniform,metropolis,5836,78.708182
n40_graph0,40,1.0,1.0,uniform,metropolis,5836,98.528742
n40_graph0,40,1.0,1.3,uniform,metropolis,5836,128.228022
n40_graph0,40,1.0,1.8,uniform,metropolis,5836,177.722197
n40_graph0,40,1.0,2.5,uniform,metropolis,5836,247.116452
n40_graph0,40,1.0,5.0,uniform,metropolis,5836,494.792077
n40_graph0,40,1.0,0.1,uniform,metropolis,6504,28.367337
n40_graph0,40,1.0,0.2,uniform,metropolis,6504,30.632987
n40_graph0,40,1.0,0.3,uniform,metropolis,6504,35.081112
n40_graph0,40,1.0,0.5,uniform,metropolis,6504,49.968572
n40_graph0,40,1.0,0.8,uniform,metropolis,6504,78.701057
n40_graph0,40,1.0,1.0,uniform,metropolis,6504,98.535627
n40_graph0,40,1.0,1.3,uniform,metropolis,6504,128.259147
n40_graph0,40,1.0,1.8,uniform,metropolis,6504,177.805272
n40_graph0,40,1.0,2.5,uniform,metropolis,6504,247.261792
n40_graph0,40,1.0,5.0,uniform,metropolis,6504,495.176167
n40_graph0,40,1.0,0.1,uniform,metropolis,7248,28.378207
n40_graph0,40,1.0,0.2,uniform,metropolis,7248,30.689247
n40_graph0,40,1.0,0.3,uniform,metropolis,7248,35.194297
n40_graph0,40,1.0,0.5,uniform,metropolis,7248,50.075087
n40_graph0,40,1.0,0.8,uniform,metropolis,7248,78.703967
n40_graph0,40,1.0,1.0,uniform,metropolis,7248,98.529237
n40_graph0,40,1.0,1.3,uniform,metropolis,7248,128.281137
n40_graph0,40,1.0,1.8,uniform,metropolis,7248,177.873862
n40_graph0,40,1.0,2.5,uniform,metropolis,7248,247.386137
n40_graph0,40,1.0,5.0,uniform,metropolis,7248,495.514512
n40_graph0,40,1.0,0.1,uniform,metropolis,8078,28.386127
n40_graph0,40,1.0,0.2,uniform,metropolis,8078,30.690192
n40_graph0,40,1.0,0.3,uniform,metropolis,8078,35.195047
n40_graph0,40,1.0,0.5,uniform,metropolis,8078,50.138057
n40_graph0,40,1.0,0.8,uniform,metropolis,8078,78.829697
n40_graph0,40,1.0,1.0,uniform,metropolis,8078,98.667087
n40_graph0,40,1.0,1.3,uniform,metropolis,8078,128.437947
n40_graph0,40,1.0,1.8,uniform,metropolis,8078,178.072497
n40_graph0,40,1.0,2.5,uniform,metropolis,8078,247.634892
n40_graph0,40,1.0,5.0,uniform,metropolis,8078,495.955642
n40_graph0,40,1.0,0.1,uniform,metropolis,9003,28.380247
n40_graph0,40,1.0,0.2,uniform,metropolis,9003,30.660887
n40_graph0,40,1.0,0.3,uniform,metropolis,9003,35.169607
n40_graph0,40,1.0,0.5,uniform,metropolis,9003,50.182337
n40_graph0,40,1.0,0.8,uniform,metropolis,9003,78.926822
n40_graph0,40,1.0,1.0,uniform,metropolis,9003,98.779672
n40_graph0,40,1.0,1.3,uniform,metropolis,9003,128.574067
n40_graph0,40,1.0,1.8,uniform,metropolis,9003,178.246167
n40_graph0,40,1.0,2.5,uniform,metropolis,9003,247.853537
n40_graph0,40,1.0,5.0,uniform,metropolis,9003,496.346912
n40_graph0,40,1.0,0.1,uniform,metropolis,10034,28.388157
n40_graph0,40,1.0,0.2,uniform,metropolis,10034,30.682957
n40_graph0,40,1.0,0.3,uniform,metropolis,10034,35.262187
n40_graph0,40,1.0,0.5,uniform,metropolis,10034,50.416017
n40_graph0,40,1.0,0.8,uniform,metropolis,10034,79.162377
n40_graph0,40,1.0,1.0,uniform,metropolis,10034,99.009017
n40_graph0,40,1.0,1.3,uniform,metropolis,10034,128.822627
n40_graph0,40,1.0,1.8,uniform,metropolis,10034,178.528427
n40_graph0,40,1.0,2.5,uniform,metropolis,10034,248.176117
n40_graph0,40,1.0,5.0,uniform,metropolis,10034,496.824242
n40_graph0,40,1.0,0.1,uniform,metropolis,11183,28.372922
n40_graph0,40,1.0,0.2,uniform,metropolis,11183,30.645102
n40_graph0,40,1.0,0.3,uniform,metropolis,11183,35.163547
n40_graph0,40,1.0,0.5,uniform,metropolis,11183,50.203767
n40_graph0,40,1.0,0.8,uniform,metropolis,11183,78.954732
n40_graph0,40,1.0,1.0,uniform,metropolis,11183,98.817132
n40_graph0,40,1.0,1.3,uniform,metropolis,11183,128.649897
n40_graph0,40,1.0,1.8,uniform,metropolis,11183,178.385922
n40_graph0,40,1.0,2.5,uniform,metropolis,11183,248.069802
n40_graph0,40,1.0,5.0,uniform,metropolis,11183,496.856802
n40_graph0,40,1.0,0.1,uniform,metropolis,12463,28.376707
n40_graph0,40,1.0,0.2,uniform,metropolis,12463,30.642052
n40_graph0,40,1.0,0.3,uniform,metropolis,12463,35.141547
n40_graph0,40,1.0,0.5,uniform,metropolis,12463,50.154367
n40_graph0,40,1.0,0.8,uniform,metropolis,12463,78.893467
n40_graph0,40,1.0,1.0,uniform,metropolis,12463,98.761327
n40_graph0,40,1.0,1.3,uniform,metropolis,12463,128.607307
n40_graph0,40,1.0,1.8,uniform,metropolis,12463,178.370432
n40_graph0,40,1.0,2.5,uniform,metropolis,12463,248.086792
n40_graph0,40,1.0,5.0,uniform,metropolis,12463,496.998417
n40_graph0,40,1.0,0.1,uniform,metropolis,13890,28.370782
n40_graph0,40,1.0,0.2,uniform,metropolis,13890,30.631977
n40_graph0,40,1.0,0.3,uniform,metropolis,13890,35.133102
n40_graph0,40,1.0,0.5,uniform,metropolis,13890,50.145002
n40_graph0,40,1.0,0.8,uniform,metropolis,13890,78.893522
n40_graph0,40,1.0,1.0,uniform,metropolis,13890,98.771512
n40_graph0,40,1.0,1.3,uniform,metropolis,13890,128.630647
n40_graph0,40,1.0,1.8,uniform,metropolis,13890,178.418122
n40_graph0,40,1.0,2.5,uniform,metropolis,13890,248.163637
n40_graph0,40,1.0,5.0,uniform,metropolis,13890,497.187012
n40_graph0,40,1.0,0.1,uniform,metropolis,15480,28.384167
n40_graph0,40,1.0,0.2,uniform,metropolis,15480,30.649707
n40_graph0,40,1.0,0.3,uniform,metropolis,15480,35.153077
n40_graph0,40,1.0,0.5,uniform,metropolis,15480,50.195017
n40_graph0,40,1.0,0.8,uniform,metropolis,15480,78.928312
n40_graph0,40,1.0,1.0,uniform,metropolis,15480,98.792932
n40_graph0,40,1.0,1.3,uniform,metropolis,15480,128.665912
n40_graph0,40,1.0,1.8,uniform,metropolis,15480,178.475212
n40_graph0,40,1.0,2.5,uniform,metropolis,15480,248.246872
n40_graph0,40,1.0,5.0,uniform,metropolis,15480,497.370622
n40_graph0,40,1.0,0.1,uniform,metropolis,17253,28.389932
n40_graph0,40,1.0,0.2,uniform,metropolis,17253,30.678427
n40_graph0,40,1.0,0.3,uniform,metropolis,17253,35.206777
n40_graph0,40,1.0,0.5,uniform,metropolis,17253,50.232317
n40_graph0,40,1.0,0.8,uniform,metropolis,17253,78.928277
n40_graph0,40,1.0,1.0,uniform,metropolis,17253,98.802787
n40_graph0,40,1.0,1.3,uniform,metropolis,17253,128.686672
n40_graph0,40,1.0,1.8,uniform,metropolis,17253,178.515572
n40_graph0,40,1.0,2.5,uniform,metropolis,17253,248.310682
n40_graph0,40,1.0,5.0,uniform,metropolis,17253,497.524432
n40_graph0,40,1.0,0.1,uniform,metropolis,19228,28.364987
n40_graph0,40,1.0,0.2,uniform,metropolis,19228,30.621247
n40_graph0,40,1.0,0.3,uniform,metropolis,19228,35.105122
n40_graph0,40,1.0,0.5,uniform,metropolis,19228,50.055532
n40_graph0,40,1.0,0.8,uniform,metropolis,19228,78.755437
n40_graph0,40,1.0,1.0,uniform,metropolis,19228,98.636777
n40_graph0,40,1.0,1.3,uniform,metropolis,19228,128.531837
n40_graph0,40,1.0,1.8,uniform,metropolis,19228,178.378312
n40_graph0,40,1.0,2.5,uniform,metropolis,19228,248.194457
n40_graph0,40,1.0,5.0,uniform,metropolis,19228,497.488957
n40_graph0,40,1.0,0.1,uniform,metropolis,21429,28.370497
n40_graph0,40,1.0,0.2,uniform,metropolis,21429,30.636627
n40_graph0,40,1.0,0.3,uniform,metropolis,21429,35.156192
n40_graph0,40,1.0,0.5,uniform,metropolis,21429,50.213672
n40_graph0,40,1.0,0.8,uniform,metropolis,21429,78.992702
n40_graph0,40,1.0,1.0,uniform,metropolis,21429,98.885972
n40_graph0,40,1.0,1.3,uniform,metropolis,21429,128.791802
n40_graph0,40,1.0,1.8,uniform,metropolis,21429,178.654027
n40_graph0,40,1.0,2.5,uniform,metropolis,21429,248.489072
n40_graph0,40,1.0,5.0,uniform,metropolis,21429,497.856072
n40_graph0,40,1.0,0.1,uniform,metropolis,23883,28.375262
n40_graph0,40,1.0,0.2,uniform,metropolis,23883,30.648187
n40_graph0,40,1.0,0.3,uniform,metropolis,23883,35.184117
n40_graph0,40,1.0,0.5,uniform,metropolis,23883,50.243997
n40_graph0,40,1.0,0.8,uniform,metropolis,23883,78.988347
n40_graph0,40,1.0,1.0,uniform,metropolis,23883,98.884787
n40_graph0,40,1.0,1.3,uniform,metropolis,23883,128.795492
n40_graph0,40,1.0,1.8,uniform,metropolis,23883,178.671892
n40_graph0,40,1.0,2.5,uniform,metropolis,23883,248.523877
n40_graph0,40,1.0,5.0,uniform,metropolis,23883,497.955877
n40_graph0,40,1.0,0.1,uniform,metropolis,26617,28.372262
n40_graph0,40,1.0,0.2,uniform,metropolis,26617,30.623422
n40_graph0,40,1.0,0.3,uniform,metropolis,26617,35.154842
n40_graph0,40,1.0,0.5,uniform,metropolis,26617,50.236062
n40_graph0,40,1.0,0.8,uniform,metropolis,26617,78.969837
n40_graph0,40,1.0,1.0,uniform,metropolis,26617,98.866887
n40_graph0,40,1.0,1.3,uniform,metropolis,26617,128.782677
n40_graph0,40,1.0,1.8,uniform,metropolis,26617,178.671777
n40_graph0,40,1.0,2.5,uniform,metropolis,26617,248.538952
n40_graph0,40,1.0,5.0,uniform,metropolis,26617,498.029202
n40_graph0,40,1.0,0.1,uniform,metropolis,29664,28.371472
n40_graph0,40,1.0,0.2,uniform,metropolis,29664,30.635502
n40_graph0,40,1.0,0.3,uniform,metropolis,29664,35.161982
n40_graph0,40,1.0,0.5,uniform,metropolis,29664,50.217052
n40_graph0,40,1.0,0.8,uniform,metropolis,29664,78.972067
n40_graph0,40,1.0,1.0,uniform,metropolis,29664,98.875397
n40_graph0,40,1.0,1.3,uniform,metropolis,29664,128.799842
n40_graph0,40,1.0,1.8,uniform,metropolis,29664,178.700342
n40_graph0,40,1.0,2.5,uniform,metropolis,29664,248.581167
n40_graph0,40,1.0,5.0,uniform,metropolis,29664,498.123792
n40_graph0,40,1.0,0.1,uniform,metropolis,33060,28.369942
n40_graph0,40,1.0,0.2,uniform,metropolis,33060,30.631622
n40_graph0,40,1.0,0.3,uniform,metropolis,33060,35.162497
n40_graph0,40,1.0,0.5,uniform,metropolis,33060,50.226387
n40_graph0,40,1.0,0.8,uniform,metropolis,33060,78.982512
n40_graph0,40,1.0,1.0,uniform,metropolis,33060,98.890182
n40_graph0,40,1.0,1.3,uniform,metropolis,33060,128.821107
n40_graph0,40,1.0,1.8,uniform,metropolis,33060,178.731832
n40_graph0,40,1.0,2.5,uniform,metropolis,33060,248.624907
n40_graph0,40,1.0,5.0,uniform,metropolis,33060,498.214532
n40_graph0,40,1.0,0.1,uniform,metropolis,36846,28.371992
n40_graph0,40,1.0,0.2,uniform,metropolis,36846,30.625797
n40_graph0,40,1.0,0.3,uniform,metropolis,36846,35.157087
n40_graph0,40,1.0,0.5,uniform,metropolis,36846,50.210647
n40_graph0,40,1.0,0.8,uniform,metropolis,36846,78.927037
n40_graph0,40,1.0,1.0,uniform,metropolis,36846,98.841867
n40_graph0,40,1.0,1.3,uniform,metropolis,36846,128.779887
n40_graph0,40,1.0,1.8,uniform,metropolis,36846,178.699762
n40_graph0,40,1.0,2.5,uniform,metropolis,36846,248.603792
n40_graph0,40,1.0,5.0,uniform,metropolis,36846,498.235542
n40_graph0,40,1.0,0.1,uniform,metropolis,41064,28.369377
n40_graph0,40,1.0,0.2,uniform,metropolis,41064,30.631962
n40_graph0,40,1.0,0.3,uniform,metropolis,41064,35.181997
n40_graph0,40,1.0,0.5,uniform,metropolis,41064,50.235077
n40_graph0,40,1.0,0.8,uniform,metropolis,41064,78.929087
n40_graph0,40,1.0,1.0,uniform,metropolis,41064,98.845627
n40_graph0,40,1.0,1.3,uniform,metropolis,41064,128.788642
n40_graph0,40,1.0,1.8,uniform,metropolis,41064,178.716767
n40_graph0,40,1.0,2.5,uniform,metropolis,41064,248.630702
n40_graph0,40,1.0,5.0,uniform,metropolis,41064,498.300452
n40_graph0,40,1.0,0.1,uniform,metropolis,45765,28.355807
n40_graph0,40,1.0,0.2,uniform,metropolis,45765,30.608567
n40_graph0,40,1.0,0.3,uniform,metropolis,45765,35.172412
n40_graph0,40,1.0,0.5,uniform,metropolis,45765,50.258532
n40_graph0,40,1.0,0.8,uniform,metropolis,45765,78.968172
n40_graph0,40,1.0,1.0,uniform,metropolis,45765,98.884432
n40_graph0,40,1.0,1.3,uniform,metropolis,45765,128.833282
n40_graph0,40,1.0,1.8,uniform,metropolis,45765,178.768782
n40_graph0,40,1.0,2.5,uniform,metropolis,45765,248.691537
n40_graph0,40,1.0,5.0,uniform,metropolis,45765,498.395162
n40_graph0,40,1.0,0.1,uniform,metropolis,51005,28.360122
n40_graph0,40,1.0,0.2,uniform,metropolis,51005,30.612332
n40_graph0,40,1.0,0.3,uniform,metropolis,51005,35.190072
n40_graph0,40,1.0,0.5,uniform,metropolis,51005,50.295862
n40_graph0,40,1.0,0.8,uniform,metropolis,51005,78.984862
n40_graph0,40,1.0,1.0,uniform,metropolis,51005,98.903392
n40_graph0,40,1.0,1.3,uniform,metropolis,51005,128.850502
n40_graph0,40,1.0,1.8,uniform,metropolis,51005,178.790502
n40_graph0,40,1.0,2.5,uniform,metropolis,51005,248.721202
n40_graph0,40,1.0,5.0,uniform,metropolis,51005,498.455202
n40_graph0,40,1.0,0.1,uniform,metropolis,56845,28.358937
n40_graph0,40,1.0,0.2,uniform,metropolis,56845,30.620552
n40_graph0,40,1.0,0.3,uniform,metropolis,56845,35.181767
n40_graph0,40,1.0,0.5,uniform,metropolis,56845,50.241507
n40_graph0,40,1.0,0.8,uniform,metropolis,56845,78.943887
n40_graph0,40,1.0,1.0,uniform,metropolis,56845,98.863797
n40_graph0,40,1.0,1.3,uniform,metropolis,56845,128.814042
n40_graph0,40,1.0,1.8,uniform,metropolis,56845,178.760217
n40_graph0,40,1.0,2.5,uniform,metropolis,56845,248.698022
n40_graph0,40,1.0,5.0,uniform,metropolis,56845,498.459397
n40_graph0,40,1.0,0.1,uniform,metropolis,63353,28.355112
n40_graph0,40,1.0,0.2,uniform,metropolis,63353,30.610592
n40_graph0,40,1.0,0.3,uniform,metropolis,63353,35.186587
n40_graph0,40,1.0,0.5,uniform,metropolis,63353,50.283007
n40_graph0,40,1.0,0.8,uniform,metropolis,63353,78.992887
n40_graph0,40,1.0,1.0,uniform,metropolis,63353,98.914547
n40_graph0,40,1.0,1.3,uniform,metropolis,63353,128.865602
n40_graph0,40,1.0,1.8,uniform,metropolis,63353,178.817302
n40_graph0,40,1.0,2.5,uniform,metropolis,63353,248.761512
n40_graph0,40,1.0,5.0,uniform,metropolis,63353,498.547387
n40_graph0,40,1.0,0.1,uniform,metropolis,70606,28.357922
n40_graph0,40,1.0,0.2,uniform,metropolis,70606,30.610432
n40_graph0,40,1.0,0.3,uniform,metropolis,70606,35.200437
n40_graph0,40,1.0,0.5,uniform,metropolis,70606,50.337217
n40_graph0,40,1.0,0.8,uniform,metropolis,70606,79.046077
n40_graph0,40,1.0,1.0,uniform,metropolis,70606,98.967377
n40_graph0,40,1.0,1.3,uniform,metropolis,70606,128.921822
n40_graph0,40,1.0,1.8,uniform,metropolis,70606,178.878472
n40_graph0,40,1.0,2.5,uniform,metropolis,70606,248.828387
n40_graph0,40,1.0,5.0,uniform,metropolis,70606,498.636262
n40_graph0,40,1.0,0.1,uniform,metropolis,78690,28.352752
n40_graph0,40,1.0,0.2,uniform,metropolis,78690,30.604842
n40_graph0,40,1.0,0.3,uniform,metropolis,78690,35.207967
n40_graph0,40,1.0,0.5,uniform,metropolis,78690,50.361757
n40_graph0,40,1.0,0.8,uniform,metropolis,78690,79.069687
n40_graph0,40,1.0,1.0,uniform,metropolis,78690,98.991807
n40_graph0,40,1.0,1.3,uniform,metropolis,78690,128.949867
n40_graph0,40,1.0,1.8,uniform,metropolis,78690,178.910117
n40_graph0,40,1.0,2.5,uniform,metropolis,78690,248.865212
n40_graph0,40,1.0,5.0,uniform,metropolis,78690,498.692837
n40_graph0,40,1.0,0.1,uniform,metropolis,87699,28.355687
n40_graph0,40,1.0,0.2,uniform,metropolis,87699,30.611797
n40_graph0,40,1.0,0.3,uniform,metropolis,87699,35.219597
n40_graph0,40,1.0,0.5,uniform,metropolis,87699,50.392207
n40_graph0,40,1.0,0.8,uniform,metropolis,87699,79.120777
n40_graph0,40,1.0,1.0,uniform,metropolis,87699,99.045527
n40_graph0,40,1.0,1.3,uniform,metropolis,87699,129.005807
n40_graph0,40,1.0,1.8,uniform,metropolis,87699,178.970132
n40_graph0,40,1.0,2.5,uniform,metropolis,87699,248.929812
n40_graph0,40,1.0,5.0,uniform,metropolis,87699,498.775062
n40_graph0,40,1.0,0.1,uniform,metropolis,97740,28.356652
n40_graph0,40,1.0,0.2,uniform,metropolis,97740,30.618832
n40_graph0,40,1.0,0.3,uniform,metropolis,97740,35.233902
n40_graph0,40,1.0,0.5,uniform,metropolis,97740,50.410292
n40_graph0,40,1.0,0.8,uniform,metropolis,97740,79.141592
n40_graph0,40,1.0,1.0,uniform,metropolis,97740,99.069402
n40_graph0,40,1.0,1.3,uniform,metropolis,97740,129.032022
n40_graph0,40,1.0,1.8,uniform,metropolis,97740,179.000022
n40_graph0,40,1.0,2.5,uniform,metropolis,97740,248.963867
n40_graph0,40,1.0,5.0,uniform,metropolis,97740,498.825117
n40_graph0,40,1.0,0.1,uniform,metropolis,108930,28.349157
n40_graph0,40,1.0,0.2,uniform,metropolis,108930,30.614607
n40_graph0,40,1.0,0.3,uniform,metropolis,108930,35.249157
n40_graph0,40,1.0,0.5,uniform,metropolis,108930,50.455687
n40_graph0,40,1.0,0.8,uniform,metropolis,108930,79.209877
n40_graph0,40,1.0,1.0,uniform,metropolis,108930,99.141347
n40_graph0,40,1.0,1.3,uniform,metropolis,108930,129.105557
n40_graph0,40,1.0,1.8,uniform,metropolis,108930,179.074757
n40_graph0,40,1.0,2.5,uniform,metropolis,108930,249.042312
n40_graph0,40,1.0,5.0,uniform,metropolis,108930,498.917812
n40_graph0,40,1.0,0.1,uniform,metropolis,121401,28.350452
n40_graph0,40,1.0,0.2,uniform,metropolis,121401,30.619462
n40_graph0,40,1.0,0.3,uniform,metropolis,121401,35.251272
n40_graph0,40,1.0,0.5,uniform,metropolis,121401,50.459232
n40_graph0,40,1.0,0.8,uniform,metropolis,121401,79.231902
n40_graph0,40,1.0,1.0,uniform,metropolis,121401,99.163982
n40_graph0,40,1.0,1.3,uniform,metropolis,121401,129.128972
n40_graph0,40,1.0,1.8,uniform,metropolis,121401,179.101347
n40_graph0,40,1.0,2.5,uniform,metropolis,121401,249.072227
n40_graph0,40,1.0,5.0,uniform,metropolis,121401,498.960477
n40_graph0,40,1.0,0.1,uniform,metropolis,135300,28.355437
n40_graph0,40,1.0,0.2,uniform,metropolis,135300,30.622637
n40_graph0,40,1.0,0.3,uniform,metropolis,135300,35.244967
n40_graph0,40,1.0,0.5,uniform,metropolis,135300,50.451467
n40_graph0,40,1.0,0.8,uniform,metropolis,135300,79.229972
n40_graph0,40,1.0,1.0,uniform,metropolis,135300,99.162632
n40_graph0,40,1.0,1.3,uniform,metropolis,135300,129.129587
n40_graph0,40,1.0,1.8,uniform,metropolis,135300,179.104812
n40_graph0,40,1.0,2.5,uniform,metropolis,135300,249.078702
n40_graph0,40,1.0,5.0,uniform,metropolis,135300,498.978452
n40_graph0,40,1.0,0.1,uniform,metropolis,150791,28.353492
n40_graph0,40,1.0,0.2,uniform,metropolis,150791,30.606912
n40_graph0,40,1.0,0.3,uniform,metropolis,150791,35.210847
n40_graph0,40,1.0,0.5,uniform,metropolis,150791,50.404417
n40_graph0,40,1.0,0.8,uniform,metropolis,150791,79.183027
n40_graph0,40,1.0,1.0,uniform,metropolis,150791,99.115777
n40_graph0,40,1.0,1.3,uniform,metropolis,150791,129.083992
n40_graph0,40,1.0,1.8,uniform,metropolis,150791,179.061742
n40_graph0,40,1.0,2.5,uniform,metropolis,150791,249.038292
n40_graph0,40,1.0,5.0,uniform,metropolis,150791,498.948417
n40_graph0,40,1.0,0.1,uniform,metropolis,168055,28.353812
n40_graph0,40,1.0,0.2,uniform,metropolis,168055,30.608462
n40_graph0,40,1.0,0.3,uniform,metropolis,168055,35.221792
n40_graph0,40,1.0,0.5,uniform,metropolis,168055,50.440172
n40_graph0,40,1.0,0.8,uniform,metropolis,168055,79.229402
n40_graph0,40,1.0,1.0,uniform,metropolis,168055,99.161752
n40_graph0,40,1.0,1.3,uniform,metropolis,168055,129.131362
n40_graph0,40,1.0,1.8,uniform,metropolis,168055,179.111412
n40_graph0,40,1.0,2.5,uniform,metropolis,168055,249.090377
n40_graph0,40,1.0,5.0,uniform,metropolis,168055,499.009627
n40_graph0,40,1.0,0.1,uniform,metropolis,187295,28.353682
n40_graph0,40,1.0,0.2,uniform,metropolis,187295,30.610397
n40_graph0,40,1.0,0.3,uniform,metropolis,187295,35.219887
n40_graph0,40,1.0,0.5,uniform,metropolis,187295,50.424797
n40_graph0,40,1.0,0.8,uniform,metropolis,187295,79.205492
n40_graph0,40,1.0,1.0,uniform,metropolis,187295,99.134362
n40_graph0,40,1.0,1.3,uniform,metropolis,187295,129.105802
n40_graph0,40,1.0,1.8,uniform,metropolis,187295,179.087652
n40_graph0,40,1.0,2.5,uniform,metropolis,187295,249.068787
n40_graph0,40,1.0,5.0,uniform,metropolis,187295,498.996412
n40_graph0,40,1.0,0.1,uniform,metropolis,208739,28.353427
n40_graph0,40,1.0,0.2,uniform,metropolis,208739,30.617397
n40_graph0,40,1.0,0.3,uniform,metropolis,208739,35.237707
n40_graph0,40,1.0,0.5,uniform,metropolis,208739,50.445317
n40_graph0,40,1.0,0.8,uniform,metropolis,208739,79.221932
n40_graph0,40,1.0,1.0,uniform,metropolis,208739,99.153002
n40_graph0,40,1.0,1.3,uniform,metropolis,208739,129.126152
n40_graph0,40,1.0,1.8,uniform,metropolis,208739,179.109052
n40_graph0,40,1.0,2.5,uniform,metropolis,208739,249.092112
n40_graph0,40,1.0,5.0,uniform,metropolis,208739,499.027112
n40_graph0,40,1.0,0.1,uniform,metropolis,232637,28.350522
n40_graph0,40,1.0,0.2,uniform,metropolis,232637,30.614492
n40_graph0,40,1.0,0.3,uniform,metropolis,232637,35.230297
n40_graph0,40,1.0,0.5,uniform,metropolis,232637,50.420797
n40_graph0,40,1.0,0.8,uniform,metropolis,232637,79.190722
n40_graph0,40,1.0,1.0,uniform,metropolis,232637,99.119972
n40_graph0,40,1.0,1.3,uniform,metropolis,232637,129.094172
n40_graph0,40,1.0,1.8,uniform,metropolis,232637,179.078572
n40_graph0,40,1.0,2.5,uniform,metropolis,232637,249.063382
n40_graph0,40,1.0,5.0,uniform,metropolis,232637,499.005007
n40_graph0,40,1.0,0.1,uniform,metropolis,259272,28.349667
n40_graph0,40,1.0,0.2,uniform,metropolis,259272,30.608787
n40_graph0,40,1.0,0.3,uniform,metropolis,259272,35.218912
n40_graph0,40,1.0,0.5,uniform,metropolis,259272,50.401772
n40_graph0,40,1.0,0.8,uniform,metropolis,259272,79.163597
n40_graph0,40,1.0,1.0,uniform,metropolis,259272,99.091967
n40_graph0,40,1.0,1.3,uniform,metropolis,259272,129.067172
n40_graph0,40,1.0,1.8,uniform,metropolis,259272,179.053172
n40_graph0,40,1.0,2.5,uniform,metropolis,259272,249.039522
n40_graph0,40,1.0,5.0,uniform,metropolis,259272,498.987147
n40_graph0,40,1.0,0.1,uniform,metropolis,288956,28.347282
n40_graph0,40,1.0,0.2,uniform,metropolis,288956,30.605012
n40_graph0,40,1.0,0.3,uniform,metropolis,288956,35.210732
n40_graph0,40,1.0,0.5,uniform,metropolis,288956,50.391612
n40_graph0,40,1.0,0.8,uniform,metropolis,288956,79.167267
n40_graph0,40,1.0,1.0,uniform,metropolis,288956,99.096427
n40_graph0,40,1.0,1.3,uniform,metropolis,288956,129.072382
n40_graph0,40,1.0,1.8,uniform,metropolis,288956,179.059157
n40_graph0,40,1.0,2.5,uniform,metropolis,288956,249.046907
n40_graph0,40,1.0,5.0,uniform,metropolis,288956,498.999907
n40_graph0,40,1.0,0.1,uniform,metropolis,322038,28.345267
n40_graph0,40,1.0,0.2,uniform,metropolis,322038,30.597267
n40_graph0,40,1.0,0.3,uniform,metropolis,322038,35.185667
n40_graph0,40,1.0,0.5,uniform,metropolis,322038,50.334377
n40_graph0,40,1.0,0.8,uniform,metropolis,322038,79.100792
n40_graph0,40,1.0,1.0,uniform,metropolis,322038,99.029092
n40_graph0,40,1.0,1.3,uniform,metropolis,322038,129.006097
n40_graph0,40,1.0,1.8,uniform,metropolis,322038,178.994222
n40_graph0,40,1.0,2.5,uniform,metropolis,322038,248.983232
n40_graph0,40,1.0,5.0,uniform,metropolis,322038,498.941107
n40_graph0,40,1.0,0.1,uniform,metropolis,358909,28.348122
n40_graph0,40,1.0,0.2,uniform,metropolis,358909,30.604962
n40_graph0,40,1.0,0.3,uniform,metropolis,358909,35.193047
n40_graph0,40,1.0,0.5,uniform,metropolis,358909,50.333637
n40_graph0,40,1.0,0.8,uniform,metropolis,358909,79.094232
n40_graph0,40,1.0,1.0,uniform,metropolis,358909,99.022272
n40_graph0,40,1.0,1.3,uniform,metropolis,358909,128.999922
n40_graph0,40,1.0,1.8,uniform,metropolis,358909,178.989297
n40_graph0,40,1.0,2.5,uniform,metropolis,358909,248.979462
n40_graph0,40,1.0,5.0,uniform,metropolis,358909,498.941712
n40_graph0,40,1.0,0.1,uniform,metropolis,400000,28.346042
n40_graph0,40,1.0,0.2,uniform,metropolis,400000,30.595282
n40_graph0,40,1.0,0.3,uniform,metropolis,400000,35.186497
n40_graph0,40,1.0,0.5,uniform,metropolis,400000,50.342967
n40_graph0,40,1.0,0.8,uniform,metropolis,400000,79.101642
n40_graph0,40,1.0,1.0,uniform,metropolis,400000,99.030342
n40_graph0,40,1.0,1.3,uniform,metropolis,400000,129.008997
n40_graph0,40,1.0,1.8,uniform,metropolis,400000,178.999097
n40_graph0,40,1.0,2.5,uniform,metropolis,400000,248.990242
n40_graph0,40,1.0,5.0,uniform,metropolis,400000,498.956242
n40_graph0,40,1.0,0.1,uniform,glauber,1,27.525887
n40_graph0,40,1.0,0.2,uniform,glauber,1,27.725887
n40_graph0,40,1.0,0.3,uniform,glauber,1,28.725887
n40_graph0,40,1.0,0.5,uniform,glauber,1,29.925887
n40_graph0,40,1.0,0.8,uniform,glauber,1,29.925887
n40_graph0,40,1.0,1.0,uniform,glauber,1,29.125887
n40_graph0,40,1.0,1.3,uniform,glauber,1,28.525887
