graph_id,n,h,beta,init,dynamics,step,log_z_mcmc
n16_graph0,16,0.0,1.8,ground,glauber,9003,44.003952
n16_graph0,16,0.0,2.5,ground,glauber,9003,60.803952
n16_graph0,16,0.0,5.0,ground,glauber,9003,120.803952
n16_graph0,16,0.0,0.1,ground,glauber,10034,11.240155
n16_graph0,16,0.0,0.2,ground,glauber,10034,11.638560
n16_graph0,16,0.0,0.3,ground,glauber,10034,12.263625
n16_graph0,16,0.0,0.5,ground,glauber,10034,14.535285
n16_graph0,16,0.0,0.8,ground,glauber,10034,20.212890
n16_graph0,16,0.0,1.0,ground,glauber,10034,24.860260
n16_graph0,16,0.0,1.3,ground,glauber,10034,32.022580
n16_graph0,16,0.0,1.8,ground,glauber,10034,44.007180
n16_graph0,16,0.0,2.5,ground,glauber,10034,60.807180
n16_graph0,16,0.0,5.0,ground,glauber,10034,120.807180
n16_graph0,16,0.0,0.1,ground,glauber,11183,11.240538
n16_graph0,16,0.0,0.2,ground,glauber,11183,11.639188
n16_graph0,16,0.0,0.3,ground,glauber,11183,12.266891
n16_graph0,16,0.0,0.5,ground,glauber,11183,14.524564
n16_graph0,16,0.0,0.8,ground,glauber,11183,20.184664
n16_graph0,16,0.0,1.0,ground,glauber,11183,24.834564
n16_graph0,16,0.0,1.3,ground,glauber,11183,31.989819
n16_graph0,16,0.0,1.8,ground,glauber,11183,43.975994
n16_graph0,16,0.0,2.5,ground,glauber,11183,60.775994
n16_graph0,16,0.0,5.0,ground,glauber,11183,120.775994
n16_graph0,16,0.0,0.1,ground,glauber,12463,11.236475
n16_graph0,16,0.0,0.2,ground,glauber,12463,11.628098
n16_graph0,16,0.0,0.3,ground,glauber,12463,12.252250
n16_graph0,16,0.0,0.5,ground,glauber,12463,14.514528
n16_graph0,16,0.0,0.8,ground,glauber,12463,20.182818
n16_graph0,16,0.0,1.0,ground,glauber,12463,24.833878
n16_graph0,16,0.0,1.3,ground,glauber,12463,31.991488
n16_graph0,16,0.0,1.8,ground,glauber,12463,43.977888
n16_graph0,16,0.0,2.5,ground,glauber,12463,60.777888
n16_graph0,16,0.0,5.0,ground,glauber,12463,120.777888
n16_graph0,16,0.0,0.1,ground,glauber,13890,11.233630
n16_graph0,16,0.0,0.2,ground,glauber,13890,11.625876
n16_graph0,16,0.0,0.3,ground,glauber,13890,12.253414
n16_graph0,16,0.0,0.5,ground,glauber,13890,14.511409
n16_graph0,16,0.0,0.8,ground,glauber,13890,20.182309
n16_graph0,16,0.0,1.0,ground,glauber,13890,24.836559
n16_graph0,16,0.0,1.3,ground,glauber,13890,31.987509
n16_graph0,16,0.0,1.8,ground,glauber,13890,43.969484
n16_graph0,16,0.0,2.5,ground,glauber,13890,60.769484
n16_graph0,16,0.0,5.0,ground,glauber,13890,120.769484
n16_graph0,16,0.0,0.1,ground,glauber,15480,11.230561
n16_graph0,16,0.0,0.2,ground,glauber,15480,11.613869
n16_graph0,16,0.0,0.3,ground,glauber,15480,12.232112
n16_graph0,16,0.0,0.5,ground,glauber,15480,14.484746
n16_graph0,16,0.0,0.8,ground,glauber,15480,20.116451
n16_graph0,16,0.0,1.0,ground,glauber,15480,24.745701
n16_graph0,16,0.0,1.3,ground,glauber,15480,31.900521
n16_graph0,16,0.0,1.8,ground,glauber,15480,43.882396
n16_graph0,16,0.0,2.5,ground,glauber,15480,60.682396
n16_graph0,16,0.0,5.0,ground,glauber,15480,120.682396
n16_graph0,16,0.0,0.1,ground,glauber,17253,11.231942
n16_graph0,16,0.0,0.2,ground,glauber,17253,11.612003
n16_graph0,16,0.0,0.3,ground,glauber,17253,12.227427
n16_graph0,16,0.0,0.5,ground,glauber,17253,14.484085
n16_graph0,16,0.0,0.8,ground,glauber,17253,20.118295
n16_graph0,16,0.0,1.0,ground,glauber,17253,24.748945
n16_graph0,16,0.0,1.3,ground,glauber,17253,31.905100
n16_graph0,16,0.0,1.8,ground,glauber,17253,43.888850
n16_graph0,16,0.0,2.5,ground,glauber,17253,60.688850
n16_graph0,16,0.0,5.0,ground,glauber,17253,120.688850
n16_graph0,16,0.0,0.1,ground,glauber,19228,11.227982
n16_graph0,16,0.0,0.2,ground,glauber,19228,11.605385
n16_graph0,16,0.0,0.3,ground,glauber,19228,12.223167
n16_graph0,16,0.0,0.5,ground,glauber,19228,14.465279
n16_graph0,16,0.0,0.8,ground,glauber,19228,20.076464
n16_graph0,16,0.0,1.0,ground,glauber,19228,24.710034
n16_graph0,16,0.0,1.3,ground,glauber,19228,31.869594
n16_graph0,16,0.0,1.8,ground,glauber,19228,43.854994
n16_graph0,16,0.0,2.5,ground,glauber,19228,60.654994
n16_graph0,16,0.0,5.0,ground,glauber,19228,120.654994
n16_graph0,16,0.0,0.1,ground,glauber,21429,11.226357
n16_graph0,16,0.0,0.2,ground,glauber,21429,11.607588
n16_graph0,16,0.0,0.3,ground,glauber,21429,12.225303
n16_graph0,16,0.0,0.5,ground,glauber,21429,14.482055
n16_graph0,16,0.0,0.8,ground,glauber,21429,20.137445
n16_graph0,16,0.0,1.0,ground,glauber,21429,24.775665
n16_graph0,16,0.0,1.3,ground,glauber,21429,31.937415
n16_graph0,16,0.0,1.8,ground,glauber,21429,43.924315
n16_graph0,16,0.0,2.5,ground,glauber,21429,60.724315
n16_graph0,16,0.0,5.0,ground,glauber,21429,120.724315
n16_graph0,16,0.0,0.1,ground,glauber,23883,11.225556
n16_graph0,16,0.0,0.2,ground,glauber,23883,11.605864
n16_graph0,16,0.0,0.3,ground,glauber,23883,12.227813
n16_graph0,16,0.0,0.5,ground,glauber,23883,14.477176
n16_graph0,16,0.0,0.8,ground,glauber,23883,20.098696
n16_graph0,16,0.0,1.0,ground,glauber,23883,24.729596
n16_graph0,16,0.0,1.3,ground,glauber,23883,31.889591
n16_graph0,16,0.0,1.8,ground,glauber,23883,43.875666
n16_graph0,16,0.0,2.5,ground,glauber,23883,60.675666
n16_graph0,16,0.0,5.0,ground,glauber,23883,120.675666
n16_graph0,16,0.0,0.1,ground,glauber,26617,11.221508
n16_graph0,16,0.0,0.2,ground,glauber,26617,11.596674
n16_graph0,16,0.0,0.3,ground,glauber,26617,12.219212
n16_graph0,16,0.0,0.5,ground,glauber,26617,14.445922
n16_graph0,16,0.0,0.8,ground,glauber,26617,20.036797
n16_graph0,16,0.0,1.0,ground,glauber,26617,24.673017
n16_graph0,16,0.0,1.3,ground,glauber,26617,31.832487
n16_graph0,16,0.0,1.8,ground,glauber,26617,43.818362
n16_graph0,16,0.0,2.5,ground,glauber,26617,60.618362
n16_graph0,16,0.0,5.0,ground,glauber,26617,120.618362
n16_graph0,16,0.0,0.1,ground,glauber,29664,11.220064
n16_graph0,16,0.0,0.2,ground,glauber,29664,11.593588
n16_graph0,16,0.0,0.3,ground,glauber,29664,12.219151
n16_graph0,16,0.0,0.5,ground,glauber,29664,14.457899
n16_graph0,16,0.0,0.8,ground,glauber,29664,20.035619
n16_graph0,16,0.0,1.0,ground,glauber,29664,24.657979
n16_graph0,16,0.0,1.3,ground,glauber,29664,31.817554
n16_graph0,16,0.0,1.8,ground,glauber,29664,43.802354
n16_graph0,16,0.0,2.5,ground,glauber,29664,60.602354
n16_graph0,16,0.0,5.0,ground,glauber,29664,120.602354
n16_graph0,16,0.0,0.1,ground,glauber,33060,11.217445
n16_graph0,16,0.0,0.2,ground,glauber,33060,11.586809
n16_graph0,16,0.0,0.3,ground,glauber,33060,12.207877
n16_graph0,16,0.0,0.5,ground,glauber,33060,14.435013
n16_graph0,16,0.0,0.8,ground,glauber,33060,20.002683
n16_graph0,16,0.0,1.0,ground,glauber,33060,24.622093
n16_graph0,16,0.0,1.3,ground,glauber,33060,31.778923
n16_graph0,16,0.0,1.8,ground,glauber,33060,43.744948
n16_graph0,16,0.0,2.5,ground,glauber,33060,60.518243
n16_graph0,16,0.0,5.0,ground,glauber,33060,120.518243
n16_graph0,16,0.0,0.1,ground,glauber,36846,11.216520
n16_graph0,16,0.0,0.2,ground,glauber,36846,11.581944
n16_graph0,16,0.0,0.3,ground,glauber,36846,12.204372
n16_graph0,16,0.0,0.5,ground,glauber,36846,14.433373
n16_graph0,16,0.0,0.8,ground,glauber,36846,19.996003
n16_graph0,16,0.0,1.0,ground,glauber,36846,24.620133
n16_graph0,16,0.0,1.3,ground,glauber,36846,31.778463
n16_graph0,16,0.0,1.8,ground,glauber,36846,43.745963
n16_graph0,16,0.0,2.5,ground,glauber,36846,60.521988
n16_graph0,16,0.0,5.0,ground,glauber,36846,120.521988
n16_graph0,16,0.0,0.1,ground,glauber,41064,11.215228
n16_graph0,16,0.0,0.2,ground,glauber,41064,11.576321
n16_graph0,16,0.0,0.3,ground,glauber,41064,12.200023
n16_graph0,16,0.0,0.5,ground,glauber,41064,14.425229
n16_graph0,16,0.0,0.8,ground,glauber,41064,19.965839
n16_graph0,16,0.0,1.0,ground,glauber,41064,24.585479
n16_graph0,16,0.0,1.3,ground,glauber,41064,31.741364
n16_graph0,16,0.0,1.8,ground,glauber,41064,43.712114
n16_graph0,16,0.0,2.5,ground,glauber,41064,60.490589
n16_graph0,16,0.0,5.0,ground,glauber,41064,120.490589
n16_graph0,16,0.0,0.1,ground,glauber,45765,11.213335
n16_graph0,16,0.0,0.2,ground,glauber,45765,11.573794
n16_graph0,16,0.0,0.3,ground,glauber,45765,12.200404
n16_graph0,16,0.0,0.5,ground,glauber,45765,14.422047
n16_graph0,16,0.0,0.8,ground,glauber,45765,19.953237
n16_graph0,16,0.0,1.0,ground,glauber,45765,24.573037
n16_graph0,16,0.0,1.3,ground,glauber,45765,31.727737
n16_graph0,16,0.0,1.8,ground,glauber,45765,43.699137
n16_graph0,16,0.0,2.5,ground,glauber,45765,60.479817
n16_graph0,16,0.0,5.0,ground,glauber,45765,120.479817
n16_graph0,16,0.0,0.1,ground,glauber,51005,11.211845
n16_graph0,16,0.0,0.2,ground,glauber,51005,11.573405
n16_graph0,16,0.0,0.3,ground,glauber,51005,12.205655
n16_graph0,16,0.0,0.5,ground,glauber,51005,14.430253
n16_graph0,16,0.0,0.8,ground,glauber,51005,19.956283
n16_graph0,16,0.0,1.0,ground,glauber,51005,24.570863
n16_graph0,16,0.0,1.3,ground,glauber,51005,31.718648
n16_graph0,16,0.0,1.8,ground,glauber,51005,43.692248
n16_graph0,16,0.0,2.5,ground,glauber,51005,60.474923
n16_graph0,16,0.0,5.0,ground,glauber,51005,120.474923
n16_graph0,16,0.0,0.1,ground,glauber,56845,11.213717
n16_graph0,16,0.0,0.2,ground,glauber,56845,11.579380
n16_graph0,16,0.0,0.3,ground,glauber,56845,12.216185
n16_graph0,16,0.0,0.5,ground,glauber,56845,14.444764
n16_graph0,16,0.0,0.8,ground,glauber,56845,19.950559
n16_graph0,16,0.0,1.0,ground,glauber,56845,24.552829
n16_graph0,16,0.0,1.3,ground,glauber,56845,31.701484
n16_graph0,16,0.0,1.8,ground,glauber,56845,43.676534
n16_graph0,16,0.0,2.5,ground,glauber,56845,60.460994
n16_graph0,16,0.0,5.0,ground,glauber,56845,120.460994
n16_graph0,16,0.0,0.1,ground,glauber,63353,11.214886
n16_graph0,16,0.0,0.2,ground,glauber,63353,11.582225
n16_graph0,16,0.0,0.3,ground,glauber,63353,12.221888
n16_graph0,16,0.0,0.5,ground,glauber,63353,14.455549
n16_graph0,16,0.0,0.8,ground,glauber,63353,19.945399
n16_graph0,16,0.0,1.0,ground,glauber,63353,24.533469
n16_graph0,16,0.0,1.3,ground,glauber,63353,31.676754
n16_graph0,16,0.0,1.8,ground,glauber,63353,43.651979
n16_graph0,16,0.0,2.5,ground,glauber,63353,60.438049
n16_graph0,16,0.0,5.0,ground,glauber,63353,120.438049
n16_graph0,16,0.0,0.1,ground,glauber,70606,11.213679
n16_graph0,16,0.0,0.2,ground,glauber,70606,11.578852
n16_graph0,16,0.0,0.3,ground,glauber,70606,12.214747
n16_graph0,16,0.0,0.5,ground,glauber,70606,14.447489
n16_graph0,16,0.0,0.8,ground,glauber,70606,19.940969
n16_graph0,16,0.0,1.0,ground,glauber,70606,24.528539
n16_graph0,16,0.0,1.3,ground,glauber,70606,31.675094
n16_graph0,16,0.0,1.8,ground,glauber,70606,43.652344
n16_graph0,16,0.0,2.5,ground,glauber,70606,60.439849
n16_graph0,16,0.0,5.0,ground,glauber,70606,120.439849
n16_graph0,16,0.0,0.1,ground,glauber,78690,11.212905
n16_graph0,16,0.0,0.2,ground,glauber,78690,11.578365
n16_graph0,16,0.0,0.3,ground,glauber,78690,12.214322
n16_graph0,16,0.0,0.5,ground,glauber,78690,14.432979
n16_graph0,16,0.0,0.8,ground,glauber,78690,19.919304
n16_graph0,16,0.0,1.0,ground,glauber,78690,24.510364
n16_graph0,16,0.0,1.3,ground,glauber,78690,31.651759
n16_graph0,16,0.0,1.8,ground,glauber,78690,43.630884
n16_graph0,16,0.0,2.5,ground,glauber,78690,60.419649
n16_graph0,16,0.0,5.0,ground,glauber,78690,120.419649
n16_graph0,16,0.0,0.1,ground,glauber,87699,11.212833
n16_graph0,16,0.0,0.2,ground,glauber,87699,11.578477
n16_graph0,16,0.0,0.3,ground,glauber,87699,12.211566
n16_graph0,16,0.0,0.5,ground,glauber,87699,14.439533
n16_graph0,16,0.0,0.8,ground,glauber,87699,19.949828
n16_graph0,16,0.0,1.0,ground,glauber,87699,24.543068
n16_graph0,16,0.0,1.3,ground,glauber,87699,31.686578
n16_graph0,16,0.0,1.8,ground,glauber,87699,43.665653
n16_graph0,16,0.0,2.5,ground,glauber,87699,60.455573
n16_graph0,16,0.0,5.0,ground,glauber,87699,120.455573
n16_graph0,16,0.0,0.1,ground,glauber,97740,11.212886
n16_graph0,16,0.0,0.2,ground,glauber,97740,11.581796
n16_graph0,16,0.0,0.3,ground,glauber,97740,12.215739
n16_graph0,16,0.0,0.5,ground,glauber,97740,14.444797
n16_graph0,16,0.0,0.8,ground,glauber,97740,19.963957
n16_graph0,16,0.0,1.0,ground,glauber,97740,24.557947
n16_graph0,16,0.0,1.3,ground,glauber,97740,31.702672
n16_graph0,16,0.0,1.8,ground,glauber,97740,43.682897
n16_graph0,16,0.0,2.5,ground,glauber,97740,60.473867
n16_graph0,16,0.0,5.0,ground,glauber,97740,120.473867
n16_graph0,16,0.0,0.1,ground,glauber,108930,11.212508
n16_graph0,16,0.0,0.2,ground,glauber,108930,11.582813
n16_graph0,16,0.0,0.3,ground,glauber,108930,12.218044
n16_graph0,16,0.0,0.5,ground,glauber,108930,14.444205
n16_graph0,16,0.0,0.8,ground,glauber,108930,19.964160
n16_graph0,16,0.0,1.0,ground,glauber,108930,24.557160
n16_graph0,16,0.0,1.3,ground,glauber,108930,31.696425
n16_graph0,16,0.0,1.8,ground,glauber,108930,43.676825
n16_graph0,16,0.0,2.5,ground,glauber,108930,60.468705
n16_graph0,16,0.0,5.0,ground,glauber,108930,120.468705
n16_graph0,16,0.0,0.1,ground,glauber,121401,11.213522
n16_graph0,16,0.0,0.2,ground,glauber,121401,11.585146
n16_graph0,16,0.0,0.3,ground,glauber,121401,12.220399
n16_graph0,16,0.0,0.5,ground,glauber,121401,14.451469
n16_graph0,16,0.0,0.8,ground,glauber,121401,19.982149
n16_graph0,16,0.0,1.0,ground,glauber,121401,24.576359
n16_graph0,16,0.0,1.3,ground,glauber,121401,31.714979
n16_graph0,16,0.0,1.8,ground,glauber,121401,43.696054
n16_graph0,16,0.0,2.5,ground,glauber,121401,60.488774
n16_graph0,16,0.0,5.0,ground,glauber,121401,120.488774
n16_graph0,16,0.0,0.1,ground,glauber,135300,11.213599
n16_graph0,16,0.0,0.2,ground,glauber,135300,11.587208
n16_graph0,16,0.0,0.3,ground,glauber,135300,12.226613
n16_graph0,16,0.0,0.5,ground,glauber,135300,14.467774
n16_graph0,16,0.0,0.8,ground,glauber,135300,20.009779
n16_graph0,16,0.0,1.0,ground,glauber,135300,24.604749
n16_graph0,16,0.0,1.3,ground,glauber,135300,31.742064
n16_graph0,16,0.0,1.8,ground,glauber,135300,43.724464
n16_graph0,16,0.0,2.5,ground,glauber,135300,60.517919
n16_graph0,16,0.0,5.0,ground,glauber,135300,120.517919
n16_graph0,16,0.0,0.1,ground,glauber,150791,11.213611
n16_graph0,16,0.0,0.2,ground,glauber,150791,11.585719
n16_graph0,16,0.0,0.3,ground,glauber,150791,12.221133
n16_graph0,16,0.0,0.5,ground,glauber,150791,14.461160
n16_graph0,16,0.0,0.8,ground,glauber,150791,20.013035
n16_graph0,16,0.0,1.0,ground,glauber,150791,24.610555
n16_graph0,16,0.0,1.3,ground,glauber,150791,31.747930
n16_graph0,16,0.0,1.8,ground,glauber,150791,43.731430
n16_graph0,16,0.0,2.5,ground,glauber,150791,60.525550
n16_graph0,16,0.0,5.0,ground,glauber,150791,120.525550
n16_graph0,16,0.0,0.1,ground,glauber,168055,11.213714
n16_graph0,16,0.0,0.2,ground,glauber,168055,11.585103
n16_graph0,16,0.0,0.3,ground,glauber,168055,12.220341
n16_graph0,16,0.0,0.5,ground,glauber,168055,14.461785
n16_graph0,16,0.0,0.8,ground,glauber,168055,20.010885
n16_graph0,16,0.0,1.0,ground,glauber,168055,24.605205
n16_graph0,16,0.0,1.3,ground,glauber,168055,31.741455
n16_graph0,16,0.0,1.8,ground,glauber,168055,43.726555
n16_graph0,16,0.0,2.5,ground,glauber,168055,60.521270
n16_graph0,16,0.0,5.0,ground,glauber,168055,120.521270
n16_graph0,16,0.0,0.1,ground,glauber,187295,11.214443
n16_graph0,16,0.0,0.2,ground,glauber,187295,11.585796
n16_graph0,16,0.0,0.3,ground,glauber,187295,12.221146
n16_graph0,16,0.0,0.5,ground,glauber,187295,14.463745
n16_graph0,16,0.0,0.8,ground,glauber,187295,20.014420
n16_graph0,16,0.0,1.0,ground,glauber,187295,24.611940
n16_graph0,16,0.0,1.3,ground,glauber,187295,31.750620
n16_graph0,16,0.0,1.8,ground,glauber,187295,43.736095
n16_graph0,16,0.0,2.5,ground,glauber,187295,60.531090
n16_graph0,16,0.0,5.0,ground,glauber,187295,120.531090
n16_graph0,16,0.0,0.1,ground,glauber,208739,11.214704
n16_graph0,16,0.0,0.2,ground,glauber,208739,11.586636
n16_graph0,16,0.0,0.3,ground,glauber,208739,12.223401
n16_graph0,16,0.0,0.5,ground,glauber,208739,14.456235
n16_graph0,16,0.0,0.8,ground,glauber,208739,19.991595
n16_graph0,16,0.0,1.0,ground,glauber,208739,24.590975
n16_graph0,16,0.0,1.3,ground,glauber,208739,31.730015
n16_graph0,16,0.0,1.8,ground,glauber,208739,43.716190
n16_graph0,16,0.0,2.5,ground,glauber,208739,60.511710
n16_graph0,16,0.0,5.0,ground,glauber,208739,120.511710
n16_graph0,16,0.0,0.1,ground,glauber,232637,11.214650
n16_graph0,16,0.0,0.2,ground,glauber,232637,11.586737
n16_graph0,16,0.0,0.3,ground,glauber,232637,12.222885
n16_graph0,16,0.0,0.5,ground,glauber,232637,14.449126
n16_graph0,16,0.0,0.8,ground,glauber,232637,19.981126
n16_graph0,16,0.0,1.0,ground,glauber,232637,24.582156
n16_graph0,16,0.0,1.3,ground,glauber,232637,31.719216
n16_graph0,16,0.0,1.8,ground,glauber,232637,43.705041
n16_graph0,16,0.0,2.5,ground,glauber,232637,60.501016
n16_graph0,16,0.0,5.0,ground,glauber,232637,120.501016
n16_graph0,16,0.0,0.1,ground,glauber,259272,11.213604
n16_graph0,16,0.0,0.2,ground,glauber,259272,11.584948
n16_graph0,16,0.0,0.3,ground,glauber,259272,12.221753
n16_graph0,16,0.0,0.5,ground,glauber,259272,14.446435
n16_graph0,16,0.0,0.8,ground,glauber,259272,19.975030
n16_graph0,16,0.0,1.0,ground,glauber,259272,24.575280
n16_graph0,16,0.0,1.3,ground,glauber,259272,31.710750
n16_graph0,16,0.0,1.8,ground,glauber,259272,43.696125
n16_graph0,16,0.0,2.5,ground,glauber,259272,60.492450
n16_graph0,16,0.0,5.0,ground,glauber,259272,120.492450
n16_graph0,16,0.0,0.1,ground,glauber,288956,11.213475
n16_graph0,16,0.0,0.2,ground,glauber,288956,11.585126
n16_graph0,16,0.0,0.3,ground,glauber,288956,12.220983
n16_graph0,16,0.0,0.5,ground,glauber,288956,14.440463
n16_graph0,16,0.0,0.8,ground,glauber,288956,19.960898
n16_graph0,16,0.0,1.0,ground,glauber,288956,24.557098
n16_graph0,16,0.0,1.3,ground,glauber,288956,31.690693
n16_graph0,16,0.0,1.8,ground,glauber,288956,43.675793
n16_graph0,16,0.0,2.5,ground,glauber,288956,60.472468
n16_graph0,16,0.0,5.0,ground,glauber,288956,120.472468
n16_graph0,16,0.0,0.1,ground,glauber,322038,11.213565
n16_graph0,16,0.0,0.2,ground,glauber,322038,11.584972
n16_graph0,16,0.0,0.3,ground,glauber,322038,12.219538
n16_graph0,16,0.0,0.5,ground,glauber,322038,14.436685
n16_graph0,16,0.0,0.8,ground,glauber,322038,19.961995
n16_graph0,16,0.0,1.0,ground,glauber,322038,24.562745
n16_graph0,16,0.0,1.3,ground,glauber,322038,31.697765
n16_graph0,16,0.0,1.8,ground,glauber,322038,43.683290
n16_graph0,16,0.0,2.5,ground,glauber,322038,60.480315
n16_graph0,16,0.0,5.0,ground,glauber,322038,120.480315
n16_graph0,16,0.0,0.1,ground,glauber,358909,11.213320
n16_graph0,16,0.0,0.2,ground,glauber,358909,11.584773
n16_graph0,16,0.0,0.3,ground,glauber,358909,12.218728
n16_graph0,16,0.0,0.5,ground,glauber,358909,14.441040
n16_graph0,16,0.0,0.8,ground,glauber,358909,19.977900
n16_graph0,16,0.0,1.0,ground,glauber,358909,24.579210
n16_graph0,16,0.0,1.3,ground,glauber,358909,31.714125
n16_graph0,16,0.0,1.8,ground,glauber,358909,43.700125
n16_graph0,16,0.0,2.5,ground,glauber,358909,60.497465
n16_graph0,16,0.0,5.0,ground,glauber,358909,120.497465
n16_graph0,16,0.0,0.1,ground,glauber,400000,11.213762
n16_graph0,16,0.0,0.2,ground,glauber,400000,11.585225
n16_graph0,16,0.0,0.3,ground,glauber,400000,12.218197
n16_graph0,16,0.0,0.5,ground,glauber,400000,14.436368
n16_graph0,16,0.0,0.8,ground,glauber,400000,19.964573
n16_graph0,16,0.0,1.0,ground,glauber,400000,24.563563
n16_graph0,16,0.0,1.3,ground,glauber,400000,31.699153
n16_graph0,16,0.0,1.8,ground,glauber,400000,43.685103
n16_graph0,16,0.0,2.5,ground,glauber,400000,60.482233
n16_graph0,16,0.0,5.0,ground,glauber,400000,120.482233
n16_graph0,16,0.0,0.1,uniform,metropolis,1,10.790355
n16_graph0,16,0.0,0.2,uniform,metropolis,1,10.490355
n16_graph0,16,0.0,0.3,uniform,metropolis,1,10.690355
n16_graph0,16,0.0,0.5,uniform,metropolis,1,11.090355
n16_graph0,16,0.0,0.8,uniform,metropolis,1,11.390355
n16_graph0,16,0.0,1.0,uniform,metropolis,1,11.990355
n16_graph0,16,0.0,1.3,uniform,metropolis,1,11.990355
n16_graph0,16,0.0,1.8,uniform,metropolis,1,11.490355
n16_graph0,16,0.0,2.5,uniform,metropolis,1,12.890355
n16_graph0,16,0.0,5.0,uniform,metropolis,1,15.390355
n16_graph0,16,0.0,0.1,uniform,metropolis,2,10.840355
n16_graph0,16,0.0,0.2,uniform,metropolis,2,10.590355
n16_graph0,16,0.0,0.3,uniform,metropolis,2,10.740355
n16_graph0,16,0.0,0.5,uniform,metropolis,2,11.340355
n16_graph0,16,0.0,0.8,uniform,metropolis,2,12.240355
n16_graph0,16,0.0,1.0,uniform,metropolis,2,12.840355
n16_graph0,16,0.0,1.3,uniform,metropolis,2,12.840355
n16_graph0,16,0.0,1.8,uniform,metropolis,2,12.590355
n16_graph0,16,0.0,2.5,uniform,metropolis,2,13.990355
n16_graph0,16,0.0,5.0,uniform,metropolis,2,16.490355
n16_graph0,16,0.0,0.1,uniform,metropolis,3,10.823688
n16_graph0,16,0.0,0.2,uniform,metropolis,3,10.657022
n16_graph0,16,0.0,0.3,uniform,metropolis,3,10.923688
n16_graph0,16,0.0,0.5,uniform,metropolis,3,11.657021
n16_graph0,16,0.0,0.8,uniform,metropolis,3,12.757021
n16_graph0,16,0.0,1.0,uniform,metropolis,3,13.357021
n16_graph0,16,0.0,1.3,uniform,metropolis,3,13.657021
n16_graph0,16,0.0,1.8,uniform,metropolis,3,14.490355
n16_graph0,16,0.0,2.5,uniform,metropolis,3,16.590355
n16_graph0,16,0.0,5.0,uniform,metropolis,3,19.923688
n16_graph0,16,0.0,0.1,uniform,metropolis,4,10.840355
n16_graph0,16,0.0,0.2,uniform,metropolis,4,10.715355
n16_graph0,16,0.0,0.3,uniform,metropolis,4,11.040355
n16_graph0,16,0.0,0.5,uniform,metropolis,4,11.840355
n16_graph0,16,0.0,0.8,uniform,metropolis,4,12.965355
n16_graph0,16,0.0,1.0,uniform,metropolis,4,13.565355
n16_graph0,16,0.0,1.3,uniform,metropolis,4,14.090355
n16_graph0,16,0.0,1.8,uniform,metropolis,4,15.590355
n16_graph0,16,0.0,2.5,uniform,metropolis,4,18.215355
n16_graph0,16,0.0,5.0,uniform,metropolis,4,23.215355
n16_graph0,16,0.0,0.1,uniform,metropolis,5,10.870355
n16_graph0,16,0.0,0.2,uniform,metropolis,5,10.770355
n16_graph0,16,0.0,0.3,uniform,metropolis,5,11.110355
n16_graph0,16,0.0,0.5,uniform,metropolis,5,11.950355
n16_graph0,16,0.0,0.8,uniform,metropolis,5,13.090355
n16_graph0,16,0.0,1.0,uniform,metropolis,5,13.810355
n16_graph0,16,0.0,1.3,uniform,metropolis,5,14.650355
n16_graph0,16,0.0,1.8,uniform,metropolis,5,16.550355
n16_graph0,16,0.0,2.5,uniform,metropolis,5,19.630355
n16_graph0,16,0.0,5.0,uniform,metropolis,5,26.130355
n16_graph0,16,0.0,0.1,uniform,metropolis,6,10.840355
n16_graph0,16,0.0,0.2,uniform,metropolis,6,10.723688
n16_graph0,16,0.0,0.3,uniform,metropolis,6,11.090355
n16_graph0,16,0.0,0.5,uniform,metropolis,6,11.957022
n16_graph0,16,0.0,0.8,uniform,metropolis,6,13.107023
n16_graph0,16,0.0,1.0,uniform,metropolis,6,13.940357
n16_graph0,16,0.0,1.3,uniform,metropolis,6,15.190358
n16_graph0,16,0.0,1.8,uniform,metropolis,6,17.607025
n16_graph0,16,0.0,2.5,uniform,metropolis,6,20.990360
n16_graph0,16,0.0,5.0,uniform,metropolis,6,29.740360
n16_graph0,16,0.0,0.1,uniform,metropolis,7,10.818926
n16_graph0,16,0.0,0.2,uniform,metropolis,7,10.690355
n16_graph0,16,0.0,0.3,uniform,metropolis,7,11.090355
n16_graph0,16,0.0,0.5,uniform,metropolis,7,12.004641
n16_graph0,16,0.0,0.8,uniform,metropolis,7,13.290355
n16_graph0,16,0.0,1.0,uniform,metropolis,7,14.376069
n16_graph0,16,0.0,1.3,uniform,metropolis,7,16.047497
n16_graph0,16,0.0,1.8,uniform,metropolis,7,18.833209
n16_graph0,16,0.0,2.5,uniform,metropolis,7,22.433208
n16_graph0,16,0.0,5.0,uniform,metropolis,7,33.147495
n16_graph0,16,0.0,0.1,uniform,metropolis,8,10.815355
n16_graph0,16,0.0,0.2,uniform,metropolis,8,10.702855
n16_graph0,16,0.0,0.3,uniform,metropolis,8,11.140355
n16_graph0,16,0.0,0.5,uniform,metropolis,8,12.065355
n16_graph0,16,0.0,0.8,uniform,metropolis,8,13.415355
n16_graph0,16,0.0,1.0,uniform,metropolis,8,14.690355
n16_graph0,16,0.0,1.3,uniform,metropolis,8,16.677855
n16_graph0,16,0.0,1.8,uniform,metropolis,8,19.740355
n16_graph0,16,0.0,2.5,uniform,metropolis,8,23.502855
n16_graph0,16,0.0,5.0,uniform,metropolis,8,35.690355
n16_graph0,16,0.0,0.1,uniform,metropolis,9,10.801466
